pan_paniscus ENSPPAG00000038787
pan_troglodytes ENSPTRG00000010523
homo_sapiens ENSG00000257591
gorilla_gorilla ENSGGOG00000011669
pongo_abelii ENSPPYG00000029843
nomascus_leucogenys ENSNLEG00000019141
cercocebus_atys ENSCATG00000033098
mandrillus_leucophaeus ENSMLEG00000031238
theropithecus_gelada ENSTGEG00000027559
papio_anubis ENSPANG00000008551
macaca_mulatta ENSMMUG00000008059
macaca_fascicularis ENSMFAG00000037168
chlorocebus_sabaeus ENSCSAG00000018837
rhinopithecus_roxellana ENSRROG00000033607
rhinopithecus_bieti ENSRBIG00000039898
colobus_angolensis_palliatus ENSCANG00000029950
piliocolobus_tephrosceles ENSPTEG00000005246
cebus_capucinus ENSCCAG00000030631
saimiri_boliviensis_boliviensis ENSSBOG00000028089
callithrix_jacchus ENSCJAG00000047406
aotus_nancymaae ENSANAG00000036873
