sorex_araneus ENSSARG00000012934
ursus_americanus ENSUAMG00000026400
jaculus_jaculus ENSJJAG00000000336
sus_scrofa ENSSSCG00000014380
cavia_porcellus ENSCPOG00000030349
propithecus_coquereli ENSPCOG00000009209
prolemur_simus ENSPSMG00000020775
microcebus_murinus ENSMICG00000042585
pongo_abelii ENSPPYG00000015876
nomascus_leucogenys ENSNLEG00000029366
homo_sapiens ENSG00000081818
gorilla_gorilla ENSGGOG00000013194
pan_troglodytes ENSPTRG00000017333
theropithecus_gelada ENSTGEG00000026545
mandrillus_leucophaeus ENSMLEG00000019793
chlorocebus_sabaeus ENSCSAG00000000489
cercocebus_atys ENSCATG00000041627
macaca_nemestrina ENSMNEG00000036578
macaca_fascicularis ENSMFAG00000003385
macaca_mulatta ENSMMUG00000019523
papio_anubis ENSPANG00000019399
rhinopithecus_roxellana ENSRROG00000038919
rhinopithecus_bieti ENSRBIG00000023613
colobus_angolensis_palliatus ENSCANG00000040987
piliocolobus_tephrosceles ENSPTEG00000027755
cebus_capucinus ENSCCAG00000035537
saimiri_boliviensis_boliviensis ENSSBOG00000021273
callithrix_jacchus ENSCJAG00000045209
aotus_nancymaae ENSANAG00000032867
chinchilla_lanigera ENSCLAG00000012265
octodon_degus ENSODEG00000011616
fukomys_damarensis ENSFDAG00000015682
cavia_porcellus ENSCPOG00000030153
cavia_aperea ENSCAPG00000008259
castor_canadensis ENSCCNG00000009852
castor_canadensis ENSCCNG00000009860
cricetulus_griseus_chok1gshd ENSCGRG00001019427
cricetulus_griseus_crigri-picr ENSCGRG00015000331
cricetulus_griseus_crigri ENSCGRG00000002465
cricetulus_griseus_crigri-picr ENSCGRG00015000310
cricetulus_griseus_crigri ENSCGRG00000002973
cricetulus_griseus_chok1gshd ENSCGRG00001000310
cricetulus_griseus_chok1gshd ENSCGRG00001000591
cricetulus_griseus_crigri-picr ENSCGRG00015000352
microtus_ochrogaster ENSMOCG00000019432
peromyscus_maniculatus_bairdii ENSPEMG00000008222
mus_musculus ENSMUSG00000045062
mus_spicilegus ENSMSIG00000001616
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023074
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022163
mus_pahari MGP_PahariEiJ_G0018899
rattus_norvegicus ENSRNOG00000046264
mus_spicilegus ENSMSIG00000001631
mus_musculus ENSMUSG00000051242
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023076
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022165
mus_pahari MGP_PahariEiJ_G0018900
rattus_norvegicus ENSRNOG00000020072
mus_musculus ENSMUSG00000063687
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023072
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022161
mus_pahari MGP_PahariEiJ_G0018896
mus_spicilegus ENSMSIG00000001580
rattus_norvegicus ENSRNOG00000020084
nannospalax_galili ENSNGAG00000022453
nannospalax_galili ENSNGAG00000022081
spermophilus_dauricus ENSSDAG00000019166
urocitellus_parryii ENSUPAG00010008061
ictidomys_tridecemlineatus ENSSTOG00000031859
marmota_marmota_marmota ENSMMMG00000011353
spermophilus_dauricus ENSSDAG00000019148
oryctolagus_cuniculus ENSOCUG00000004555
choloepus_hoffmanni ENSCHOG00000002755
dasypus_novemcinctus ENSDNOG00000040844
procavia_capensis ENSPCAG00000002799
echinops_telfairi ENSETEG00000001790
ailuropoda_melanoleuca ENSAMEG00000020135
neovison_vison ENSNVIG00000012826
canis_lupus_familiaris ENSCAFG00000006106
panthera_pardus ENSPPRG00000016494
felis_catus ENSFCAG00000001367
capra_hircus ENSCHIG00000001103
bison_bison_bison ENSBBBG00000011262
sus_scrofa ENSSSCG00000014378
sus_scrofa ENSSSCG00000036516
tupaia_belangeri ENSTBEG00000002606
notamacropus_eugenii ENSMEUG00000011166
gallus_gallus ENSGALG00000038668
coturnix_japonica ENSCJPG00005011485
anser_brachyrhynchus ENSABRG00000015216
cyanistes_caeruleus ENSCCEG00000003456
taeniopygia_guttata ENSTGUG00000016346
calidris_pugnax ENSCPUG00000005600
