prolemur_simus ENSPSMG00000019577
propithecus_coquereli ENSPCOG00000025138
otolemur_garnettii ENSOGAG00000001734
cebus_capucinus ENSCCAG00000032480
saimiri_boliviensis_boliviensis ENSSBOG00000032905
aotus_nancymaae ENSANAG00000034799
theropithecus_gelada ENSTGEG00000026254
nomascus_leucogenys ENSNLEG00000031194
nomascus_leucogenys ENSNLEG00000035040
macaca_mulatta ENSMMUG00000038019
macaca_fascicularis ENSMFAG00000043140
papio_anubis ENSPANG00000034217
mandrillus_leucophaeus ENSMLEG00000040022
cercocebus_atys ENSCATG00000039583
colobus_angolensis_palliatus ENSCANG00000021342
piliocolobus_tephrosceles ENSPTEG00000036733
rhinopithecus_roxellana ENSRROG00000043448
papio_anubis ENSPANG00000010565
papio_anubis ENSPANG00000022134
theropithecus_gelada ENSTGEG00000008626
cercocebus_atys ENSCATG00000043426
macaca_fascicularis ENSMFAG00000040262
macaca_mulatta ENSMMUG00000017738
macaca_nemestrina ENSMNEG00000029804
chlorocebus_sabaeus ENSCSAG00000005490
mandrillus_leucophaeus ENSMLEG00000044420
pan_troglodytes ENSPTRG00000029739
rhinopithecus_roxellana ENSRROG00000011354
cebus_capucinus ENSCCAG00000033338
pan_paniscus ENSPPAG00000035773
homo_sapiens ENSG00000205352
gorilla_gorilla ENSGGOG00000012608
nomascus_leucogenys ENSNLEG00000034057
cebus_capucinus ENSCCAG00000036400
saimiri_boliviensis_boliviensis ENSSBOG00000024818
callithrix_jacchus ENSCJAG00000006244
callithrix_jacchus ENSCJAG00000018588
callithrix_jacchus ENSCJAG00000045784
aotus_nancymaae ENSANAG00000026491
spermophilus_dauricus ENSSDAG00000009218
ictidomys_tridecemlineatus ENSSTOG00000003624
urocitellus_parryii ENSUPAG00010020867
marmota_marmota_marmota ENSMMMG00000002834
carlito_syrichta ENSTSYG00000025961
jaculus_jaculus ENSJJAG00000011729
tupaia_belangeri ENSTBEG00000015554
neovison_vison ENSNVIG00000001375
mustela_putorius_furo ENSMPUG00000005995
ursus_americanus ENSUAMG00000023888
canis_lupus_familiaris ENSCAFG00000006927
felis_catus ENSFCAG00000041253
ursus_maritimus ENSUMAG00000010429
ailuropoda_melanoleuca ENSAMEG00000019417
panthera_pardus ENSPPRG00000006236
panthera_tigris_altaica ENSPTIG00000019940
myotis_lucifugus ENSMLUG00000026282
sus_scrofa ENSSSCG00000000273
sus_scrofa ENSSSCG00000037785
bos_taurus ENSBTAG00000026916
capra_hircus ENSCHIG00000010844
capra_hircus ENSCHIG00000004451
ovis_aries ENSOARG00000016479
bos_mutus ENSBMUG00000001839
bos_taurus ENSBTAG00000051235
bison_bison_bison ENSBBBG00000019030
bison_bison_bison ENSBBBG00000007514
bos_mutus ENSBMUG00000022042
dasypus_novemcinctus ENSDNOG00000034392
