ciona_savignyi ENSCSAVG00000007033
ciona_intestinalis ENSCING00000012220
pogona_vitticeps ENSPVIG00000009517
pogona_vitticeps ENSPVIG00000011986
tursiops_truncatus ENSTTRG00000015865
ailuropoda_melanoleuca ENSAMEG00000009518
echinops_telfairi ENSETEG00000014196
ornithorhynchus_anatinus ENSOANG00000031004
coturnix_japonica ENSCJPG00005002730
astatotilapia_calliptera ENSACLG00000012396
fundulus_heteroclitus ENSFHEG00000004932
poecilia_latipinna ENSPLAG00000010831
poecilia_reticulata ENSPREG00000000054
poecilia_formosa ENSPFOG00000023726
cyprinodon_variegatus ENSCVAG00000022756
scophthalmus_maximus ENSSMAG00000000193
labrus_bergylta ENSLBEG00000007860
takifugu_rubripes ENSTRUG00000020721
cynoglossus_semilaevis ENSCSEG00000002317
oryzias_latipes ENSORLG00020011467
oryzias_latipes_asm223469v1 ENSORLG00015010739
oryzias_latipes ENSORLG00000030000
hippocampus_comes ENSHCOG00000010830
amphilophus_citrinellus ENSACIG00000017815
mola_mola ENSMMOG00000020268
amphiprion_ocellaris ENSAOCG00000022218
amphiprion_percula ENSAPEG00000022728
acanthochromis_polyacanthus ENSAPOG00000023422
stegastes_partitus ENSSPAG00000010989
neolamprologus_brichardi ENSNBRG00000009919
astatotilapia_calliptera ENSACLG00000002632
periophthalmus_magnuspinnatus ENSPMGG00000009515
seriola_dumerili ENSSDUG00000015899
seriola_lalandi_dorsalis ENSSLDG00000022350
esox_lucius ENSELUG00000016403
labrus_bergylta ENSLBEG00000013008
takifugu_rubripes ENSTRUG00000019927
seriola_lalandi_dorsalis ENSSLDG00000020977
seriola_dumerili ENSSDUG00000001668
scophthalmus_maximus ENSSMAG00000007786
oryzias_latipes ENSORLG00020010182
oryzias_latipes ENSORLG00000024380
oryzias_latipes_asm223469v1 ENSORLG00015021170
oryzias_melastigma ENSOMEG00000021686
fundulus_heteroclitus ENSFHEG00000004929
cyprinodon_variegatus ENSCVAG00000022873
