sus_scrofa ENSSSCG00000002202
bison_bison ENSBBBG00000022813
equus_asinus ENSEASG00005017336
prolemur_simus ENSPSMG00000021655
theropithecus_gelada ENSTGEG00000013757
heterocephalus_glaber ENSHGLG00000019884
heterocephalus_glaber ENSHGLG00000019898
heterocephalus_glaber ENSHGLG00100020624
heterocephalus_glaber ENSHGLG00100020070
fukomys_damarensis ENSFDAG00000018665
loxodonta_africana ENSLAFG00000028964
loxodonta_africana ENSLAFG00000028937
dasypus_novemcinctus ENSDNOG00000035298
vombatus_ursinus ENSVURG00010003727
monodelphis_domestica ENSMODG00000025732
