cynoglossus_semilaevis ENSCSEG00000008010
hippocampus_comes ENSHCOG00000011020
ictalurus_punctatus ENSIPUG00000004392
clupea_harengus ENSCHAG00000002884
gadus_morhua ENSGMOG00000016383
denticeps_clupeoides ENSDCDG00000035801
astyanax_mexicanus ENSAMXG00005025296
astyanax_mexicanus ENSAMXG00000040156
pygocentrus_nattereri ENSPNAG00000018100
danio_rerio ENSDARG00000018637
clupea_harengus ENSCHAG00000017583
tetraodon_nigroviridis ENSTNIG00000000054
tetraodon_nigroviridis ENSTNIG00000001602
takifugu_rubripes ENSTRUG00000000427
periophthalmus_magnuspinnatus ENSPMGG00000006349
hucho_hucho ENSHHUG00000007153
esox_lucius ENSELUG00000010284
anabas_testudineus ENSATEG00000015685
betta_splendens ENSBSLG00000013851
monopterus_albus ENSMALG00000007540
mola_mola ENSMMOG00000004730
poecilia_latipinna ENSPLAG00000020951
poecilia_formosa ENSPFOG00000008159
poecilia_mexicana ENSPMEG00000018734
poecilia_reticulata ENSPREG00000015377
xiphophorus_maculatus ENSXMAG00000021954
gambusia_affinis ENSGAFG00000009425
fundulus_heteroclitus ENSFHEG00000003678
cyprinodon_variegatus ENSCVAG00000003475
kryptolebias_marmoratus ENSKMAG00000016021
oryzias_latipes ENSORLG00020019458
oryzias_latipes ENSORLG00000025763
oryzias_latipes ENSORLG00015019841
oryzias_melastigma ENSOMEG00000013910
gouania_willdenowi ENSGWIG00000007322
parambassis_ranga ENSPRNG00000023947
lates_calcarifer ENSLCAG00010024738
amphiprion_ocellaris ENSAOCG00000011083
amphiprion_percula ENSAPEG00000023883
acanthochromis_polyacanthus ENSAPOG00000018771
stegastes_partitus ENSSPAG00000002835
maylandia_zebra ENSMZEG00005021964
haplochromis_burtoni ENSHBUG00000022931
pundamilia_nyererei ENSPNYG00000022386
astatotilapia_calliptera ENSACLG00000021524
neolamprologus_brichardi ENSNBRG00000003370
oreochromis_niloticus ENSONIG00000014477
amphilophus_citrinellus ENSACIG00000001166
seriola_dumerili ENSSDUG00000003822
seriola_lalandi ENSSLDG00000010363
mastacembelus_armatus ENSMAMG00000022880
cottoperca_gobio ENSCGOG00000021216
labrus_bergylta ENSLBEG00000006531
larimichthys_crocea ENSLCRG00005017023
scophthalmus_maximus ENSSMAG00000018757
gadus_morhua ENSGMOG00000002099
ictalurus_punctatus ENSIPUG00000013553
electrophorus_electricus ENSEEEG00000021131
scleropages_formosus ENSSFOG00015011263
paramormyrops_kingsleyae ENSPKIG00000006649
hucho_hucho ENSHHUG00000020167
hucho_hucho ENSHHUG00000018838
esox_lucius ENSELUG00000014294
lepisosteus_oculatus ENSLOCG00000013405
anas_platyrhynchos ENSAPLG00000002944
anser_brachyrhynchus ENSABRG00000009377
nothoprocta_perdicaria ENSNPEG00000001709
taeniopygia_guttata ENSTGUG00000001805
