xiphophorus_maculatus ENSXMAG00000001400
xiphophorus_couchianus ENSXCOG00000017757
gambusia_affinis ENSGAFG00000016888
poecilia_reticulata ENSPREG00000002364
oryzias_latipes_asm223469v1 ENSORLG00015010750
amphilophus_citrinellus ENSACIG00000000192
oreochromis_niloticus ENSONIG00000005479
cynoglossus_semilaevis ENSCSEG00000008836
scleropages_formosus ENSSFOG00015016995
otolemur_garnettii ENSOGAG00000005869
mesocricetus_auratus ENSMAUG00000017174
myotis_lucifugus ENSMLUG00000017609
mustela_putorius_furo ENSMPUG00000010926
echinops_telfairi ENSETEG00000020101
ornithorhynchus_anatinus ENSOANG00000009649
anolis_carolinensis ENSACAG00000012028
notechis_scutatus ENSNSUG00000002221
petromyzon_marinus ENSPMAG00000004044
eptatretus_burgeri ENSEBUG00000016183
ciona_intestinalis ENSCING00000000863
drosophila_melanogaster FBgn0038816
caenorhabditis_elegans_strain_n2 WBGene00003068
