apteryx_owenii ENSAOWG00000012315
apteryx_rowi ENSARWG00000018853
nothoprocta_perdicaria ENSNPEG00000009668
dromaius_novaehollandiae ENSDNVG00000007500
cyanistes_caeruleus ENSCCEG00000022967
parus_major ENSPMJG00000018795
taeniopygia_guttata ENSTGUG00000010335
lonchura_striata_domestica ENSLSDG00000011343
serinus_canaria ENSSCAG00000003448
junco_hyemalis ENSJHYG00000006745
zonotrichia_albicollis ENSZALG00000008614
ficedula_albicollis ENSFALG00000007162
lepidothrix_coronata ENSLCOG00000012802
calidris_pugnax ENSCPUG00000006135
meleagris_gallopavo ENSMGAG00000007299
gallus_gallus ENSGALG00000021136
coturnix_japonica ENSCJPG00005008546
numida_meleagris ENSNMEG00000021702
anas_platyrhynchos_platyrhynchos ENSAPLG00000017731
melopsittacus_undulatus ENSMUNG00000013380
crocodylus_porosus ENSCPRG00005001555
chrysemys_picta_bellii ENSCPBG00000003978
chrysemys_picta_bellii ENSCPBG00000001653
chrysemys_picta_bellii ENSCPBG00000003982
gopherus_agassizii ENSGAGG00000025894
gopherus_agassizii ENSGAGG00000025896
chelonoidis_abingdonii ENSCABG00000019120
pelodiscus_sinensis ENSPSIG00000011693
sphenodon_punctatus ENSSPUG00000003157
dipodomys_ordii ENSDORG00000009165
castor_canadensis ENSCCNG00000006552
cricetulus_griseus_crigri ENSCGRG00000005765
cricetulus_griseus_chok1gshd ENSCGRG00001007138
cricetulus_griseus_crigri-picr ENSCGRG00015018186
mesocricetus_auratus ENSMAUG00000010815
peromyscus_maniculatus_bairdii ENSPEMG00000010214
microtus_ochrogaster ENSMOCG00000008215
mus_musculus ENSMUSG00000000903
mus_spicilegus ENSMSIG00000005055
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016271
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015458
mus_pahari MGP_PahariEiJ_G0030874
rattus_norvegicus ENSRNOG00000028394
rattus_norvegicus ENSRNOG00000060011
meriones_unguiculatus ENSMUGG00000010006
nannospalax_galili ENSNGAG00000011506
jaculus_jaculus ENSJJAG00000015699
heterocephalus_glaber_male ENSHGLG00100006484
heterocephalus_glaber_female ENSHGLG00000017853
fukomys_damarensis ENSFDAG00000007786
cavia_porcellus ENSCPOG00000038412
cavia_aperea ENSCAPG00000016086
octodon_degus ENSODEG00000006591
chinchilla_lanigera ENSCLAG00000012632
urocitellus_parryii ENSUPAG00010002244
ictidomys_tridecemlineatus ENSSTOG00000012405
spermophilus_dauricus ENSSDAG00000001488
marmota_marmota_marmota ENSMMMG00000000414
oryctolagus_cuniculus ENSOCUG00000016384
ochotona_princeps ENSOPRG00000019195
ochotona_princeps ENSOPRG00000018505
tupaia_belangeri ENSTBEG00000003159
cebus_capucinus ENSCCAG00000033555
saimiri_boliviensis_boliviensis ENSSBOG00000002479
callithrix_jacchus ENSCJAG00000010848
aotus_nancymaae ENSANAG00000032520
pan_troglodytes ENSPTRG00000014150
pan_paniscus ENSPPAG00000032137
homo_sapiens ENSG00000128218
gorilla_gorilla ENSGGOG00000000630
pongo_abelii ENSPPYG00000011628
nomascus_leucogenys ENSNLEG00000000498
rhinopithecus_roxellana ENSRROG00000040741
colobus_angolensis_palliatus ENSCANG00000041688
piliocolobus_tephrosceles ENSPTEG00000026407
chlorocebus_sabaeus ENSCSAG00000011432
macaca_mulatta ENSMMUG00000037695
macaca_fascicularis ENSMFAG00000037312
macaca_nemestrina ENSMNEG00000031198
mandrillus_leucophaeus ENSMLEG00000029544
cercocebus_atys ENSCATG00000033907
theropithecus_gelada ENSTGEG00000028084
papio_anubis ENSPANG00000019218
rhinopithecus_bieti ENSRBIG00000035689
carlito_syrichta ENSTSYG00000028940
propithecus_coquereli ENSPCOG00000013682
prolemur_simus ENSPSMG00000015283
microcebus_murinus ENSMICG00000042335
otolemur_garnettii ENSOGAG00000009921
vicugna_pacos ENSVPAG00000011482
tursiops_truncatus ENSTTRG00000002044
bos_mutus ENSBMUG00000022906
bos_taurus ENSBTAG00000051134
bison_bison_bison ENSBBBG00000022665
capra_hircus ENSCHIG00000017114
ovis_aries ENSOARG00000012733
ursus_maritimus ENSUMAG00000003370
ursus_americanus ENSUAMG00000010824
ailuropoda_melanoleuca ENSAMEG00000013631
mustela_putorius_furo ENSMPUG00000003097
neovison_vison ENSNVIG00000021478
canis_lupus_familiaris ENSCAFG00000014130
canis_lupus_dingo ENSCAFG00020007580
vulpes_vulpes ENSVVUG00000019493
panthera_tigris_altaica ENSPTIG00000008847
panthera_pardus ENSPPRG00000007812
felis_catus ENSFCAG00000004058
myotis_lucifugus ENSMLUG00000000439
pteropus_vampyrus ENSPVAG00000010901
equus_asinus_asinus ENSEASG00005010840
equus_caballus ENSECAG00000018054
erinaceus_europaeus ENSEEUG00000003870
dasypus_novemcinctus ENSDNOG00000049092
loxodonta_africana ENSLAFG00000014414
procavia_capensis ENSPCAG00000014494
phascolarctos_cinereus ENSPCIG00000010891
