pteropus_vampyrus ENSPVAG00000008764
sorex_araneus ENSSARG00000011111
tursiops_truncatus ENSTTRG00000004872
rhinopithecus_bieti ENSRBIG00000032969
rhinopithecus_roxellana ENSRROG00000038826
colobus_angolensis_palliatus ENSCANG00000031418
papio_anubis ENSPANG00000031427
cercocebus_atys ENSCATG00000032750
theropithecus_gelada ENSTGEG00000005573
mandrillus_leucophaeus ENSMLEG00000039803
macaca_mulatta ENSMMUG00000031794
macaca_fascicularis ENSMFAG00000002516
macaca_nemestrina ENSMNEG00000031670
pongo_abelii ENSPPYG00000013862
ochotona_princeps ENSOPRG00000014935
panthera_pardus ENSPPRG00000013853
panthera_pardus ENSPPRG00000011964
echinops_telfairi ENSETEG00000016085
myotis_lucifugus ENSMLUG00000013727
rattus_norvegicus ENSRNOG00000061650
loxodonta_africana ENSLAFG00000032196
monodelphis_domestica ENSMODG00000025449
ornithorhynchus_anatinus ENSOANG00000020685
gopherus_agassizii ENSGAGG00000019466
