fundulus_heteroclitus ENSFHEG00000014218
cyprinodon_variegatus ENSCVAG00000010939
gambusia_affinis ENSGAFG00000019929
xiphophorus_maculatus ENSXMAG00000012683
poecilia_mexicana ENSPMEG00000008449
poecilia_reticulata ENSPREG00000021169
poecilia_formosa ENSPFOG00000006420
poecilia_latipinna ENSPLAG00000013177
oryzias_latipes ENSORLG00000029823
oryzias_latipes ENSORLG00020007428
oryzias_latipes_asm223469v1 ENSORLG00015002305
oryzias_melastigma ENSOMEG00000017400
takifugu_rubripes ENSTRUG00000007681
tetraodon_nigroviridis ENSTNIG00000012457
periophthalmus_magnuspinnatus ENSPMGG00000019588
anabas_testudineus ENSATEG00000024467
mastacembelus_armatus ENSMAMG00000005177
seriola_dumerili ENSSDUG00000004615
seriola_lalandi_dorsalis ENSSLDG00000005047
monopterus_albus ENSMALG00000018619
scophthalmus_maximus ENSSMAG00000019241
cynoglossus_semilaevis ENSCSEG00000014927
amphiprion_ocellaris ENSAOCG00000023700
amphiprion_percula ENSAPEG00000000682
acanthochromis_polyacanthus ENSAPOG00000002505
stegastes_partitus ENSSPAG00000001923
maylandia_zebra ENSMZEG00005023413
astatotilapia_calliptera ENSACLG00000017951
haplochromis_burtoni ENSHBUG00000007278
pundamilia_nyererei ENSPNYG00000021685
neolamprologus_brichardi ENSNBRG00000001938
oreochromis_niloticus ENSONIG00000016559
amphilophus_citrinellus ENSACIG00000017229
kryptolebias_marmoratus ENSKMAG00000002585
labrus_bergylta ENSLBEG00000020036
mola_mola ENSMMOG00000014937
hippocampus_comes ENSHCOG00000000278
gadus_morhua ENSGMOG00000003895
esox_lucius ENSELUG00000005599
pygocentrus_nattereri ENSPNAG00000020890
astyanax_mexicanus ENSAMXG00000001689
ictalurus_punctatus ENSIPUG00000019222
danio_rerio ENSDARG00000088123
paramormyrops_kingsleyae ENSPKIG00000007163
scleropages_formosus ENSSFOG00015021036
lepisosteus_oculatus ENSLOCG00000002484
manacus_vitellinus ENSMVIG00005003797
lepidothrix_coronata ENSLCOG00000007447
parus_major ENSPMJG00000009111
cyanistes_caeruleus ENSCCEG00000021293
lonchura_striata_domestica ENSLSDG00000002707
taeniopygia_guttata ENSTGUG00000016531
serinus_canaria ENSSCAG00000015449
junco_hyemalis ENSJHYG00000008819
zonotrichia_albicollis ENSZALG00000014889
ficedula_albicollis ENSFALG00000013177
melopsittacus_undulatus ENSMUNG00000011304
calidris_pygmaea ENSCPGG00000006356
calidris_pugnax ENSCPUG00000005410
anser_brachyrhynchus ENSABRG00000021976
anas_platyrhynchos_platyrhynchos ENSAPLG00000006344
gallus_gallus ENSGALG00000040546
gallus_gallus ENSGALG00000040886
coturnix_japonica ENSCJPG00005007278
meleagris_gallopavo ENSMGAG00000009292
numida_meleagris ENSNMEG00000000876
apteryx_owenii ENSAOWG00000001174
apteryx_haastii ENSAHAG00000012357
apteryx_rowi ENSARWG00000009428
dromaius_novaehollandiae ENSDNVG00000003438
nothoprocta_perdicaria ENSNPEG00000010910
crocodylus_porosus ENSCPRG00005004720
gopherus_agassizii ENSGAGG00000002320
chelonoidis_abingdonii ENSCABG00000016117
chrysemys_picta_bellii ENSCPBG00000015008
pogona_vitticeps ENSPVIG00000024531
anolis_carolinensis ENSACAG00000012676
notechis_scutatus ENSNSUG00000014309
salvator_merianae ENSSMRG00000005792
sphenodon_punctatus ENSSPUG00000003292
phascolarctos_cinereus ENSPCIG00000011630
notamacropus_eugenii ENSMEUG00000006143
monodelphis_domestica ENSMODG00000016392
sarcophilus_harrisii ENSSHAG00000014362
choloepus_hoffmanni ENSCHOG00000008437
dasypus_novemcinctus ENSDNOG00000003396
loxodonta_africana ENSLAFG00000017592
procavia_capensis ENSPCAG00000003680
echinops_telfairi ENSETEG00000016916
echinops_telfairi ENSETEG00000018986
homo_sapiens ENSG00000171940
gorilla_gorilla ENSGGOG00000022817
pan_troglodytes ENSPTRG00000013636
pan_paniscus ENSPPAG00000033439
pongo_abelii ENSPPYG00000011140
nomascus_leucogenys ENSNLEG00000007017
rhinopithecus_roxellana ENSRROG00000045421
rhinopithecus_bieti ENSRBIG00000044401
colobus_angolensis_palliatus ENSCANG00000034123
piliocolobus_tephrosceles ENSPTEG00000011107
macaca_fascicularis ENSMFAG00000041447
macaca_mulatta ENSMMUG00000018358
mandrillus_leucophaeus ENSMLEG00000028314
theropithecus_gelada ENSTGEG00000014238
papio_anubis ENSPANG00000020786
macaca_nemestrina ENSMNEG00000029796
cercocebus_atys ENSCATG00000032669
chlorocebus_sabaeus ENSCSAG00000015287
callithrix_jacchus ENSCJAG00000000615
cebus_capucinus ENSCCAG00000034411
saimiri_boliviensis_boliviensis ENSSBOG00000023737
cebus_capucinus ENSCCAG00000007585
aotus_nancymaae ENSANAG00000036769
aotus_nancymaae ENSANAG00000031597
carlito_syrichta ENSTSYG00000006086
propithecus_coquereli ENSPCOG00000000038
prolemur_simus ENSPSMG00000020665
microcebus_murinus ENSMICG00000009450
otolemur_garnettii ENSOGAG00000001685
tupaia_belangeri ENSTBEG00000015797
cricetulus_griseus_crigri-picr ENSCGRG00015017529
cricetulus_griseus_crigri ENSCGRG00000007186
cricetulus_griseus_chok1gshd ENSCGRG00001002600
peromyscus_maniculatus_bairdii ENSPEMG00000011097
microtus_ochrogaster ENSMOCG00000018704
