petromyzon_marinus ENSPMAG00000003111
eptatretus_burgeri ENSEBUG00000015349
phascolarctos_cinereus ENSPCIG00000022186
notamacropus_eugenii ENSMEUG00000006523
sarcophilus_harrisii ENSSHAG00000013321
monodelphis_domestica ENSMODG00000013392
castor_canadensis ENSCCNG00000004334
dipodomys_ordii ENSDORG00000004663
ictidomys_tridecemlineatus ENSSTOG00000003312
marmota_marmota_marmota ENSMMMG00000005788
urocitellus_parryii ENSUPAG00010022817
spermophilus_dauricus ENSSDAG00000016439
mus_musculus ENSMUSG00000032601
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032702
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033847
mus_spicilegus ENSMSIG00000000599
mus_pahari MGP_PahariEiJ_G0015570
rattus_norvegicus ENSRNOG00000020284
meriones_unguiculatus ENSMUGG00000018481
cricetulus_griseus_chok1gshd ENSCGRG00001012291
cricetulus_griseus_crigri-picr ENSCGRG00015013749
peromyscus_maniculatus_bairdii ENSPEMG00000011519
microtus_ochrogaster ENSMOCG00000012678
mesocricetus_auratus ENSMAUG00000008358
nannospalax_galili ENSNGAG00000015534
jaculus_jaculus ENSJJAG00000012465
jaculus_jaculus ENSJJAG00000011568
cavia_porcellus ENSCPOG00000001218
octodon_degus ENSODEG00000018180
heterocephalus_glaber_male ENSHGLG00100003352
heterocephalus_glaber_female ENSHGLG00000004559
heterocephalus_glaber_male ENSHGLG00100010362
heterocephalus_glaber_female ENSHGLG00000020792
heterocephalus_glaber_male ENSHGLG00100021253
heterocephalus_glaber_female ENSHGLG00000020850
fukomys_damarensis ENSFDAG00000012366
fukomys_damarensis ENSFDAG00000003424
fukomys_damarensis ENSFDAG00000010708
chinchilla_lanigera ENSCLAG00000013198
octodon_degus ENSODEG00000000406
oryctolagus_cuniculus ENSOCUG00000012426
ochotona_princeps ENSOPRG00000011607
propithecus_coquereli ENSPCOG00000028683
microcebus_murinus ENSMICG00000001067
