paramormyrops_kingsleyae ENSPKIG00000016884
scleropages_formosus ENSSFOG00015003329
takifugu_rubripes ENSTRUG00000005655
tetraodon_nigroviridis ENSTNIG00000007822
cynoglossus_semilaevis ENSCSEG00000017042
monopterus_albus ENSMALG00000007019
mastacembelus_armatus ENSMAMG00000002799
labrus_bergylta ENSLBEG00000008615
gasterosteus_aculeatus ENSGACG00000016053
seriola_lalandi_dorsalis ENSSLDG00000015300
haplochromis_burtoni ENSHBUG00000018062
pundamilia_nyererei ENSPNYG00000001770
maylandia_zebra ENSMZEG00005006760
astatotilapia_calliptera ENSACLG00000010581
neolamprologus_brichardi ENSNBRG00000004456
amphilophus_citrinellus ENSACIG00000000983
amphiprion_percula ENSAPEG00000004305
amphiprion_ocellaris ENSAOCG00000024393
acanthochromis_polyacanthus ENSAPOG00000001037
fundulus_heteroclitus ENSFHEG00000016766
cyprinodon_variegatus ENSCVAG00000003192
poecilia_latipinna ENSPLAG00000007817
poecilia_formosa ENSPFOG00000020072
poecilia_mexicana ENSPMEG00000018564
poecilia_reticulata ENSPREG00000006553
xiphophorus_maculatus ENSXMAG00000019559
xiphophorus_couchianus ENSXCOG00000007416
gambusia_affinis ENSGAFG00000007548
kryptolebias_marmoratus ENSKMAG00000003992
oryzias_latipes ENSORLG00000008815
oryzias_latipes ENSORLG00020012840
oryzias_latipes_asm223469v1 ENSORLG00015008575
oryzias_melastigma ENSOMEG00000006070
hippocampus_comes ENSHCOG00000000836
gadus_morhua ENSGMOG00000008434
esox_lucius ENSELUG00000001727
pygocentrus_nattereri ENSPNAG00000003991
astyanax_mexicanus ENSAMXG00000019330
ictalurus_punctatus ENSIPUG00000006221
danio_rerio ENSDARG00000074456
lepisosteus_oculatus ENSLOCG00000007551
phascolarctos_cinereus ENSPCIG00000013507
notamacropus_eugenii ENSMEUG00000002966
sarcophilus_harrisii ENSSHAG00000000962
monodelphis_domestica ENSMODG00000019525
chinchilla_lanigera ENSCLAG00000008198
octodon_degus ENSODEG00000016730
cavia_porcellus ENSCPOG00000015025
heterocephalus_glaber_female ENSHGLG00000007843
heterocephalus_glaber_male ENSHGLG00100000835
fukomys_damarensis ENSFDAG00000004761
dipodomys_ordii ENSDORG00000009063
nannospalax_galili ENSNGAG00000014309
jaculus_jaculus ENSJJAG00000011528
ictidomys_tridecemlineatus ENSSTOG00000007222
marmota_marmota_marmota ENSMMMG00000008494
spermophilus_dauricus ENSSDAG00000019155
urocitellus_parryii ENSUPAG00010004601
ochotona_princeps ENSOPRG00000006000
oryctolagus_cuniculus ENSOCUG00000003131
pan_paniscus ENSPPAG00000022367
pan_troglodytes ENSPTRG00000016892
homo_sapiens ENSG00000155542
gorilla_gorilla ENSGGOG00000014616
pongo_abelii ENSPPYG00000015479
nomascus_leucogenys ENSNLEG00000002266
colobus_angolensis_palliatus ENSCANG00000019137
piliocolobus_tephrosceles ENSPTEG00000018515
