calidris_pugnax ENSCPUG00000011269
calidris_pygmaea ENSCPGG00000013405
manacus_vitellinus ENSMVIG00005013830
parus_major ENSPMJG00000008058
melopsittacus_undulatus ENSMUNG00000012609
anas_platyrhynchos ENSAPLG00000017861
anser_brachyrhynchus ENSABRG00000020595
numida_meleagris ENSNMEG00000011586
coturnix_japonica ENSCJPG00005007524
apteryx_haastii ENSAHAG00000015608
apteryx_rowi ENSARWG00000014473
apteryx_owenii ENSAOWG00000017158
dromaius_novaehollandiae ENSDNVG00000000725
gopherus_agassizii ENSGAGG00000006822
chelonoidis_abingdonii ENSCABG00000018080
chrysemys_picta ENSCPBG00000002903
pelodiscus_sinensis ENSPSIG00000011839
pogona_vitticeps ENSPVIG00000019630
notechis_scutatus ENSNSUG00000019884
salvator_merianae ENSSMRG00000008374
vombatus_ursinus ENSVURG00010012079
phascolarctos_cinereus ENSPCIG00000006306
notamacropus_eugenii ENSMEUG00000002492
monodelphis_domestica ENSMODG00000009156
ochotona_princeps ENSOPRG00000016167
ochotona_princeps ENSOPRG00000014216
oryctolagus_cuniculus ENSOCUG00000013504
dipodomys_ordii ENSDORG00000029118
sorex_araneus ENSSARG00000010240
erinaceus_europaeus ENSEEUG00000004359
pongo_abelii ENSPPYG00000006656
nomascus_leucogenys ENSNLEG00000014733
gorilla_gorilla ENSGGOG00000014839
homo_sapiens ENSG00000167173
pan_troglodytes ENSPTRG00000007294
pan_paniscus ENSPPAG00000028760
colobus_angolensis ENSCANG00000035663
piliocolobus_tephrosceles ENSPTEG00000024709
rhinopithecus_bieti ENSRBIG00000010621
rhinopithecus_roxellana ENSRROG00000028595
mandrillus_leucophaeus ENSMLEG00000036230
cercocebus_atys ENSCATG00000036577
theropithecus_gelada ENSTGEG00000028499
papio_anubis ENSPANG00000015963
macaca_mulatta ENSMMUG00000008529
macaca_nemestrina ENSMNEG00000028605
macaca_fascicularis ENSMFAG00000043358
chlorocebus_sabaeus ENSCSAG00000014367
saimiri_boliviensis ENSSBOG00000020557
cebus_capucinus ENSCCAG00000015783
callithrix_jacchus ENSCJAG00000044594
aotus_nancymaae ENSANAG00000025155
carlito_syrichta ENSTSYG00000033973
propithecus_coquereli ENSPCOG00000009412
microcebus_murinus ENSMICG00000002853
prolemur_simus ENSPSMG00000007763
otolemur_garnettii ENSOGAG00000029720
cavia_porcellus ENSCPOG00000031861
cavia_aperea ENSCAPG00000017685
octodon_degus ENSODEG00000014685
chinchilla_lanigera ENSCLAG00000006803
heterocephalus_glaber ENSHGLG00000001877
heterocephalus_glaber ENSHGLG00100013875
fukomys_damarensis ENSFDAG00000013542
urocitellus_parryii ENSUPAG00010005577
ictidomys_tridecemlineatus ENSSTOG00000022389
marmota_marmota ENSMMMG00000002650
mus_spicilegus ENSMSIG00000008719
mus_spretus MGP_SPRETEiJ_G0033406
mus_musculus ENSMUSG00000032300
mus_caroli MGP_CAROLIEiJ_G0032266
mus_pahari MGP_PahariEiJ_G0015132
rattus_norvegicus ENSRNOG00000018689
meriones_unguiculatus ENSMUGG00000017493
cricetulus_griseus ENSCGRG00001020700
cricetulus_griseus ENSCGRG00015025066
cricetulus_griseus ENSCGRG00000005993
mesocricetus_auratus ENSMAUG00000021634
microtus_ochrogaster ENSMOCG00000005382
nannospalax_galili ENSNGAG00000008835
castor_canadensis ENSCCNG00000015052
pteropus_vampyrus ENSPVAG00000015376
myotis_lucifugus ENSMLUG00000006010
ursus_maritimus ENSUMAG00000004895
ursus_americanus ENSUAMG00000022728
ailuropoda_melanoleuca ENSAMEG00000008099
neovison_vison ENSNVIG00000013251
mustela_putorius ENSMPUG00000017319
canis_lupus ENSCAFG00020003823
canis_lupus ENSCAFG00000017991
vulpes_vulpes ENSVVUG00000018796
panthera_pardus ENSPPRG00000004895
panthera_tigris ENSPTIG00000020193
felis_catus ENSFCAG00000012917
capra_hircus ENSCHIG00000012103
ovis_aries ENSOARG00000002658
bos_indicus ENSBIXG00000012875
bos_indicus ENSBIXG00005000902
bos_mutus ENSBMUG00000001548
bos_taurus ENSBTAG00000021021
bison_bison ENSBBBG00000010120
tursiops_truncatus ENSTTRG00000008008
sus_scrofa ENSSSCG00000001885
equus_caballus ENSECAG00000017739
equus_asinus ENSEASG00005015740
loxodonta_africana ENSLAFG00000001697
procavia_capensis ENSPCAG00000005447
dasypus_novemcinctus ENSDNOG00000036683
latimeria_chalumnae ENSLACG00000006683
