sphenodon_punctatus ENSSPUG00000000471
notechis_scutatus ENSNSUG00000012151
anas_platyrhynchos_platyrhynchos ENSAPLG00000024316
gallus_gallus ENSGALG00000051302
melopsittacus_undulatus ENSMUNG00000002107
lepidothrix_coronata ENSLCOG00000008957
apteryx_haastii ENSAHAG00000008519
nothoprocta_perdicaria ENSNPEG00000009598
ursus_americanus ENSUAMG00000011468
ailuropoda_melanoleuca ENSAMEG00000010352
capra_hircus ENSCHIG00000003870
ovis_aries ENSOARG00000019987
sus_scrofa ENSSSCG00000036526
pan_paniscus ENSPPAG00000039718
nomascus_leucogenys ENSNLEG00000034249
rhinopithecus_bieti ENSRBIG00000026158
rhinopithecus_roxellana ENSRROG00000035666
aotus_nancymaae ENSANAG00000006239
carlito_syrichta ENSTSYG00000034050
stegastes_partitus ENSSPAG00000005602
poecilia_reticulata ENSPREG00000006782
oryzias_latipes_asm223469v1 ENSORLG00015001920
anabas_testudineus ENSATEG00000001508
