calidris_pugnax ENSCPUG00000016614
coturnix_japonica ENSCJPG00005006399
parus_major ENSPMJG00000013261
numida_meleagris ENSNMEG00000001277
coturnix_japonica ENSCJPG00005003249
anser_brachyrhynchus ENSABRG00000016582
gopherus_agassizii ENSGAGG00000005192
notechis_scutatus ENSNSUG00000006553
notechis_scutatus ENSNSUG00000006560
notechis_scutatus ENSNSUG00000006386
pogona_vitticeps ENSPVIG00000023853
salvator_merianae ENSSMRG00000007105
phascolarctos_cinereus ENSPCIG00000016759
fundulus_heteroclitus ENSFHEG00000021851
cyprinodon_variegatus ENSCVAG00000009437
poecilia_mexicana ENSPMEG00000020739
labrus_bergylta ENSLBEG00000014056
