ciona_savignyi ENSCSAVG00000007419
ciona_intestinalis ENSCING00000006615
nothoprocta_perdicaria ENSNPEG00000000027
paramormyrops_kingsleyae ENSPKIG00000016454
scleropages_formosus ENSSFOG00015020941
takifugu_rubripes ENSTRUG00000010046
tetraodon_nigroviridis ENSTNIG00000006312
lates_calcarifer ENSLCAG00010011422
monopterus_albus ENSMALG00000019491
mastacembelus_armatus ENSMAMG00000003297
anabas_testudineus ENSATEG00000020701
betta_splendens ENSBSLG00000010935
lates_calcarifer ENSLCAG00010004312
lates_calcarifer ENSLCAG00010011426
scophthalmus_maximus ENSSMAG00000004944
seriola_lalandi ENSSLDG00000013617
seriola_dumerili ENSSDUG00000003383
amphiprion_percula ENSAPEG00000015422
amphiprion_ocellaris ENSAOCG00000005536
acanthochromis_polyacanthus ENSAPOG00000001123
stegastes_partitus ENSSPAG00000011232
parambassis_ranga ENSPRNG00000025852
poecilia_latipinna ENSPLAG00000006993
poecilia_mexicana ENSPMEG00000020485
poecilia_reticulata ENSPREG00000021704
poecilia_formosa ENSPFOG00000004954
xiphophorus_couchianus ENSXCOG00000003662
gambusia_affinis ENSGAFG00000005874
fundulus_heteroclitus ENSFHEG00000005245
cyprinodon_variegatus ENSCVAG00000017577
kryptolebias_marmoratus ENSKMAG00000016236
oryzias_latipes ENSORLG00020010464
oryzias_latipes ENSORLG00015011275
oryzias_latipes ENSORLG00000019957
oryzias_melastigma ENSOMEG00000004315
gouania_willdenowi ENSGWIG00000013516
astatotilapia_calliptera ENSACLG00000005538
maylandia_zebra ENSMZEG00005008724
haplochromis_burtoni ENSHBUG00000006047
pundamilia_nyererei ENSPNYG00000002085
oreochromis_niloticus ENSONIG00000005459
neolamprologus_brichardi ENSNBRG00000000710
amphilophus_citrinellus ENSACIG00000012574
cottoperca_gobio ENSCGOG00000024755
gasterosteus_aculeatus ENSGACG00000000969
larimichthys_crocea ENSLCRG00005010485
labrus_bergylta ENSLBEG00000013353
mola_mola ENSMMOG00000020654
cynoglossus_semilaevis ENSCSEG00000004671
hippocampus_comes ENSHCOG00000005083
periophthalmus_magnuspinnatus ENSPMGG00000000987
gadus_morhua ENSGMOG00000006485
hucho_hucho ENSHHUG00000019901
hucho_hucho ENSHHUG00000046609
esox_lucius ENSELUG00000011763
clupea_harengus ENSCHAG00000010934
denticeps_clupeoides ENSDCDG00000015900
electrophorus_electricus ENSEEEG00000016871
ictalurus_punctatus ENSIPUG00000002789
astyanax_mexicanus ENSAMXG00000031395
astyanax_mexicanus ENSAMXG00005005488
pygocentrus_nattereri ENSPNAG00000001701
danio_rerio ENSDARG00000104531
lepisosteus_oculatus ENSLOCG00000013153
erpetoichthys_calabaricus ENSECRG00000002591
latimeria_chalumnae ENSLACG00000002079
callorhinchus_milii ENSCMIG00000010863
apteryx_haastii ENSAHAG00000016475
apteryx_owenii ENSAOWG00000017921
apteryx_rowi ENSARWG00000009618
dromaius_novaehollandiae ENSDNVG00000004648
calidris_pugnax ENSCPUG00000019302
calidris_pygmaea ENSCPGG00000005358
melopsittacus_undulatus ENSMUNG00000013922
taeniopygia_guttata ENSTGUG00000009397
lonchura_striata ENSLSDG00000007557
serinus_canaria ENSSCAG00000004739
junco_hyemalis ENSJHYG00000016255
zonotrichia_albicollis ENSZALG00000007010
ficedula_albicollis ENSFALG00000009183
cyanistes_caeruleus ENSCCEG00000022797
cyanistes_caeruleus ENSCCEG00000022801
parus_major ENSPMJG00000016307
lepidothrix_coronata ENSLCOG00000009895
manacus_vitellinus ENSMVIG00005007343
anas_platyrhynchos ENSAPLG00000009717
anser_brachyrhynchus ENSABRG00000014832
meleagris_gallopavo ENSMGAG00000012455
gallus_gallus ENSGALG00000036621
coturnix_japonica ENSCJPG00005018369
numida_meleagris ENSNMEG00000019160
crocodylus_porosus ENSCPRG00005004986
gopherus_agassizii ENSGAGG00000010416
chelonoidis_abingdonii ENSCABG00000002879
chrysemys_picta ENSCPBG00000027961
pelodiscus_sinensis ENSPSIG00000015625
anolis_carolinensis ENSACAG00000013561
pogona_vitticeps ENSPVIG00000020244
notechis_scutatus ENSNSUG00000018745
salvator_merianae ENSSMRG00000001737
sphenodon_punctatus ENSSPUG00000013292
vombatus_ursinus ENSVURG00010004655
phascolarctos_cinereus ENSPCIG00000004082
notamacropus_eugenii ENSMEUG00000016660
sarcophilus_harrisii ENSSHAG00000004438
monodelphis_domestica ENSMODG00000000388
castor_canadensis ENSCCNG00000019151
dipodomys_ordii ENSDORG00000012901
mus_spretus MGP_SPRETEiJ_G0028215
mus_musculus ENSMUSG00000029179
mus_spicilegus ENSMSIG00000008647
mus_caroli MGP_CAROLIEiJ_G0027220
mus_pahari MGP_PahariEiJ_G0017002
rattus_norvegicus ENSRNOG00000029064
meriones_unguiculatus ENSMUGG00000012105
cricetulus_griseus ENSCGRG00015017327
cricetulus_griseus ENSCGRG00001014205
cricetulus_griseus ENSCGRG00000005340
mesocricetus_auratus ENSMAUG00000017115
peromyscus_maniculatus ENSPEMG00000013522
nannospalax_galili ENSNGAG00000015745
jaculus_jaculus ENSJJAG00000016627
chinchilla_lanigera ENSCLAG00000003884
octodon_degus ENSODEG00000007449
cavia_porcellus ENSCPOG00000011477
cavia_aperea ENSCAPG00000012188
fukomys_damarensis ENSFDAG00000004685
fukomys_damarensis ENSFDAG00000010541
heterocephalus_glaber ENSHGLG00000005154
heterocephalus_glaber ENSHGLG00100012217
urocitellus_parryii ENSUPAG00010018312
ictidomys_tridecemlineatus ENSSTOG00000023603
spermophilus_dauricus ENSSDAG00000021202
marmota_marmota ENSMMMG00000017301
oryctolagus_cuniculus ENSOCUG00000015990
ochotona_princeps ENSOPRG00000005480
tupaia_belangeri ENSTBEG00000012685
piliocolobus_tephrosceles ENSPTEG00000027775
colobus_angolensis ENSCANG00000040875
rhinopithecus_bieti ENSRBIG00000034117
rhinopithecus_roxellana ENSRROG00000002974
theropithecus_gelada ENSTGEG00000028298
papio_anubis ENSPANG00000013373
macaca_fascicularis ENSMFAG00000033636
macaca_nemestrina ENSMNEG00000027221
mandrillus_leucophaeus ENSMLEG00000030291
cercocebus_atys ENSCATG00000028628
chlorocebus_sabaeus ENSCSAG00000016633
pan_paniscus ENSPPAG00000031116
pan_troglodytes ENSPTRG00000015962
homo_sapiens ENSG00000168228
gorilla_gorilla ENSGGOG00000016476
pongo_abelii ENSPPYG00000014647
nomascus_leucogenys ENSNLEG00000016824
cebus_capucinus ENSCCAG00000038052
saimiri_boliviensis ENSSBOG00000020855
callithrix_jacchus ENSCJAG00000013241
aotus_nancymaae ENSANAG00000034646
carlito_syrichta ENSTSYG00000000364
prolemur_simus ENSPSMG00000020716
propithecus_coquereli ENSPCOG00000019530
microcebus_murinus ENSMICG00000017179
otolemur_garnettii ENSOGAG00000002064
bos_indicus ENSBIXG00005015528
bos_indicus ENSBIXG00000026229
bos_mutus ENSBMUG00000009112
bos_taurus ENSBTAG00000007240
bison_bison ENSBBBG00000003522
ovis_aries ENSOARG00000006856
capra_hircus ENSCHIG00000022645
tursiops_truncatus ENSTTRG00000002977
sus_scrofa ENSSSCG00000028581
vicugna_pacos ENSVPAG00000009921
ursus_maritimus ENSUMAG00000003758
ursus_americanus ENSUAMG00000015105
ailuropoda_melanoleuca ENSAMEG00000018120
neovison_vison ENSNVIG00000013287
mustela_putorius ENSMPUG00000016727
canis_lupus ENSCAFG00000016448
canis_lupus ENSCAFG00020027253
canis_lupus ENSCAFG00020027252
vulpes_vulpes ENSVVUG00000013506
panthera_pardus ENSPPRG00000006329
panthera_tigris ENSPTIG00000008749
felis_catus ENSFCAG00000023396
equus_asinus ENSEASG00005008011
equus_caballus ENSECAG00000007352
pteropus_vampyrus ENSPVAG00000007405
myotis_lucifugus ENSMLUG00000004225
erinaceus_europaeus ENSEEUG00000008752
sorex_araneus ENSSARG00000007999
choloepus_hoffmanni ENSCHOG00000013311
dasypus_novemcinctus ENSDNOG00000004525
loxodonta_africana ENSLAFG00000012234
procavia_capensis ENSPCAG00000002556
echinops_telfairi ENSETEG00000010638
ornithorhynchus_anatinus ENSOANG00000006688
xenopus_tropicalis ENSXETG00000003332
xenopus_tropicalis ENSXETG00000016463
xenopus_tropicalis ENSXETG00000015108
xenopus_tropicalis ENSXETG00000016447
xenopus_tropicalis ENSXETG00000011892
eptatretus_burgeri ENSEBUG00000002841
caenorhabditis_elegans WBGene00009352
drosophila_melanogaster FBgn0033948
