chelonoidis_abingdonii ENSCABG00000003430
gopherus_agassizii ENSGAGG00000011360
crocodylus_porosus ENSCPRG00005005140
salvator_merianae ENSSMRG00000005803
salvator_merianae ENSSMRG00000003462
notechis_scutatus ENSNSUG00000003059
notechis_scutatus ENSNSUG00000001698
sphenodon_punctatus ENSSPUG00000006984
crocodylus_porosus ENSCPRG00005012676
chrysemys_picta_bellii ENSCPBG00000024409
gopherus_agassizii ENSGAGG00000002250
pogona_vitticeps ENSPVIG00000014159
cricetulus_griseus_chok1gshd ENSCGRG00001012940
rattus_norvegicus ENSRNOG00000047746
bos_mutus ENSBMUG00000008726
macaca_mulatta ENSMMUG00000040371
macaca_mulatta ENSMMUG00000039244
macaca_mulatta ENSMMUG00000046867
macaca_mulatta ENSMMUG00000041317
macaca_mulatta ENSMMUG00000039987
macaca_mulatta ENSMMUG00000038177
macaca_mulatta ENSMMUG00000047093
macaca_mulatta ENSMMUG00000044867
macaca_mulatta ENSMMUG00000048634
macaca_mulatta ENSMMUG00000038823
macaca_mulatta ENSMMUG00000038428
macaca_mulatta ENSMMUG00000038008
macaca_mulatta ENSMMUG00000032622
macaca_mulatta ENSMMUG00000048258
macaca_mulatta ENSMMUG00000048570
bos_mutus ENSBMUG00000000162
myotis_lucifugus ENSMLUG00000024835
dipodomys_ordii ENSDORG00000024917
dipodomys_ordii ENSDORG00000026779
dipodomys_ordii ENSDORG00000028295
dipodomys_ordii ENSDORG00000029273
cavia_aperea ENSCAPG00000006765
cavia_aperea ENSCAPG00000000265
cavia_porcellus ENSCPOG00000037311
cavia_porcellus ENSCPOG00000031832
cavia_aperea ENSCAPG00000004506
cavia_porcellus ENSCPOG00000035742
dipodomys_ordii ENSDORG00000026108
tupaia_belangeri ENSTBEG00000009658
monodelphis_domestica ENSMODG00000029085
ornithorhynchus_anatinus ENSOANG00000002937
gopherus_agassizii ENSGAGG00000018467
chrysemys_picta_bellii ENSCPBG00000012685
gasterosteus_aculeatus ENSGACG00000001394
gasterosteus_aculeatus ENSGACG00000015046
gasterosteus_aculeatus ENSGACG00000000620
gasterosteus_aculeatus ENSGACG00000000575
gasterosteus_aculeatus ENSGACG00000002131
periophthalmus_magnuspinnatus ENSPMGG00000016784
danio_rerio ENSDARG00000114100
danio_rerio ENSDARG00000112295
danio_rerio ENSDARG00000112791
danio_rerio ENSDARG00000114779
danio_rerio ENSDARG00000110028
danio_rerio ENSDARG00000115978
danio_rerio ENSDARG00000089382
