astyanax_mexicanus ENSAMXG00000007571
pygocentrus_nattereri ENSPNAG00000014203
pygocentrus_nattereri ENSPNAG00000006557
ictalurus_punctatus ENSIPUG00000016141
danio_rerio ENSDARG00000062376
ictalurus_punctatus ENSIPUG00000016133
takifugu_rubripes ENSTRUG00000015428
tetraodon_nigroviridis ENSTNIG00000011792
mola_mola ENSMMOG00000016337
gasterosteus_aculeatus ENSGACG00000020370
labrus_bergylta ENSLBEG00000026016
monopterus_albus ENSMALG00000019568
mastacembelus_armatus ENSMAMG00000013494
anabas_testudineus ENSATEG00000013223
seriola_dumerili ENSSDUG00000012685
seriola_lalandi ENSSLDG00000015977
scophthalmus_maximus ENSSMAG00000016336
poecilia_formosa ENSPFOG00000002506
poecilia_latipinna ENSPLAG00000022667
poecilia_mexicana ENSPMEG00000001369
poecilia_reticulata ENSPREG00000021878
xiphophorus_maculatus ENSXMAG00000011486
xiphophorus_couchianus ENSXCOG00000006306
gambusia_affinis ENSGAFG00000005738
fundulus_heteroclitus ENSFHEG00000001936
cyprinodon_variegatus ENSCVAG00000014474
kryptolebias_marmoratus ENSKMAG00000011940
oryzias_latipes ENSORLG00020002446
oryzias_latipes ENSORLG00000008580
oryzias_latipes ENSORLG00015007238
oryzias_melastigma ENSOMEG00000003856
amphiprion_percula ENSAPEG00000004606
amphiprion_ocellaris ENSAOCG00000010801
acanthochromis_polyacanthus ENSAPOG00000003172
stegastes_partitus ENSSPAG00000004595
maylandia_zebra ENSMZEG00005015879
astatotilapia_calliptera ENSACLG00000012391
haplochromis_burtoni ENSHBUG00000003405
pundamilia_nyererei ENSPNYG00000019538
neolamprologus_brichardi ENSNBRG00000018200
oreochromis_niloticus ENSONIG00000004337
amphilophus_citrinellus ENSACIG00000015158
hippocampus_comes ENSHCOG00000006218
cynoglossus_semilaevis ENSCSEG00000018608
periophthalmus_magnuspinnatus ENSPMGG00000002731
gadus_morhua ENSGMOG00000016114
esox_lucius ENSELUG00000007631
