lonchura_striata_domestica ENSLSDG00000004535
taeniopygia_guttata ENSTGUG00000009115
serinus_canaria ENSSCAG00000010667
zonotrichia_albicollis ENSZALG00000002823
junco_hyemalis ENSJHYG00000006620
ficedula_albicollis ENSFALG00000014014
cyanistes_caeruleus ENSCCEG00000022189
parus_major ENSPMJG00000017163
lepidothrix_coronata ENSLCOG00000002348
manacus_vitellinus ENSMVIG00005003776
melopsittacus_undulatus ENSMUNG00000015283
calidris_pygmaea ENSCPGG00000015106
calidris_pugnax ENSCPUG00000016709
anas_platyrhynchos_platyrhynchos ENSAPLG00000016302
anser_brachyrhynchus ENSABRG00000007594
meleagris_gallopavo ENSMGAG00000010443
gallus_gallus ENSGALG00000002428
coturnix_japonica ENSCJPG00005018793
numida_meleagris ENSNMEG00000000236
apteryx_haastii ENSAHAG00000013387
apteryx_owenii ENSAOWG00000001449
apteryx_rowi ENSARWG00000000537
nothoprocta_perdicaria ENSNPEG00000004779
crocodylus_porosus ENSCPRG00005006246
chrysemys_picta_bellii ENSCPBG00000019254
chelonoidis_abingdonii ENSCABG00000001305
chelonoidis_abingdonii ENSCABG00000001321
gopherus_agassizii ENSGAGG00000006014
chrysemys_picta_bellii ENSCPBG00000019227
pelodiscus_sinensis ENSPSIG00000004165
anolis_carolinensis ENSACAG00000001647
anolis_carolinensis ENSACAG00000007046
pogona_vitticeps ENSPVIG00000005835
notechis_scutatus ENSNSUG00000018778
salvator_merianae ENSSMRG00000020037
sphenodon_punctatus ENSSPUG00000004665
notamacropus_eugenii ENSMEUG00000013190
phascolarctos_cinereus ENSPCIG00000029231
sarcophilus_harrisii ENSSHAG00000006284
monodelphis_domestica ENSMODG00000007237
loxodonta_africana ENSLAFG00000015577
procavia_capensis ENSPCAG00000012084
echinops_telfairi ENSETEG00000012085
choloepus_hoffmanni ENSCHOG00000001280
pteropus_vampyrus ENSPVAG00000001115
myotis_lucifugus ENSMLUG00000005116
equus_caballus ENSECAG00000019961
equus_asinus_asinus ENSEASG00005007187
bos_taurus ENSBTAG00000011504
bos_mutus ENSBMUG00000005814
bison_bison_bison ENSBBBG00000021219
ovis_aries ENSOARG00000014472
capra_hircus ENSCHIG00000010960
tursiops_truncatus ENSTTRG00000016445
sus_scrofa ENSSSCG00000007851
vicugna_pacos ENSVPAG00000003471
ursus_maritimus ENSUMAG00000010240
ursus_americanus ENSUAMG00000005109
ailuropoda_melanoleuca ENSAMEG00000006018
mustela_putorius_furo ENSMPUG00000013515
neovison_vison ENSNVIG00000023677
canis_lupus_dingo ENSCAFG00020021779
canis_lupus_familiaris ENSCAFG00000017814
vulpes_vulpes ENSVVUG00000023286
panthera_tigris_altaica ENSPTIG00000007203
panthera_pardus ENSPPRG00000000973
felis_catus ENSFCAG00000015165
erinaceus_europaeus ENSEEUG00000006075
sorex_araneus ENSSARG00000003743
pan_troglodytes ENSPTRG00000007856
pan_paniscus ENSPPAG00000037420
homo_sapiens ENSG00000103310
gorilla_gorilla ENSGGOG00000000083
pongo_abelii ENSPPYG00000007168
nomascus_leucogenys ENSNLEG00000010495
colobus_angolensis_palliatus ENSCANG00000039581
piliocolobus_tephrosceles ENSPTEG00000013473
rhinopithecus_roxellana ENSRROG00000028639
rhinopithecus_bieti ENSRBIG00000034237
theropithecus_gelada ENSTGEG00000021186
papio_anubis ENSPANG00000024575
cercocebus_atys ENSCATG00000040132
macaca_fascicularis ENSMFAG00000034578
macaca_mulatta ENSMMUG00000016759
macaca_nemestrina ENSMNEG00000043172
mandrillus_leucophaeus ENSMLEG00000041137
chlorocebus_sabaeus ENSCSAG00000007417
cebus_capucinus ENSCCAG00000038069
saimiri_boliviensis_boliviensis ENSSBOG00000035893
callithrix_jacchus ENSCJAG00000009206
aotus_nancymaae ENSANAG00000034351
carlito_syrichta ENSTSYG00000014002
propithecus_coquereli ENSPCOG00000017301
microcebus_murinus ENSMICG00000015048
prolemur_simus ENSPSMG00000018030
otolemur_garnettii ENSOGAG00000011155
tupaia_belangeri ENSTBEG00000014353
chinchilla_lanigera ENSCLAG00000008679
octodon_degus ENSODEG00000011036
cavia_porcellus ENSCPOG00000000829
heterocephalus_glaber_male ENSHGLG00100013605
heterocephalus_glaber_female ENSHGLG00000009985
fukomys_damarensis ENSFDAG00000014943
ictidomys_tridecemlineatus ENSSTOG00000007211
urocitellus_parryii ENSUPAG00010008384
spermophilus_dauricus ENSSDAG00000023265
marmota_marmota_marmota ENSMMMG00000022939
mus_spicilegus ENSMSIG00000010041
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031504
mus_musculus ENSMUSG00000030911
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030390
mus_pahari MGP_PahariEiJ_G0013601
rattus_norvegicus ENSRNOG00000057989
meriones_unguiculatus ENSMUGG00000007544
cricetulus_griseus_crigri-picr ENSCGRG00015013501
cricetulus_griseus_chok1gshd ENSCGRG00001015192
cricetulus_griseus_crigri ENSCGRG00000014029
mesocricetus_auratus ENSMAUG00000012919
peromyscus_maniculatus_bairdii ENSPEMG00000014560
microtus_ochrogaster ENSMOCG00000001846
nannospalax_galili ENSNGAG00000022563
jaculus_jaculus ENSJJAG00000017256
castor_canadensis ENSCCNG00000026371
oryctolagus_cuniculus ENSOCUG00000012909
ochotona_princeps ENSOPRG00000011530
ornithorhynchus_anatinus ENSOANG00000002223
ornithorhynchus_anatinus ENSOANG00000006871
xenopus_tropicalis ENSXETG00000016704
latimeria_chalumnae ENSLACG00000005253
lepisosteus_oculatus ENSLOCG00000008044
lepisosteus_oculatus ENSLOCG00000008055
eptatretus_burgeri ENSEBUG00000011679
eptatretus_burgeri ENSEBUG00000009940
petromyzon_marinus ENSPMAG00000008876
