eptatretus_burgeri ENSEBUG00000003491
ciona_intestinalis ENSCING00000014566
paramormyrops_kingsleyae ENSPKIG00000023219
scleropages_formosus ENSSFOG00015018112
pygocentrus_nattereri ENSPNAG00000017704
astyanax_mexicanus ENSAMXG00000042831
ictalurus_punctatus ENSIPUG00000007336
monopterus_albus ENSMALG00000014765
mola_mola ENSMMOG00000009287
gadus_morhua ENSGMOG00000004527
esox_lucius ENSELUG00000013421
periophthalmus_magnuspinnatus ENSPMGG00000007504
seriola_dumerili ENSSDUG00000000244
seriola_lalandi_dorsalis ENSSLDG00000018408
scophthalmus_maximus ENSSMAG00000019783
mastacembelus_armatus ENSMAMG00000021320
anabas_testudineus ENSATEG00000015391
takifugu_rubripes ENSTRUG00000004528
tetraodon_nigroviridis ENSTNIG00000019691
gasterosteus_aculeatus ENSGACG00000007651
astatotilapia_calliptera ENSACLG00000021274
pundamilia_nyererei ENSPNYG00000005977
oreochromis_niloticus ENSONIG00000018271
amphilophus_citrinellus ENSACIG00000015672
acanthochromis_polyacanthus ENSAPOG00000005140
amphiprion_percula ENSAPEG00000011566
amphiprion_ocellaris ENSAOCG00000022567
stegastes_partitus ENSSPAG00000001916
poecilia_latipinna ENSPLAG00000022587
poecilia_latipinna ENSPLAG00000015995
poecilia_mexicana ENSPMEG00000007517
poecilia_formosa ENSPFOG00000001903
poecilia_reticulata ENSPREG00000016974
xiphophorus_maculatus ENSXMAG00000006933
xiphophorus_couchianus ENSXCOG00000016295
gambusia_affinis ENSGAFG00000013283
cyprinodon_variegatus ENSCVAG00000019629
kryptolebias_marmoratus ENSKMAG00000021476
oryzias_latipes_asm223469v1 ENSORLG00015020699
oryzias_latipes ENSORLG00000000155
oryzias_melastigma ENSOMEG00000015403
labrus_bergylta ENSLBEG00000012352
hippocampus_comes ENSHCOG00000009144
maylandia_zebra ENSMZEG00005020465
cynoglossus_semilaevis ENSCSEG00000021462
lepisosteus_oculatus ENSLOCG00000016238
apteryx_haastii ENSAHAG00000010355
apteryx_owenii ENSAOWG00000013129
apteryx_rowi ENSARWG00000009792
dromaius_novaehollandiae ENSDNVG00000013551
nothoprocta_perdicaria ENSNPEG00000007087
calidris_pygmaea ENSCPGG00000001564
calidris_pugnax ENSCPUG00000004443
melopsittacus_undulatus ENSMUNG00000007395
parus_major ENSPMJG00000012638
cyanistes_caeruleus ENSCCEG00000010049
ficedula_albicollis ENSFALG00000010320
taeniopygia_guttata ENSTGUG00000007206
lonchura_striata_domestica ENSLSDG00000016979
serinus_canaria ENSSCAG00000008973
zonotrichia_albicollis ENSZALG00000009857
junco_hyemalis ENSJHYG00000008854
lepidothrix_coronata ENSLCOG00000012263
manacus_vitellinus ENSMVIG00005003762
anas_platyrhynchos_platyrhynchos ENSAPLG00000016116
anas_platyrhynchos_platyrhynchos ENSAPLG00000028923
anser_brachyrhynchus ENSABRG00000001454
gallus_gallus ENSGALG00000010177
coturnix_japonica ENSCJPG00005016088
meleagris_gallopavo ENSMGAG00000010716
numida_meleagris ENSNMEG00000001803
crocodylus_porosus ENSCPRG00005006421
chelonoidis_abingdonii ENSCABG00000012488
chelonoidis_abingdonii ENSCABG00000012491
gopherus_agassizii ENSGAGG00000013798
chrysemys_picta_bellii ENSCPBG00000013449
pelodiscus_sinensis ENSPSIG00000012997
sphenodon_punctatus ENSSPUG00000001875
sphenodon_punctatus ENSSPUG00000001887
pogona_vitticeps ENSPVIG00000007351
anolis_carolinensis ENSACAG00000007327
notechis_scutatus ENSNSUG00000003323
salvator_merianae ENSSMRG00000017227
phascolarctos_cinereus ENSPCIG00000025066
notamacropus_eugenii ENSMEUG00000015453
sarcophilus_harrisii ENSSHAG00000002431
monodelphis_domestica ENSMODG00000020408
ornithorhynchus_anatinus ENSOANG00000030417
octodon_degus ENSODEG00000007051
octodon_degus ENSODEG00000006640
vicugna_pacos ENSVPAG00000010906
sus_scrofa ENSSSCG00000000509
ovis_aries ENSOARG00000014589
capra_hircus ENSCHIG00000020097
bos_taurus ENSBTAG00000012267
bos_mutus ENSBMUG00000019755
bison_bison_bison ENSBBBG00000010740
tursiops_truncatus ENSTTRG00000007328
ursus_americanus ENSUAMG00000001880
ursus_maritimus ENSUMAG00000021131
ailuropoda_melanoleuca ENSAMEG00000000498
mustela_putorius_furo ENSMPUG00000017488
neovison_vison ENSNVIG00000011818
canis_lupus_dingo ENSCAFG00020016502
canis_lupus_familiaris ENSCAFG00000000453
vulpes_vulpes ENSVVUG00000008655
panthera_tigris_altaica ENSPTIG00000006898
panthera_pardus ENSPPRG00000010196
felis_catus ENSFCAG00000024198
pteropus_vampyrus ENSPVAG00000012354
myotis_lucifugus ENSMLUG00000011723
equus_caballus ENSECAG00000026833
equus_asinus_asinus ENSEASG00005008229
sorex_araneus ENSSARG00000008639
erinaceus_europaeus ENSEEUG00000006747
pan_paniscus ENSPPAG00000029409
pan_troglodytes ENSPTRG00000005224
homo_sapiens ENSG00000133858
gorilla_gorilla ENSGGOG00000025994
pongo_abelii ENSPPYG00000004773
nomascus_leucogenys ENSNLEG00000004372
colobus_angolensis_palliatus ENSCANG00000030229
piliocolobus_tephrosceles ENSPTEG00000032115
rhinopithecus_roxellana ENSRROG00000040039
rhinopithecus_bieti ENSRBIG00000028462
theropithecus_gelada ENSTGEG00000024482
papio_anubis ENSPANG00000009558
mandrillus_leucophaeus ENSMLEG00000029967
cercocebus_atys ENSCATG00000016321
macaca_mulatta ENSMMUG00000020943
macaca_fascicularis ENSMFAG00000039403
macaca_nemestrina ENSMNEG00000008807
chlorocebus_sabaeus ENSCSAG00000004100
cebus_capucinus ENSCCAG00000035967
saimiri_boliviensis_boliviensis ENSSBOG00000032676
callithrix_jacchus ENSCJAG00000001384
aotus_nancymaae ENSANAG00000038329
carlito_syrichta ENSTSYG00000005471
propithecus_coquereli ENSPCOG00000019879
microcebus_murinus ENSMICG00000009137
prolemur_simus ENSPSMG00000005584
otolemur_garnettii ENSOGAG00000033606
tupaia_belangeri ENSTBEG00000016441
cavia_aperea ENSCAPG00000017196
cavia_porcellus ENSCPOG00000009504
chinchilla_lanigera ENSCLAG00000007646
heterocephalus_glaber_male ENSHGLG00100006263
heterocephalus_glaber_female ENSHGLG00000014297
fukomys_damarensis ENSFDAG00000017503
spermophilus_dauricus ENSSDAG00000006522
ictidomys_tridecemlineatus ENSSTOG00000002650
urocitellus_parryii ENSUPAG00010023427
marmota_marmota_marmota ENSMMMG00000002907
jaculus_jaculus ENSJJAG00000018166
jaculus_jaculus ENSJJAG00000020876
mus_spicilegus ENSMSIG00000017827
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016636
mus_musculus ENSMUSG00000034163
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015814
mus_pahari MGP_PahariEiJ_G0031273
rattus_norvegicus ENSRNOG00000053060
meriones_unguiculatus ENSMUGG00000025851
mesocricetus_auratus ENSMAUG00000021091
mesocricetus_auratus ENSMAUG00000010789
cricetulus_griseus_crigri-picr ENSCGRG00015008914
cricetulus_griseus_crigri ENSCGRG00000006894
