petromyzon_marinus ENSPMAG00000008849
eptatretus_burgeri ENSEBUG00000011659
anser_brachyrhynchus ENSABRG00000013583
anas_platyrhynchos ENSAPLG00000014909
gallus_gallus ENSGALG00000029220
coturnix_japonica ENSCJPG00005011148
meleagris_gallopavo ENSMGAG00000003343
numida_meleagris ENSNMEG00000001671
junco_hyemalis ENSJHYG00000010263
zonotrichia_albicollis ENSZALG00000012602
serinus_canaria ENSSCAG00000005260
lonchura_striata ENSLSDG00000006933
cyanistes_caeruleus ENSCCEG00000000952
parus_major ENSPMJG00000007752
ficedula_albicollis ENSFALG00000005742
lepidothrix_coronata ENSLCOG00000004015
manacus_vitellinus ENSMVIG00005017440
melopsittacus_undulatus ENSMUNG00000009555
calidris_pygmaea ENSCPGG00000000572
calidris_pugnax ENSCPUG00000018098
dromaius_novaehollandiae ENSDNVG00000004667
nothoprocta_perdicaria ENSNPEG00000002470
apteryx_owenii ENSAOWG00000009888
apteryx_haastii ENSAHAG00000002760
apteryx_rowi ENSARWG00000001729
taeniopygia_guttata ENSTGUG00000000180
crocodylus_porosus ENSCPRG00005000660
chelonoidis_abingdonii ENSCABG00000008674
gopherus_agassizii ENSGAGG00000018225
chrysemys_picta ENSCPBG00000020365
pelodiscus_sinensis ENSPSIG00000002145
anolis_carolinensis ENSACAG00000002013
pogona_vitticeps ENSPVIG00000009550
notechis_scutatus ENSNSUG00000004803
salvator_merianae ENSSMRG00000021529
sphenodon_punctatus ENSSPUG00000005264
ornithorhynchus_anatinus ENSOANG00000031446
ornithorhynchus_anatinus ENSOANG00000031977
loxodonta_africana ENSLAFG00000003821
procavia_capensis ENSPCAG00000005189
echinops_telfairi ENSETEG00000018743
dasypus_novemcinctus ENSDNOG00000015265
ursus_americanus ENSUAMG00000004558
ursus_maritimus ENSUMAG00000002564
ailuropoda_melanoleuca ENSAMEG00000008508
mustela_putorius ENSMPUG00000004291
neovison_vison ENSNVIG00000005791
canis_lupus ENSCAFG00000013143
canis_lupus ENSCAFG00020001876
vulpes_vulpes ENSVVUG00000024724
