paramormyrops_kingsleyae ENSPKIG00000018046
scleropages_formosus ENSSFOG00015016506
xiphophorus_maculatus ENSXMAG00000018834
gambusia_affinis ENSGAFG00000002831
poecilia_mexicana ENSPMEG00000013071
poecilia_mexicana ENSPMEG00000000231
poecilia_formosa ENSPFOG00000008295
poecilia_latipinna ENSPLAG00000012032
poecilia_reticulata ENSPREG00000018815
cyprinodon_variegatus ENSCVAG00000013223
gambusia_affinis ENSGAFG00000002850
fundulus_heteroclitus ENSFHEG00000005844
kryptolebias_marmoratus ENSKMAG00000009744
hippocampus_comes ENSHCOG00000004591
takifugu_rubripes ENSTRUG00000018319
tetraodon_nigroviridis ENSTNIG00000013478
oryzias_latipes_asm223469v1 ENSORLG00015021394
oryzias_latipes ENSORLG00000002299
oryzias_latipes ENSORLG00020013577
oryzias_melastigma ENSOMEG00000017120
cynoglossus_semilaevis ENSCSEG00000013442
gasterosteus_aculeatus ENSGACG00000015762
anabas_testudineus ENSATEG00000008464
monopterus_albus ENSMALG00000000241
labrus_bergylta ENSLBEG00000027031
labrus_bergylta ENSLBEG00000017382
mola_mola ENSMMOG00000008521
amphiprion_ocellaris ENSAOCG00000022458
amphiprion_percula ENSAPEG00000003933
acanthochromis_polyacanthus ENSAPOG00000017816
stegastes_partitus ENSSPAG00000018971
pundamilia_nyererei ENSPNYG00000006061
maylandia_zebra ENSMZEG00005006325
haplochromis_burtoni ENSHBUG00000006222
astatotilapia_calliptera ENSACLG00000026095
neolamprologus_brichardi ENSNBRG00000000420
oreochromis_niloticus ENSONIG00000015465
amphilophus_citrinellus ENSACIG00000016654
mastacembelus_armatus ENSMAMG00000004169
seriola_dumerili ENSSDUG00000009515
seriola_lalandi_dorsalis ENSSLDG00000014187
scophthalmus_maximus ENSSMAG00000010452
periophthalmus_magnuspinnatus ENSPMGG00000017120
gadus_morhua ENSGMOG00000008396
esox_lucius ENSELUG00000006803
pygocentrus_nattereri ENSPNAG00000009813
astyanax_mexicanus ENSAMXG00000019497
ictalurus_punctatus ENSIPUG00000021613
danio_rerio ENSDARG00000009851
lepisosteus_oculatus ENSLOCG00000005746
anolis_carolinensis ENSACAG00000007717
pogona_vitticeps ENSPVIG00000011749
notechis_scutatus ENSNSUG00000007467
salvator_merianae ENSSMRG00000002897
apteryx_owenii ENSAOWG00000006445
anser_brachyrhynchus ENSABRG00000001685
anas_platyrhynchos_platyrhynchos ENSAPLG00000007656
gallus_gallus ENSGALG00000004350
coturnix_japonica ENSCJPG00005007966
meleagris_gallopavo ENSMGAG00000004765
numida_meleagris ENSNMEG00000008385
calidris_pugnax ENSCPUG00000014590
calidris_pygmaea ENSCPGG00000003897
melopsittacus_undulatus ENSMUNG00000016537
taeniopygia_guttata ENSTGUG00000003972
lonchura_striata_domestica ENSLSDG00000014389
serinus_canaria ENSSCAG00000005134
zonotrichia_albicollis ENSZALG00000016858
cyanistes_caeruleus ENSCCEG00000018288
parus_major ENSPMJG00000016143
ficedula_albicollis ENSFALG00000010010
lepidothrix_coronata ENSLCOG00000000672
manacus_vitellinus ENSMVIG00005014525
apteryx_rowi ENSARWG00000009068
apteryx_owenii ENSAOWG00000006448
apteryx_haastii ENSAHAG00000007212
dromaius_novaehollandiae ENSDNVG00000013621
nothoprocta_perdicaria ENSNPEG00000016010
crocodylus_porosus ENSCPRG00005017397
gopherus_agassizii ENSGAGG00000000003
chelonoidis_abingdonii ENSCABG00000006484
chrysemys_picta_bellii ENSCPBG00000004211
pelodiscus_sinensis ENSPSIG00000015621
sphenodon_punctatus ENSSPUG00000015653
phascolarctos_cinereus ENSPCIG00000002260
notamacropus_eugenii ENSMEUG00000014080
sarcophilus_harrisii ENSSHAG00000018180
monodelphis_domestica ENSMODG00000019738
pan_troglodytes ENSPTRG00000017011
pan_paniscus ENSPPAG00000036126
homo_sapiens ENSG00000164253
gorilla_gorilla ENSGGOG00000026798
pongo_abelii ENSPPYG00000015577
nomascus_leucogenys ENSNLEG00000012712
rhinopithecus_bieti ENSRBIG00000040810
rhinopithecus_roxellana ENSRROG00000001190
colobus_angolensis_palliatus ENSCANG00000032463
piliocolobus_tephrosceles ENSPTEG00000034880
cercocebus_atys ENSCATG00000041825
mandrillus_leucophaeus ENSMLEG00000039709
papio_anubis ENSPANG00000011629
theropithecus_gelada ENSTGEG00000023975
macaca_fascicularis ENSMFAG00000002206
macaca_mulatta ENSMMUG00000021361
macaca_nemestrina ENSMNEG00000020110
chlorocebus_sabaeus ENSCSAG00000015310
cebus_capucinus ENSCCAG00000024360
cebus_capucinus ENSCCAG00000020108
saimiri_boliviensis_boliviensis ENSSBOG00000019142
callithrix_jacchus ENSCJAG00000019853
aotus_nancymaae ENSANAG00000004152
carlito_syrichta ENSTSYG00000009421
prolemur_simus ENSPSMG00000022198
microcebus_murinus ENSMICG00000016642
propithecus_coquereli ENSPCOG00000019741
otolemur_garnettii ENSOGAG00000006937
castor_canadensis ENSCCNG00000028027
dipodomys_ordii ENSDORG00000006071
mus_musculus ENSMUSG00000042015
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019675
mus_spicilegus ENSMSIG00000011421
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018792
mus_pahari MGP_PahariEiJ_G0015869
rattus_norvegicus ENSRNOG00000025462
meriones_unguiculatus ENSMUGG00000000466
cricetulus_griseus_chok1gshd ENSCGRG00001008129
cricetulus_griseus_crigri ENSCGRG00000017666
cricetulus_griseus_crigri-picr ENSCGRG00015011946
mesocricetus_auratus ENSMAUG00000004461
microtus_ochrogaster ENSMOCG00000006320
peromyscus_maniculatus_bairdii ENSPEMG00000023412
nannospalax_galili ENSNGAG00000018792
jaculus_jaculus ENSJJAG00000014477
heterocephalus_glaber_male ENSHGLG00100001600
heterocephalus_glaber_female ENSHGLG00000017808
fukomys_damarensis ENSFDAG00000018475
chinchilla_lanigera ENSCLAG00000010095
octodon_degus ENSODEG00000000748
cavia_porcellus ENSCPOG00000001183
cavia_aperea ENSCAPG00000012881
marmota_marmota_marmota ENSMMMG00000003481
ictidomys_tridecemlineatus ENSSTOG00000028633
spermophilus_dauricus ENSSDAG00000023889
urocitellus_parryii ENSUPAG00010013668
ochotona_princeps ENSOPRG00000006870
oryctolagus_cuniculus ENSOCUG00000027842
tupaia_belangeri ENSTBEG00000016143
ursus_maritimus ENSUMAG00000004705
ursus_americanus ENSUAMG00000019293
ailuropoda_melanoleuca ENSAMEG00000005933
mustela_putorius_furo ENSMPUG00000005197
neovison_vison ENSNVIG00000002651
canis_lupus_dingo ENSCAFG00020026182
canis_lupus_familiaris ENSCAFG00000009227
vulpes_vulpes ENSVVUG00000025096
panthera_pardus ENSPPRG00000015058
panthera_tigris_altaica ENSPTIG00000011923
felis_catus ENSFCAG00000026146
equus_asinus_asinus ENSEASG00005001862
equus_caballus ENSECAG00000009496
vicugna_pacos ENSVPAG00000010617
sus_scrofa ENSSSCG00000014098
ovis_aries ENSOARG00000017055
capra_hircus ENSCHIG00000023139
bos_taurus ENSBTAG00000020212
bos_mutus ENSBMUG00000010747
bison_bison_bison ENSBBBG00000021018
tursiops_truncatus ENSTTRG00000009482
