labrus_bergylta ENSLBEG00000009008
cynoglossus_semilaevis ENSCSEG00000005032
oryzias_latipes_asm223469v1 ENSORLG00015018843
oryzias_melastigma ENSOMEG00000017521
periophthalmus_magnuspinnatus ENSPMGG00000011814
seriola_lalandi_dorsalis ENSSLDG00000021068
seriola_dumerili ENSSDUG00000010130
mola_mola ENSMMOG00000011362
neolamprologus_brichardi ENSNBRG00000010271
astatotilapia_calliptera ENSACLG00000007483
amphilophus_citrinellus ENSACIG00000006506
stegastes_partitus ENSSPAG00000009926
poecilia_latipinna ENSPLAG00000005983
poecilia_mexicana ENSPMEG00000010395
poecilia_reticulata ENSPREG00000013079
