prolemur_simus ENSPSMG00000026046
rattus_norvegicus ENSRNOG00000002130
felis_catus ENSFCAG00000041835
canis_lupus_dingo ENSCAFG00020013667
otolemur_garnettii ENSOGAG00000003899
otolemur_garnettii ENSOGAG00000015856
microcebus_murinus ENSMICG00000035538
homo_sapiens ENSG00000162654
gorilla_gorilla ENSGGOG00000013428
pan_troglodytes ENSPTRG00000000938
pan_paniscus ENSPPAG00000028237
pongo_abelii ENSPPYG00000001171
pongo_abelii ENSPPYG00000029526
nomascus_leucogenys ENSNLEG00000010245
mandrillus_leucophaeus ENSMLEG00000040339
papio_anubis ENSPANG00000006252
cebus_capucinus ENSCCAG00000021911
callithrix_jacchus ENSCJAG00000001988
saimiri_boliviensis_boliviensis ENSSBOG00000024357
aotus_nancymaae ENSANAG00000022359
carlito_syrichta ENSTSYG00000014611
choloepus_hoffmanni ENSCHOG00000007070
