hippocampus_comes ENSHCOG00000019381
periophthalmus_magnuspinnatus ENSPMGG00000020209
cyprinodon_variegatus ENSCVAG00000003345
fundulus_heteroclitus ENSFHEG00000004022
xiphophorus_maculatus ENSXMAG00000013479
xiphophorus_couchianus ENSXCOG00000012114
gambusia_affinis ENSGAFG00000009114
poecilia_formosa ENSPFOG00000014765
poecilia_latipinna ENSPLAG00000009904
poecilia_mexicana ENSPMEG00000021978
poecilia_reticulata ENSPREG00000020809
kryptolebias_marmoratus ENSKMAG00000020765
oryzias_latipes ENSORLG00000008547
oryzias_latipes ENSORLG00020002422
oryzias_latipes_asm223469v1 ENSORLG00015006821
oryzias_melastigma ENSOMEG00000002651
tetraodon_nigroviridis ENSTNIG00000016519
monopterus_albus ENSMALG00000016732
anabas_testudineus ENSATEG00000022700
labrus_bergylta ENSLBEG00000015556
takifugu_rubripes ENSTRUG00000011691
maylandia_zebra ENSMZEG00005003123
haplochromis_burtoni ENSHBUG00000023662
pundamilia_nyererei ENSPNYG00000009339
neolamprologus_brichardi ENSNBRG00000009709
astatotilapia_calliptera ENSACLG00000007598
oreochromis_niloticus ENSONIG00000009519
amphilophus_citrinellus ENSACIG00000022620
mastacembelus_armatus ENSMAMG00000002801
scophthalmus_maximus ENSSMAG00000003938
mola_mola ENSMMOG00000010685
seriola_dumerili ENSSDUG00000022849
seriola_lalandi_dorsalis ENSSLDG00000002861
cynoglossus_semilaevis ENSCSEG00000007920
gasterosteus_aculeatus ENSGACG00000007257
amphiprion_percula ENSAPEG00000015906
amphiprion_ocellaris ENSAOCG00000015928
acanthochromis_polyacanthus ENSAPOG00000013163
stegastes_partitus ENSSPAG00000002465
gadus_morhua ENSGMOG00000004294
esox_lucius ENSELUG00000021791
pygocentrus_nattereri ENSPNAG00000014704
astyanax_mexicanus ENSAMXG00000016961
ictalurus_punctatus ENSIPUG00000008353
danio_rerio ENSDARG00000056801
scleropages_formosus ENSSFOG00015013504
paramormyrops_kingsleyae ENSPKIG00000008960
lepisosteus_oculatus ENSLOCG00000012672
phascolarctos_cinereus ENSPCIG00000028985
notamacropus_eugenii ENSMEUG00000009384
monodelphis_domestica ENSMODG00000011242
sarcophilus_harrisii ENSSHAG00000018777
erinaceus_europaeus ENSEEUG00000015885
sorex_araneus ENSSARG00000006339
tursiops_truncatus ENSTTRG00000008376
