phascolarctos_cinereus ENSPCIG00000010455
vombatus_ursinus ENSVURG00010009565
notamacropus_eugenii ENSMEUG00000016460
monodelphis_domestica ENSMODG00000005166
sarcophilus_harrisii ENSSHAG00000001870
pan_troglodytes ENSPTRG00000007763
pan_paniscus ENSPPAG00000039980
homo_sapiens ENSG00000038532
gorilla_gorilla ENSGGOG00000014059
pongo_abelii ENSPPYG00000007098
nomascus_leucogenys ENSNLEG00000010152
colobus_angolensis ENSCANG00000008347
piliocolobus_tephrosceles ENSPTEG00000023861
rhinopithecus_bieti ENSRBIG00000028801
rhinopithecus_roxellana ENSRROG00000044301
cercocebus_atys ENSCATG00000035628
mandrillus_leucophaeus ENSMLEG00000039728
theropithecus_gelada ENSTGEG00000025988
papio_anubis ENSPANG00000000525
macaca_fascicularis ENSMFAG00000001961
macaca_mulatta ENSMMUG00000006515
macaca_nemestrina ENSMNEG00000038034
chlorocebus_sabaeus ENSCSAG00000008414
cebus_capucinus ENSCCAG00000031303
saimiri_boliviensis ENSSBOG00000032827
callithrix_jacchus ENSCJAG00000016025
aotus_nancymaae ENSANAG00000036023
carlito_syrichta ENSTSYG00000013039
propithecus_coquereli ENSPCOG00000013270
microcebus_murinus ENSMICG00000016678
prolemur_simus ENSPSMG00000004317
otolemur_garnettii ENSOGAG00000012739
dipodomys_ordii ENSDORG00000002284
castor_canadensis ENSCCNG00000030182
mus_spicilegus ENSMSIG00000007597
mus_spretus MGP_SPRETEiJ_G0021340
mus_musculus ENSMUSG00000068663
mus_caroli MGP_CAROLIEiJ_G0020446
mus_pahari MGP_PahariEiJ_G0016153
rattus_norvegicus ENSRNOG00000057378
meriones_unguiculatus ENSMUGG00000024545
peromyscus_maniculatus ENSPEMG00000006527
microtus_ochrogaster ENSMOCG00000022920
cricetulus_griseus ENSCGRG00000004462
cricetulus_griseus ENSCGRG00015008823
cricetulus_griseus ENSCGRG00001003785
mesocricetus_auratus ENSMAUG00000015162
nannospalax_galili ENSNGAG00000021365
jaculus_jaculus ENSJJAG00000021362
chinchilla_lanigera ENSCLAG00000014177
octodon_degus ENSODEG00000011749
cavia_porcellus ENSCPOG00000002517
cavia_aperea ENSCAPG00000015006
heterocephalus_glaber ENSHGLG00000017875
heterocephalus_glaber ENSHGLG00100004470
fukomys_damarensis ENSFDAG00000010818
ictidomys_tridecemlineatus ENSSTOG00000001389
urocitellus_parryii ENSUPAG00010010847
marmota_marmota ENSMMMG00000004962
spermophilus_dauricus ENSSDAG00000014607
ochotona_princeps ENSOPRG00000013788
oryctolagus_cuniculus ENSOCUG00000006217
tupaia_belangeri ENSTBEG00000005990
pteropus_vampyrus ENSPVAG00000011075
myotis_lucifugus ENSMLUG00000013483
capra_hircus ENSCHIG00000014199
ovis_aries ENSOARG00000006373
bos_indicus ENSBIXG00000008020
bos_indicus ENSBIXG00005012444
bos_taurus ENSBTAG00000005208
bos_mutus ENSBMUG00000015734
bison_bison ENSBBBG00000005846
tursiops_truncatus ENSTTRG00000004743
sus_scrofa ENSSSCG00000026569
vicugna_pacos ENSVPAG00000000171
