cricetulus_griseus_crigri ENSCGRG00000004992
cricetulus_griseus_chok1gshd ENSCGRG00001020212
rattus_norvegicus ENSRNOG00000023233
microtus_ochrogaster ENSMOCG00000007791
sarcophilus_harrisii ENSSHAG00000001725
monodelphis_domestica ENSMODG00000013724
taeniopygia_guttata ENSTGUG00000015083
pelodiscus_sinensis ENSPSIG00000002525
notechis_scutatus ENSNSUG00000002632
notechis_scutatus ENSNSUG00000002151
notechis_scutatus ENSNSUG00000002169
cyanistes_caeruleus ENSCCEG00000003750
sphenodon_punctatus ENSSPUG00000003024
phascolarctos_cinereus ENSPCIG00000034429
sarcophilus_harrisii ENSSHAG00000003344
monodelphis_domestica ENSMODG00000023642
monodelphis_domestica ENSMODG00000014208
capra_hircus ENSCHIG00000023529
carlito_syrichta ENSTSYG00000007541
tupaia_belangeri ENSTBEG00000004831
equus_caballus ENSECAG00000035417
monodelphis_domestica ENSMODG00000007565
phascolarctos_cinereus ENSPCIG00000023906
phascolarctos_cinereus ENSPCIG00000001869
notamacropus_eugenii ENSMEUG00000012283
sarcophilus_harrisii ENSSHAG00000000629
sarcophilus_harrisii ENSSHAG00000004133
phascolarctos_cinereus ENSPCIG00000037219
monodelphis_domestica ENSMODG00000023513
sarcophilus_harrisii ENSSHAG00000001463
sarcophilus_harrisii ENSSHAG00000000428
sarcophilus_harrisii ENSSHAG00000000822
monodelphis_domestica ENSMODG00000023586
phascolarctos_cinereus ENSPCIG00000023629
phascolarctos_cinereus ENSPCIG00000030184
sarcophilus_harrisii ENSSHAG00000000334
phascolarctos_cinereus ENSPCIG00000000382
sarcophilus_harrisii ENSSHAG00000003790
sarcophilus_harrisii ENSSHAG00000002804
monodelphis_domestica ENSMODG00000013029
sarcophilus_harrisii ENSSHAG00000002231
monodelphis_domestica ENSMODG00000023640
monodelphis_domestica ENSMODG00000023870
monodelphis_domestica ENSMODG00000023639
monodelphis_domestica ENSMODG00000022795
monodelphis_domestica ENSMODG00000022593
monodelphis_domestica ENSMODG00000025016
monodelphis_domestica ENSMODG00000023033
monodelphis_domestica ENSMODG00000023647
monodelphis_domestica ENSMODG00000028627
monodelphis_domestica ENSMODG00000022826
monodelphis_domestica ENSMODG00000022794
monodelphis_domestica ENSMODG00000023859
monodelphis_domestica ENSMODG00000023871
monodelphis_domestica ENSMODG00000023050
monodelphis_domestica ENSMODG00000023630
monodelphis_domestica ENSMODG00000023443
monodelphis_domestica ENSMODG00000023645
monodelphis_domestica ENSMODG00000023397
monodelphis_domestica ENSMODG00000022843
monodelphis_domestica ENSMODG00000025200
monodelphis_domestica ENSMODG00000025216
monodelphis_domestica ENSMODG00000016758
monodelphis_domestica ENSMODG00000014591
monodelphis_domestica ENSMODG00000025428
monodelphis_domestica ENSMODG00000022787
monodelphis_domestica ENSMODG00000023028
monodelphis_domestica ENSMODG00000022741
monodelphis_domestica ENSMODG00000007958
monodelphis_domestica ENSMODG00000022671
monodelphis_domestica ENSMODG00000024504
monodelphis_domestica ENSMODG00000011021
monodelphis_domestica ENSMODG00000023450
monodelphis_domestica ENSMODG00000022793
monodelphis_domestica ENSMODG00000023861
monodelphis_domestica ENSMODG00000027660
monodelphis_domestica ENSMODG00000022842
monodelphis_domestica ENSMODG00000023099
monodelphis_domestica ENSMODG00000022841
monodelphis_domestica ENSMODG00000023517
monodelphis_domestica ENSMODG00000001006
notamacropus_eugenii ENSMEUG00000008367
monodelphis_domestica ENSMODG00000006378
sarcophilus_harrisii ENSSHAG00000001664
monodelphis_domestica ENSMODG00000027616
monodelphis_domestica ENSMODG00000012463
spermophilus_dauricus ENSSDAG00000021306
spermophilus_dauricus ENSSDAG00000001258
marmota_marmota_marmota ENSMMMG00000022564
mus_musculus ENSMUSG00000112160
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030707
mus_spicilegus ENSMSIG00000005242
mus_musculus ENSMUSG00000074165
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029608
mus_pahari MGP_PahariEiJ_G0012841
nannospalax_galili ENSNGAG00000017025
spermophilus_dauricus ENSSDAG00000021330
fukomys_damarensis ENSFDAG00000019557
heterocephalus_glaber_male ENSHGLG00100005375
cricetulus_griseus_crigri-picr ENSCGRG00015004204
nomascus_leucogenys ENSNLEG00000030852
otolemur_garnettii ENSOGAG00000029772
cavia_porcellus ENSCPOG00000031646
dasypus_novemcinctus ENSDNOG00000043508
dasypus_novemcinctus ENSDNOG00000048439
dasypus_novemcinctus ENSDNOG00000038646
monodelphis_domestica ENSMODG00000008415
phascolarctos_cinereus ENSPCIG00000030189
gopherus_agassizii ENSGAGG00000013668
mola_mola ENSMMOG00000018975
gasterosteus_aculeatus ENSGACG00000001358
canis_lupus_familiaris ENSCAFG00000030354
canis_lupus_dingo ENSCAFG00020017955
felis_catus ENSFCAG00000043217
ailuropoda_melanoleuca ENSAMEG00000018234
capra_hircus ENSCHIG00000018395
monodelphis_domestica ENSMODG00000008031
monodelphis_domestica ENSMODG00000024138
monodelphis_domestica ENSMODG00000005872
monodelphis_domestica ENSMODG00000005955
ailuropoda_melanoleuca ENSAMEG00000002479
spermophilus_dauricus ENSSDAG00000006638
urocitellus_parryii ENSUPAG00010022258
castor_canadensis ENSCCNG00000029989
salvator_merianae ENSSMRG00000019757
salvator_merianae ENSSMRG00000019897
salvator_merianae ENSSMRG00000020614
salvator_merianae ENSSMRG00000020610
salvator_merianae ENSSMRG00000020626
salvator_merianae ENSSMRG00000020702
salvator_merianae ENSSMRG00000018847
salvator_merianae ENSSMRG00000019888
salvator_merianae ENSSMRG00000019902
salvator_merianae ENSSMRG00000019836
salvator_merianae ENSSMRG00000018834
pogona_vitticeps ENSPVIG00000003466
salvator_merianae ENSSMRG00000010671
salvator_merianae ENSSMRG00000020711
salvator_merianae ENSSMRG00000019995
pogona_vitticeps ENSPVIG00000004115
salvator_merianae ENSSMRG00000019742
sphenodon_punctatus ENSSPUG00000006424
monodelphis_domestica ENSMODG00000011108
oryzias_latipes ENSORLG00020002653
neolamprologus_brichardi ENSNBRG00000001704
oryzias_latipes ENSORLG00020014041
oryzias_latipes_asm223469v1 ENSORLG00015011171
acanthochromis_polyacanthus ENSAPOG00000011291
hippocampus_comes ENSHCOG00000006913
esox_lucius ENSELUG00000016988
ictalurus_punctatus ENSIPUG00000002541
danio_rerio ENSDARG00000104641
poecilia_formosa ENSPFOG00000011261
poecilia_mexicana ENSPMEG00000024182
poecilia_latipinna ENSPLAG00000014063
cyprinodon_variegatus ENSCVAG00000001212
fundulus_heteroclitus ENSFHEG00000015718
kryptolebias_marmoratus ENSKMAG00000006425
pundamilia_nyererei ENSPNYG00000000963
haplochromis_burtoni ENSHBUG00000014373
scophthalmus_maximus ENSSMAG00000012307
mastacembelus_armatus ENSMAMG00000020037
ictalurus_punctatus ENSIPUG00000007361
scleropages_formosus ENSSFOG00015001710
paramormyrops_kingsleyae ENSPKIG00000001476
caenorhabditis_elegans_strain_n2 WBGene00006492
