gasterosteus_aculeatus ENSGACG00000016713
labrus_bergylta ENSLBEG00000017769
scophthalmus_maximus ENSSMAG00000003754
fundulus_heteroclitus ENSFHEG00000003944
cyprinodon_variegatus ENSCVAG00000017166
poecilia_latipinna ENSPLAG00000016626
poecilia_mexicana ENSPMEG00000016698
poecilia_formosa ENSPFOG00000019841
poecilia_reticulata ENSPREG00000015073
xiphophorus_couchianus ENSXCOG00000002836
xiphophorus_maculatus ENSXMAG00000005537
gambusia_affinis ENSGAFG00000010827
kryptolebias_marmoratus ENSKMAG00000016921
oryzias_latipes_asm223469v1 ENSORLG00015007621
oryzias_latipes ENSORLG00020019565
oryzias_latipes ENSORLG00000007114
oryzias_melastigma ENSOMEG00000004134
mastacembelus_armatus ENSMAMG00000013212
monopterus_albus ENSMALG00000021901
seriola_dumerili ENSSDUG00000023498
seriola_lalandi_dorsalis ENSSLDG00000009557
amphiprion_percula ENSAPEG00000015092
amphiprion_ocellaris ENSAOCG00000015040
acanthochromis_polyacanthus ENSAPOG00000016051
stegastes_partitus ENSSPAG00000018824
haplochromis_burtoni ENSHBUG00000022878
pundamilia_nyererei ENSPNYG00000009607
astatotilapia_calliptera ENSACLG00000011876
neolamprologus_brichardi ENSNBRG00000006727
oreochromis_niloticus ENSONIG00000002871
amphilophus_citrinellus ENSACIG00000019578
takifugu_rubripes ENSTRUG00000018659
tetraodon_nigroviridis ENSTNIG00000009020
periophthalmus_magnuspinnatus ENSPMGG00000008867
cynoglossus_semilaevis ENSCSEG00000017877
hippocampus_comes ENSHCOG00000003663
gadus_morhua ENSGMOG00000011797
esox_lucius ENSELUG00000013674
astyanax_mexicanus ENSAMXG00000008540
pygocentrus_nattereri ENSPNAG00000013396
ictalurus_punctatus ENSIPUG00000019544
seriola_dumerili ENSSDUG00000019071
seriola_lalandi_dorsalis ENSSLDG00000013562
anabas_testudineus ENSATEG00000014595
mastacembelus_armatus ENSMAMG00000018988
xiphophorus_maculatus ENSXMAG00000028012
poecilia_reticulata ENSPREG00000003211
fundulus_heteroclitus ENSFHEG00000007746
cyprinodon_variegatus ENSCVAG00000000944
kryptolebias_marmoratus ENSKMAG00000021205
oryzias_latipes ENSORLG00020013167
oryzias_latipes_asm223469v1 ENSORLG00015003435
oryzias_latipes ENSORLG00000017558
oryzias_melastigma ENSOMEG00000007762
amphiprion_percula ENSAPEG00000022849
acanthochromis_polyacanthus ENSAPOG00000018234
stegastes_partitus ENSSPAG00000022420
astatotilapia_calliptera ENSACLG00000007631
pundamilia_nyererei ENSPNYG00000013589
haplochromis_burtoni ENSHBUG00000022537
maylandia_zebra ENSMZEG00005000415
neolamprologus_brichardi ENSNBRG00000024312
amphilophus_citrinellus ENSACIG00000005193
labrus_bergylta ENSLBEG00000007776
periophthalmus_magnuspinnatus ENSPMGG00000002356
tetraodon_nigroviridis ENSTNIG00000005859
takifugu_rubripes ENSTRUG00000013239
hippocampus_comes ENSHCOG00000021167
pygocentrus_nattereri ENSPNAG00000024532
astyanax_mexicanus ENSAMXG00000033665
ictalurus_punctatus ENSIPUG00000017053
danio_rerio ENSDARG00000007430
notamacropus_eugenii ENSMEUG00000003828
phascolarctos_cinereus ENSPCIG00000024119
sarcophilus_harrisii ENSSHAG00000015972
monodelphis_domestica ENSMODG00000012108
ornithorhynchus_anatinus ENSOANG00000001043
gallus_gallus ENSGALG00000003895
meleagris_gallopavo ENSMGAG00000005438
coturnix_japonica ENSCJPG00005001974
anser_brachyrhynchus ENSABRG00000020900
lonchura_striata_domestica ENSLSDG00000003320
serinus_canaria ENSSCAG00000004509
cyanistes_caeruleus ENSCCEG00000024312
parus_major ENSPMJG00000006843
junco_hyemalis ENSJHYG00000007151
ficedula_albicollis ENSFALG00000001445
lepidothrix_coronata ENSLCOG00000013068
zonotrichia_albicollis ENSZALG00000015233
manacus_vitellinus ENSMVIG00005000700
calidris_pugnax ENSCPUG00000011236
