eptatretus_burgeri ENSEBUG00000007809
petromyzon_marinus ENSPMAG00000009139
gopherus_agassizii ENSGAGG00000002898
sphenodon_punctatus ENSSPUG00000001196
gopherus_agassizii ENSGAGG00000014353
gopherus_agassizii ENSGAGG00000006633
chrysemys_picta_bellii ENSCPBG00000024625
gopherus_agassizii ENSGAGG00000000622
pelodiscus_sinensis ENSPSIG00000012251
salvator_merianae ENSSMRG00000006628
salvator_merianae ENSSMRG00000006630
pogona_vitticeps ENSPVIG00000022586
anolis_carolinensis ENSACAG00000008387
notechis_scutatus ENSNSUG00000008465
phascolarctos_cinereus ENSPCIG00000036434
notamacropus_eugenii ENSMEUG00000015028
sarcophilus_harrisii ENSSHAG00000012529
monodelphis_domestica ENSMODG00000007228
homo_sapiens ENSG00000100814
gorilla_gorilla ENSGGOG00000004586
pan_paniscus ENSPPAG00000032041
pan_troglodytes ENSPTRG00000006088
pongo_abelii ENSPPYG00000005561
nomascus_leucogenys ENSNLEG00000010636
macaca_fascicularis ENSMFAG00000037728
macaca_nemestrina ENSMNEG00000003014
macaca_mulatta ENSMMUG00000016251
theropithecus_gelada ENSTGEG00000014309
mandrillus_leucophaeus ENSMLEG00000034196
cercocebus_atys ENSCATG00000043288
papio_anubis ENSPANG00000023212
chlorocebus_sabaeus ENSCSAG00000016802
rhinopithecus_roxellana ENSRROG00000018437
rhinopithecus_bieti ENSRBIG00000005582
colobus_angolensis_palliatus ENSCANG00000033201
piliocolobus_tephrosceles ENSPTEG00000016207
rhinopithecus_bieti ENSRBIG00000028428
rhinopithecus_roxellana ENSRROG00000040056
cebus_capucinus ENSCCAG00000024533
cebus_capucinus ENSCCAG00000030134
callithrix_jacchus ENSCJAG00000009967
saimiri_boliviensis_boliviensis ENSSBOG00000029383
aotus_nancymaae ENSANAG00000010132
carlito_syrichta ENSTSYG00000013109
prolemur_simus ENSPSMG00000020394
microcebus_murinus ENSMICG00000041696
propithecus_coquereli ENSPCOG00000016207
otolemur_garnettii ENSOGAG00000016119
tupaia_belangeri ENSTBEG00000001000
cavia_porcellus ENSCPOG00000009014
cavia_aperea ENSCAPG00000004239
chinchilla_lanigera ENSCLAG00000000636
heterocephalus_glaber_female ENSHGLG00000004943
heterocephalus_glaber_male ENSHGLG00100012158
fukomys_damarensis ENSFDAG00000012687
castor_canadensis ENSCCNG00000026621
spermophilus_dauricus ENSSDAG00000010180
urocitellus_parryii ENSUPAG00010008209
marmota_marmota_marmota ENSMMMG00000001286
ictidomys_tridecemlineatus ENSSTOG00000019959
