petromyzon_marinus ENSPMAG00000004996
eptatretus_burgeri ENSEBUG00000014734
gadus_morhua ENSGMOG00000002845
hippocampus_comes ENSHCOG00000006956
esox_lucius ENSELUG00000001862
danio_rerio ENSDARG00000027316
scleropages_formosus ENSSFOG00015000867
paramormyrops_kingsleyae ENSPKIG00000005943
lepisosteus_oculatus ENSLOCG00000015162
takifugu_rubripes ENSTRUG00000013371
tetraodon_nigroviridis ENSTNIG00000011008
mola_mola ENSMMOG00000001697
labrus_bergylta ENSLBEG00000016676
gasterosteus_aculeatus ENSGACG00000019838
monopterus_albus ENSMALG00000011582
mastacembelus_armatus ENSMAMG00000012270
anabas_testudineus ENSATEG00000018990
scophthalmus_maximus ENSSMAG00000002712
cynoglossus_semilaevis ENSCSEG00000006496
seriola_lalandi_dorsalis ENSSLDG00000020756
seriola_dumerili ENSSDUG00000001701
fundulus_heteroclitus ENSFHEG00000004788
cyprinodon_variegatus ENSCVAG00000012098
poecilia_formosa ENSPFOG00000007657
poecilia_mexicana ENSPMEG00000020845
poecilia_latipinna ENSPLAG00000010177
poecilia_reticulata ENSPREG00000001131
xiphophorus_maculatus ENSXMAG00000018543
xiphophorus_couchianus ENSXCOG00000013667
gambusia_affinis ENSGAFG00000015122
kryptolebias_marmoratus ENSKMAG00000009492
oryzias_latipes_asm223469v1 ENSORLG00015011775
oryzias_latipes ENSORLG00000015425
oryzias_latipes ENSORLG00020001076
oryzias_melastigma ENSOMEG00000005951
amphiprion_ocellaris ENSAOCG00000000601
amphiprion_percula ENSAPEG00000007824
acanthochromis_polyacanthus ENSAPOG00000018129
stegastes_partitus ENSSPAG00000012228
pundamilia_nyererei ENSPNYG00000001534
haplochromis_burtoni ENSHBUG00000019597
maylandia_zebra ENSMZEG00005005314
astatotilapia_calliptera ENSACLG00000022214
neolamprologus_brichardi ENSNBRG00000007474
oreochromis_niloticus ENSONIG00000011431
amphilophus_citrinellus ENSACIG00000003022
periophthalmus_magnuspinnatus ENSPMGG00000003303
anser_brachyrhynchus ENSABRG00000004743
anas_platyrhynchos_platyrhynchos ENSAPLG00000002388
gallus_gallus ENSGALG00000012658
coturnix_japonica ENSCJPG00005018287
meleagris_gallopavo ENSMGAG00000012885
numida_meleagris ENSNMEG00000011908
calidris_pygmaea ENSCPGG00000011552
calidris_pugnax ENSCPUG00000015266
melopsittacus_undulatus ENSMUNG00000001803
zonotrichia_albicollis ENSZALG00000003382
junco_hyemalis ENSJHYG00000007822
serinus_canaria ENSSCAG00000003267
taeniopygia_guttata ENSTGUG00000011052
taeniopygia_guttata ENSTGUG00000013854
lonchura_striata_domestica ENSLSDG00000014669
ficedula_albicollis ENSFALG00000013422
parus_major ENSPMJG00000008715
cyanistes_caeruleus ENSCCEG00000007012
manacus_vitellinus ENSMVIG00005017751
lepidothrix_coronata ENSLCOG00000008842
apteryx_haastii ENSAHAG00000004772
apteryx_rowi ENSARWG00000007473
apteryx_owenii ENSAOWG00000012948
dromaius_novaehollandiae ENSDNVG00000007217
nothoprocta_perdicaria ENSNPEG00000015782
crocodylus_porosus ENSCPRG00005018465
chrysemys_picta_bellii ENSCPBG00000023203
chelonoidis_abingdonii ENSCABG00000004014
pelodiscus_sinensis ENSPSIG00000015900
pogona_vitticeps ENSPVIG00000018791
anolis_carolinensis ENSACAG00000015487
notechis_scutatus ENSNSUG00000013024
salvator_merianae ENSSMRG00000015897
sphenodon_punctatus ENSSPUG00000004852
ovis_aries ENSOARG00000017370
capra_hircus ENSCHIG00000014442
bos_taurus ENSBTAG00000002127
bos_mutus ENSBMUG00000003454
bison_bison_bison ENSBBBG00000000754
tursiops_truncatus ENSTTRG00000010676
sus_scrofa ENSSSCG00000024881
vicugna_pacos ENSVPAG00000010477
ursus_maritimus ENSUMAG00000017524
ursus_americanus ENSUAMG00000003859
ailuropoda_melanoleuca ENSAMEG00000015999
neovison_vison ENSNVIG00000011089
mustela_putorius_furo ENSMPUG00000012134
canis_lupus_familiaris ENSCAFG00000001873
canis_lupus_dingo ENSCAFG00020005088
vulpes_vulpes ENSVVUG00000023095
panthera_pardus ENSPPRG00000012496
panthera_tigris_altaica ENSPTIG00000022100
felis_catus ENSFCAG00000013633
equus_asinus_asinus ENSEASG00005021180
equus_caballus ENSECAG00000009099
pteropus_vampyrus ENSPVAG00000005859
myotis_lucifugus ENSMLUG00000016228
erinaceus_europaeus ENSEEUG00000008629
sorex_araneus ENSSARG00000013948
oryctolagus_cuniculus ENSOCUG00000015714
ochotona_princeps ENSOPRG00000008554
dipodomys_ordii ENSDORG00000013342
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016494
mus_musculus ENSMUSG00000020034
mus_spicilegus ENSMSIG00000029916
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015676
mus_pahari MGP_PahariEiJ_G0031408
rattus_norvegicus ENSRNOG00000007587
meriones_unguiculatus ENSMUGG00000019936
meriones_unguiculatus ENSMUGG00000019923
cricetulus_griseus_crigri ENSCGRG00000008698
cricetulus_griseus_crigri-picr ENSCGRG00015012208
cricetulus_griseus_chok1gshd ENSCGRG00001018969
mesocricetus_auratus ENSMAUG00000015732
peromyscus_maniculatus_bairdii ENSPEMG00000019827
microtus_ochrogaster ENSMOCG00000015571
nannospalax_galili ENSNGAG00000012830
jaculus_jaculus ENSJJAG00000002081
castor_canadensis ENSCCNG00000022531
chinchilla_lanigera ENSCLAG00000010514
octodon_degus ENSODEG00000011530
cavia_porcellus ENSCPOG00000014150
cavia_aperea ENSCAPG00000009990
heterocephalus_glaber_female ENSHGLG00000008874
heterocephalus_glaber_male ENSHGLG00100012844
fukomys_damarensis ENSFDAG00000015441
urocitellus_parryii ENSUPAG00010002164
urocitellus_parryii ENSUPAG00010008886
spermophilus_dauricus ENSSDAG00000006979
ictidomys_tridecemlineatus ENSSTOG00000026214
marmota_marmota_marmota ENSMMMG00000017141
pan_troglodytes ENSPTRG00000005388
pan_paniscus ENSPPAG00000041787
homo_sapiens ENSG00000166046
gorilla_gorilla ENSGGOG00000001958
pongo_abelii ENSPPYG00000004904
nomascus_leucogenys ENSNLEG00000006650
macaca_nemestrina ENSMNEG00000044893
macaca_fascicularis ENSMFAG00000042033
macaca_mulatta ENSMMUG00000003711
mandrillus_leucophaeus ENSMLEG00000041194
cercocebus_atys ENSCATG00000029405
papio_anubis ENSPANG00000022859
theropithecus_gelada ENSTGEG00000011165
chlorocebus_sabaeus ENSCSAG00000002959
rhinopithecus_roxellana ENSRROG00000037328
rhinopithecus_bieti ENSRBIG00000035565
piliocolobus_tephrosceles ENSPTEG00000017482
colobus_angolensis_palliatus ENSCANG00000043689
cebus_capucinus ENSCCAG00000031162
saimiri_boliviensis_boliviensis ENSSBOG00000025697
callithrix_jacchus ENSCJAG00000014977
aotus_nancymaae ENSANAG00000034285
carlito_syrichta ENSTSYG00000014074
microcebus_murinus ENSMICG00000008898
propithecus_coquereli ENSPCOG00000027015
prolemur_simus ENSPSMG00000011020
otolemur_garnettii ENSOGAG00000014770
tupaia_belangeri ENSTBEG00000017135
choloepus_hoffmanni ENSCHOG00000013205
dasypus_novemcinctus ENSDNOG00000001532
loxodonta_africana ENSLAFG00000030164
procavia_capensis ENSPCAG00000017024
echinops_telfairi ENSETEG00000017711
phascolarctos_cinereus ENSPCIG00000009513
notamacropus_eugenii ENSMEUG00000010692
sarcophilus_harrisii ENSSHAG00000011718
monodelphis_domestica ENSMODG00000001909
ornithorhynchus_anatinus ENSOANG00000005538
xenopus_tropicalis ENSXETG00000006691
latimeria_chalumnae ENSLACG00000011812
