bos_mutus ENSBMUG00000020863
bos_taurus ENSBTAG00000049987
bison_bison ENSBBBG00000005913
felis_catus ENSFCAG00000047200
ursus_americanus ENSUAMG00000019346
equus_asinus ENSEASG00005006537
equus_caballus ENSECAG00000034298
piliocolobus_tephrosceles ENSPTEG00000002320
colobus_angolensis ENSCANG00000011846
rhinopithecus_roxellana ENSRROG00000002812
theropithecus_gelada ENSTGEG00000026077
papio_anubis ENSPANG00000036090
macaca_nemestrina ENSMNEG00000024568
pan_paniscus ENSPPAG00000040505
pan_troglodytes ENSPTRG00000051756
gorilla_gorilla ENSGGOG00000037014
nomascus_leucogenys ENSNLEG00000031969
callithrix_jacchus ENSCJAG00000047870
prolemur_simus ENSPSMG00000012741
