homo_sapiens ENSG00000156427
gorilla_gorilla ENSGGOG00000007226
pan_paniscus ENSPPAG00000043852
pan_troglodytes ENSPTRG00000017524
pongo_abelii ENSPPYG00000016038
rhinopithecus_roxellana ENSRROG00000044210
colobus_angolensis_palliatus ENSCANG00000042858
macaca_mulatta ENSMMUG00000045352
mandrillus_leucophaeus ENSMLEG00000029867
macaca_nemestrina ENSMNEG00000039895
macaca_fascicularis ENSMFAG00000038560
theropithecus_gelada ENSTGEG00000012130
cercocebus_atys ENSCATG00000040646
chlorocebus_sabaeus ENSCSAG00000009667
papio_anubis ENSPANG00000017661
piliocolobus_tephrosceles ENSPTEG00000032464
rhinopithecus_bieti ENSRBIG00000042277
callithrix_jacchus ENSCJAG00000019329
cebus_capucinus ENSCCAG00000025826
saimiri_boliviensis_boliviensis ENSSBOG00000024519
aotus_nancymaae ENSANAG00000028876
carlito_syrichta ENSTSYG00000029720
propithecus_coquereli ENSPCOG00000028662
prolemur_simus ENSPSMG00000017028
microcebus_murinus ENSMICG00000012403
otolemur_garnettii ENSOGAG00000013617
oryctolagus_cuniculus ENSOCUG00000011124
ochotona_princeps ENSOPRG00000007393
castor_canadensis ENSCCNG00000006549
dipodomys_ordii ENSDORG00000025835
equus_asinus_asinus ENSEASG00005011907
ovis_aries ENSOARG00000003578
ursus_maritimus ENSUMAG00000024652
canis_lupus_dingo ENSCAFG00020008729
felis_catus ENSFCAG00000007079
panthera_tigris_altaica ENSPTIG00000021564
ursus_americanus ENSUAMG00000023588
myotis_lucifugus ENSMLUG00000005698
canis_lupus_familiaris ENSCAFG00000016903
vulpes_vulpes ENSVVUG00000002630
mustela_putorius_furo ENSMPUG00000012855
neovison_vison ENSNVIG00000022241
ailuropoda_melanoleuca ENSAMEG00000003903
panthera_pardus ENSPPRG00000013778
sus_scrofa ENSSSCG00000016997
tursiops_truncatus ENSTTRG00000008375
bos_taurus ENSBTAG00000000128
bos_mutus ENSBMUG00000011249
bison_bison_bison ENSBBBG00000011877
capra_hircus ENSCHIG00000011455
pteropus_vampyrus ENSPVAG00000002212
equus_caballus ENSECAG00000030850
loxodonta_africana ENSLAFG00000021964
chinchilla_lanigera ENSCLAG00000013051
octodon_degus ENSODEG00000000131
heterocephalus_glaber_male ENSHGLG00100015486
heterocephalus_glaber_female ENSHGLG00000011400
heterocephalus_glaber_female ENSHGLG00000015747
heterocephalus_glaber_male ENSHGLG00100009278
heterocephalus_glaber_female ENSHGLG00000000077
fukomys_damarensis ENSFDAG00000019058
cavia_porcellus ENSCPOG00000006088
cavia_aperea ENSCAPG00000016520
mus_musculus ENSMUSG00000057967
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017032
mus_spicilegus ENSMSIG00000023572
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016191
mus_pahari MGP_PahariEiJ_G0017327
rattus_norvegicus ENSRNOG00000048389
meriones_unguiculatus ENSMUGG00000006934
cricetulus_griseus_chok1gshd ENSCGRG00001017188
cricetulus_griseus_crigri-picr ENSCGRG00015020822
mesocricetus_auratus ENSMAUG00000000510
peromyscus_maniculatus_bairdii ENSPEMG00000027707
microtus_ochrogaster ENSMOCG00000010978
nannospalax_galili ENSNGAG00000001054
jaculus_jaculus ENSJJAG00000016780
urocitellus_parryii ENSUPAG00010022179
ictidomys_tridecemlineatus ENSSTOG00000023666
marmota_marmota_marmota ENSMMMG00000010418
spermophilus_dauricus ENSSDAG00000013903
procavia_capensis ENSPCAG00000014826
macaca_mulatta ENSMMUG00000019401
nomascus_leucogenys ENSNLEG00000000334
tupaia_belangeri ENSTBEG00000000620
dasypus_novemcinctus ENSDNOG00000048612
ornithorhynchus_anatinus ENSOANG00000012764
gopherus_agassizii ENSGAGG00000005092
cricetulus_griseus_crigri ENSCGRG00000007692
notamacropus_eugenii ENSMEUG00000013914
phascolarctos_cinereus ENSPCIG00000035812
sarcophilus_harrisii ENSSHAG00000008211
monodelphis_domestica ENSMODG00000006480
chelonoidis_abingdonii ENSCABG00000006288
pelodiscus_sinensis ENSPSIG00000011698
coturnix_japonica ENSCJPG00005011359
gallus_gallus ENSGALG00000002203
numida_meleagris ENSNMEG00000013903
calidris_pugnax ENSCPUG00000006855
melopsittacus_undulatus ENSMUNG00000009505
parus_major ENSPMJG00000002771
ficedula_albicollis ENSFALG00000003309
junco_hyemalis ENSJHYG00000001968
manacus_vitellinus ENSMVIG00005000742
taeniopygia_guttata ENSTGUG00000014702
taeniopygia_guttata ENSTGUG00000015006
lonchura_striata_domestica ENSLSDG00000008431
serinus_canaria ENSSCAG00000016641
zonotrichia_albicollis ENSZALG00000015775
cyanistes_caeruleus ENSCCEG00000013462
lepidothrix_coronata ENSLCOG00000005360
meleagris_gallopavo ENSMGAG00000001581
calidris_pygmaea ENSCPGG00000015115
nothoprocta_perdicaria ENSNPEG00000002145
apteryx_haastii ENSAHAG00000009981
apteryx_rowi ENSARWG00000004767
apteryx_owenii ENSAOWG00000019129
dromaius_novaehollandiae ENSDNVG00000002416
anser_brachyrhynchus ENSABRG00000021394
anas_platyrhynchos_platyrhynchos ENSAPLG00000010108
crocodylus_porosus ENSCPRG00005003136
gopherus_agassizii ENSGAGG00000020251
pogona_vitticeps ENSPVIG00000018948
anolis_carolinensis ENSACAG00000025540
notechis_scutatus ENSNSUG00000000958
salvator_merianae ENSSMRG00000022718
sphenodon_punctatus ENSSPUG00000017267
