xenopus_tropicalis ENSXETG00000017964
ornithorhynchus_anatinus ENSOANG00000021030
latimeria_chalumnae ENSLACG00000013773
anser_brachyrhynchus ENSABRG00000008855
anas_platyrhynchos ENSAPLG00000016198
meleagris_gallopavo ENSMGAG00000013072
coturnix_japonica ENSCJPG00005004752
gallus_gallus ENSGALG00000015709
numida_meleagris ENSNMEG00000020057
taeniopygia_guttata ENSTGUG00000010612
lonchura_striata ENSLSDG00000000095
serinus_canaria ENSSCAG00000015066
parus_major ENSPMJG00000016761
cyanistes_caeruleus ENSCCEG00000024018
ficedula_albicollis ENSFALG00000009974
manacus_vitellinus ENSMVIG00005000191
lepidothrix_coronata ENSLCOG00000013285
melopsittacus_undulatus ENSMUNG00000001275
calidris_pugnax ENSCPUG00000007597
calidris_pygmaea ENSCPGG00000009429
apteryx_owenii ENSAOWG00000007424
apteryx_haastii ENSAHAG00000004961
apteryx_rowi ENSARWG00000012449
dromaius_novaehollandiae ENSDNVG00000012230
nothoprocta_perdicaria ENSNPEG00000001280
crocodylus_porosus ENSCPRG00005001402
chrysemys_picta ENSCPBG00000000303
gopherus_agassizii ENSGAGG00000012093
pelodiscus_sinensis ENSPSIG00000011605
sphenodon_punctatus ENSSPUG00000015987
pogona_vitticeps ENSPVIG00000014376
propithecus_coquereli ENSPCOG00000024203
microcebus_murinus ENSMICG00000038424
otolemur_garnettii ENSOGAG00000014875
prolemur_simus ENSPSMG00000002860
pan_troglodytes ENSPTRG00000015834
pan_paniscus ENSPPAG00000041213
homo_sapiens ENSG00000013810
gorilla_gorilla ENSGGOG00000041158
pongo_abelii ENSPPYG00000014531
nomascus_leucogenys ENSNLEG00000000057
colobus_angolensis ENSCANG00000040897
piliocolobus_tephrosceles ENSPTEG00000022104
rhinopithecus_bieti ENSRBIG00000042233
rhinopithecus_roxellana ENSRROG00000039140
mandrillus_leucophaeus ENSMLEG00000010263
cercocebus_atys ENSCATG00000029112
theropithecus_gelada ENSTGEG00000020648
papio_anubis ENSPANG00000007581
macaca_mulatta ENSMMUG00000011191
macaca_nemestrina ENSMNEG00000041051
macaca_fascicularis ENSMFAG00000043154
chlorocebus_sabaeus ENSCSAG00000015639
callithrix_jacchus ENSCJAG00000001805
callithrix_jacchus ENSCJAG00000052515
cebus_capucinus ENSCCAG00000037097
saimiri_boliviensis ENSSBOG00000022484
aotus_nancymaae ENSANAG00000028183
cricetulus_griseus ENSCGRG00000005932
cricetulus_griseus ENSCGRG00001022858
cricetulus_griseus ENSCGRG00015027099
mesocricetus_auratus ENSMAUG00000008651
