gopherus_agassizii ENSGAGG00000000548
chelonoidis_abingdonii ENSCABG00000003086
chrysemys_picta_bellii ENSCPBG00000027292
pelodiscus_sinensis ENSPSIG00000004515
anolis_carolinensis ENSACAG00000004836
pogona_vitticeps ENSPVIG00000023716
notechis_scutatus ENSNSUG00000007403
salvator_merianae ENSSMRG00000021802
sphenodon_punctatus ENSSPUG00000018437
crocodylus_porosus ENSCPRG00005007361
xenopus_tropicalis ENSXETG00000018632
anser_brachyrhynchus ENSABRG00000013265
anas_platyrhynchos_platyrhynchos ENSAPLG00000025778
gallus_gallus ENSGALG00000035950
meleagris_gallopavo ENSMGAG00000002136
coturnix_japonica ENSCJPG00005019335
numida_meleagris ENSNMEG00000005279
calidris_pugnax ENSCPUG00000014284
calidris_pygmaea ENSCPGG00000013333
lonchura_striata_domestica ENSLSDG00000005068
junco_hyemalis ENSJHYG00000007343
ficedula_albicollis ENSFALG00000006987
lepidothrix_coronata ENSLCOG00000001558
serinus_canaria ENSSCAG00000009745
parus_major ENSPMJG00000006807
melopsittacus_undulatus ENSMUNG00000016376
apteryx_owenii ENSAOWG00000000467
apteryx_haastii ENSAHAG00000013703
apteryx_rowi ENSARWG00000000638
dromaius_novaehollandiae ENSDNVG00000003283
nothoprocta_perdicaria ENSNPEG00000010623
pteropus_vampyrus ENSPVAG00000004370
myotis_lucifugus ENSMLUG00000030141
bos_taurus ENSBTAG00000020979
bos_mutus ENSBMUG00000000290
bison_bison_bison ENSBBBG00000021212
capra_hircus ENSCHIG00000019080
ovis_aries ENSOARG00000006007
tursiops_truncatus ENSTTRG00000007987
sus_scrofa ENSSSCG00000017548
equus_asinus_asinus ENSEASG00005000062
canis_lupus_familiaris ENSCAFG00000016934
canis_lupus_dingo ENSCAFG00020023430
vulpes_vulpes ENSVVUG00000003610
neovison_vison ENSNVIG00000006576
mustela_putorius_furo ENSMPUG00000015384
ailuropoda_melanoleuca ENSAMEG00000012352
ursus_americanus ENSUAMG00000018493
panthera_tigris_altaica ENSPTIG00000005161
panthera_pardus ENSPPRG00000013448
felis_catus ENSFCAG00000046296
pan_troglodytes ENSPTRG00000009377
pan_paniscus ENSPPAG00000039815
homo_sapiens ENSG00000064300
gorilla_gorilla ENSGGOG00000008434
pongo_abelii ENSPPYG00000008921
nomascus_leucogenys ENSNLEG00000003078
piliocolobus_tephrosceles ENSPTEG00000033934
colobus_angolensis_palliatus ENSCANG00000031550
rhinopithecus_roxellana ENSRROG00000032770
rhinopithecus_bieti ENSRBIG00000044844
macaca_fascicularis ENSMFAG00000044019
macaca_mulatta ENSMMUG00000014603
macaca_nemestrina ENSMNEG00000043507
papio_anubis ENSPANG00000022819
cercocebus_atys ENSCATG00000030822
theropithecus_gelada ENSTGEG00000029042
mandrillus_leucophaeus ENSMLEG00000009406
chlorocebus_sabaeus ENSCSAG00000002443
cebus_capucinus ENSCCAG00000032956
saimiri_boliviensis_boliviensis ENSSBOG00000031345
callithrix_jacchus ENSCJAG00000048552
aotus_nancymaae ENSANAG00000021546
carlito_syrichta ENSTSYG00000035206
propithecus_coquereli ENSPCOG00000018887
prolemur_simus ENSPSMG00000024367
microcebus_murinus ENSMICG00000037395
otolemur_garnettii ENSOGAG00000015270
castor_canadensis ENSCCNG00000001407
dipodomys_ordii ENSDORG00000004457
mus_spicilegus ENSMSIG00000019412
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017854
mus_musculus ENSMUSG00000000120
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017009
mus_pahari MGP_PahariEiJ_G0018138
rattus_norvegicus ENSRNOG00000005392
meriones_unguiculatus ENSMUGG00000010051
cricetulus_griseus_crigri ENSCGRG00000003789
cricetulus_griseus_crigri-picr ENSCGRG00015020504
cricetulus_griseus_chok1gshd ENSCGRG00001022139
mesocricetus_auratus ENSMAUG00000019765
microtus_ochrogaster ENSMOCG00000011552
peromyscus_maniculatus_bairdii ENSPEMG00000020336
nannospalax_galili ENSNGAG00000016145
jaculus_jaculus ENSJJAG00000003615
urocitellus_parryii ENSUPAG00010006025
