pteropus_vampyrus ENSPVAG00000012385
sorex_araneus ENSSARG00000013246
oryctolagus_cuniculus ENSOCUG00000026911
ochotona_princeps ENSOPRG00000003409
echinops_telfairi ENSETEG00000020178
prolemur_simus ENSPSMG00000018087
microcebus_murinus ENSMICG00000028884
otolemur_garnettii ENSOGAG00000010286
rhinopithecus_roxellana ENSRROG00000034734
rhinopithecus_bieti ENSRBIG00000028754
piliocolobus_tephrosceles ENSPTEG00000036798
colobus_angolensis_palliatus ENSCANG00000001433
macaca_fascicularis ENSMFAG00000042838
macaca_nemestrina ENSMNEG00000042161
papio_anubis ENSPANG00000022210
mandrillus_leucophaeus ENSMLEG00000028871
chlorocebus_sabaeus ENSCSAG00000008648
pan_troglodytes ENSPTRG00000017978
pan_paniscus ENSPPAG00000035577
homo_sapiens ENSG00000250641
gorilla_gorilla ENSGGOG00000009984
pongo_abelii ENSPPYG00000016451
homo_sapiens ENSG00000204424
nomascus_leucogenys ENSNLEG00000006240
cercocebus_atys ENSCATG00000042176
theropithecus_gelada ENSTGEG00000029389
cebus_capucinus ENSCCAG00000021945
saimiri_boliviensis_boliviensis ENSSBOG00000023678
callithrix_jacchus ENSCJAG00000045693
aotus_nancymaae ENSANAG00000035531
tupaia_belangeri ENSTBEG00000005866
myotis_lucifugus ENSMLUG00000009461
erinaceus_europaeus ENSEEUG00000009751
bos_taurus ENSBTAG00000000580
bos_mutus ENSBMUG00000014276
bison_bison_bison ENSBBBG00000017908
ovis_aries ENSOARG00000006545
capra_hircus ENSCHIG00000020017
sus_scrofa ENSSSCG00000033590
ursus_americanus ENSUAMG00000012222
ursus_maritimus ENSUMAG00000014129
ailuropoda_melanoleuca ENSAMEG00000009198
mustela_putorius_furo ENSMPUG00000011112
neovison_vison ENSNVIG00000015765
canis_lupus_dingo ENSCAFG00020020724
canis_lupus_familiaris ENSCAFG00000000610
vulpes_vulpes ENSVVUG00000021054
panthera_pardus ENSPPRG00000006686
panthera_tigris_altaica ENSPTIG00000013713
felis_catus ENSFCAG00000007643
equus_asinus_asinus ENSEASG00005015764
equus_caballus ENSECAG00000016484
propithecus_coquereli ENSPCOG00000021015
carlito_syrichta ENSTSYG00000000339
castor_canadensis ENSCCNG00000011106
dipodomys_ordii ENSDORG00000014187
mus_musculus ENSMUSG00000034923
mus_spicilegus ENSMSIG00000005811
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022406
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021501
mus_pahari MGP_PahariEiJ_G0020496
rattus_norvegicus ENSRNOG00000027225
meriones_unguiculatus ENSMUGG00000002693
peromyscus_maniculatus_bairdii ENSPEMG00000007568
microtus_ochrogaster ENSMOCG00000000339
cricetulus_griseus_chok1gshd ENSCGRG00001009267
cricetulus_griseus_crigri ENSCGRG00000015320
cricetulus_griseus_crigri-picr ENSCGRG00015028457
mesocricetus_auratus ENSMAUG00000020056
nannospalax_galili ENSNGAG00000004827
urocitellus_parryii ENSUPAG00010020367
marmota_marmota_marmota ENSMMMG00000010039
ictidomys_tridecemlineatus ENSSTOG00000013043
spermophilus_dauricus ENSSDAG00000005826
cavia_aperea ENSCAPG00000017929
cavia_porcellus ENSCPOG00000008520
chinchilla_lanigera ENSCLAG00000011200
octodon_degus ENSODEG00000017678
heterocephalus_glaber_male ENSHGLG00100018126
heterocephalus_glaber_female ENSHGLG00000017279
fukomys_damarensis ENSFDAG00000019793
procavia_capensis ENSPCAG00000013074
homo_sapiens ENSG00000244355
macaca_mulatta ENSMMUG00000038106
cebus_capucinus ENSCCAG00000034557
carlito_syrichta ENSTSYG00000031560
propithecus_coquereli ENSPCOG00000026710
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021499
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022404
mus_musculus ENSMUSG00000073413
mus_pahari MGP_PahariEiJ_G0020494
rattus_norvegicus ENSRNOG00000000844
meriones_unguiculatus ENSMUGG00000002644
cricetulus_griseus_chok1gshd ENSCGRG00001009978
cricetulus_griseus_crigri-picr ENSCGRG00015028455
mesocricetus_auratus ENSMAUG00000009349
peromyscus_maniculatus_bairdii ENSPEMG00000006406
microtus_ochrogaster ENSMOCG00000006983
nannospalax_galili ENSNGAG00000022523
heterocephalus_glaber_male ENSHGLG00100013962
heterocephalus_glaber_female ENSHGLG00000017252
fukomys_damarensis ENSFDAG00000014386
octodon_degus ENSODEG00000017755
chinchilla_lanigera ENSCLAG00000009432
cavia_porcellus ENSCPOG00000040085
castor_canadensis ENSCCNG00000011095
dipodomys_ordii ENSDORG00000028191
ictidomys_tridecemlineatus ENSSTOG00000031597
spermophilus_dauricus ENSSDAG00000005811
urocitellus_parryii ENSUPAG00010020352
marmota_marmota_marmota ENSMMMG00000010160
ursus_maritimus ENSUMAG00000014128
ursus_americanus ENSUAMG00000012220
neovison_vison ENSNVIG00000015745
canis_lupus_familiaris ENSCAFG00000031994
canis_lupus_dingo ENSCAFG00020020731
vulpes_vulpes ENSVVUG00000021061
panthera_tigris_altaica ENSPTIG00000013643
panthera_pardus ENSPPRG00000006927
felis_catus ENSFCAG00000039838
equus_asinus_asinus ENSEASG00005015762
equus_caballus ENSECAG00000019886
capra_hircus ENSCHIG00000011869
ovis_aries ENSOARG00000005880
bos_taurus ENSBTAG00000053561
callithrix_jacchus ENSCJAG00000002898
aotus_nancymaae ENSANAG00000033731
theropithecus_gelada ENSTGEG00000029391
bison_bison_bison ENSBBBG00000017895
bos_mutus ENSBMUG00000014328
theropithecus_gelada ENSTGEG00000015089
loxodonta_africana ENSLAFG00000005926
phascolarctos_cinereus ENSPCIG00000018513
notamacropus_eugenii ENSMEUG00000015173
monodelphis_domestica ENSMODG00000015265
ornithorhynchus_anatinus ENSOANG00000002164
