mastacembelus_armatus ENSMAMG00000013148
labrus_bergylta ENSLBEG00000008715
anabas_testudineus ENSATEG00000010451
mola_mola ENSMMOG00000021529
periophthalmus_magnuspinnatus ENSPMGG00000023577
acanthochromis_polyacanthus ENSAPOG00000008829
amphiprion_percula ENSAPEG00000007339
stegastes_partitus ENSSPAG00000006501
poecilia_formosa ENSPFOG00000024797
poecilia_reticulata ENSPREG00000000330
xiphophorus_couchianus ENSXCOG00000014549
astatotilapia_calliptera ENSACLG00000024174
maylandia_zebra ENSMZEG00005004381
pundamilia_nyererei ENSPNYG00000004086
neolamprologus_brichardi ENSNBRG00000001371
astatotilapia_calliptera ENSACLG00000024182
haplochromis_burtoni ENSHBUG00000015340
pundamilia_nyererei ENSPNYG00000004068
astatotilapia_calliptera ENSACLG00000024179
pundamilia_nyererei ENSPNYG00000004072
neolamprologus_brichardi ENSNBRG00000001390
maylandia_zebra ENSMZEG00005004373
astatotilapia_calliptera ENSACLG00000024185
maylandia_zebra ENSMZEG00005004354
pundamilia_nyererei ENSPNYG00000004056
haplochromis_burtoni ENSHBUG00000015347
amphilophus_citrinellus ENSACIG00000014720
pundamilia_nyererei ENSPNYG00000004044
haplochromis_burtoni ENSHBUG00000015366
neolamprologus_brichardi ENSNBRG00000001439
amphilophus_citrinellus ENSACIG00000014753
