castor_canadensis ENSCCNG00000021067
dipodomys_ordii ENSDORG00000009349
spermophilus_dauricus ENSSDAG00000016750
marmota_marmota_marmota ENSMMMG00000019417
urocitellus_parryii ENSUPAG00010006368
ictidomys_tridecemlineatus ENSSTOG00000028849
mus_musculus ENSMUSG00000047238
mus_spicilegus ENSMSIG00000014250
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034676
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0033507
mus_pahari MGP_PahariEiJ_G0032046
rattus_norvegicus ENSRNOG00000003178
meriones_unguiculatus ENSMUGG00000004652
peromyscus_maniculatus_bairdii ENSPEMG00000003236
microtus_ochrogaster ENSMOCG00000010509
cricetulus_griseus_crigri ENSCGRG00000010547
cricetulus_griseus_chok1gshd ENSCGRG00001009846
cricetulus_griseus_crigri-picr ENSCGRG00015018051
mesocricetus_auratus ENSMAUG00000015567
nannospalax_galili ENSNGAG00000011199
jaculus_jaculus ENSJJAG00000012620
oryctolagus_cuniculus ENSOCUG00000011207
ochotona_princeps ENSOPRG00000002590
tupaia_belangeri ENSTBEG00000016611
prolemur_simus ENSPSMG00000001500
microcebus_murinus ENSMICG00000017394
otolemur_garnettii ENSOGAG00000010249
saimiri_boliviensis_boliviensis ENSSBOG00000016153
callithrix_jacchus ENSCJAG00000045988
cebus_capucinus ENSCCAG00000031244
aotus_nancymaae ENSANAG00000031325
pan_troglodytes ENSPTRG00000028271
pan_troglodytes ENSPTRG00000047341
pan_paniscus ENSPPAG00000021882
homo_sapiens ENSG00000187601
gorilla_gorilla ENSGGOG00000036928
pongo_abelii ENSPPYG00000020394
nomascus_leucogenys ENSNLEG00000018484
rhinopithecus_roxellana ENSRROG00000037000
rhinopithecus_bieti ENSRBIG00000007602
colobus_angolensis_palliatus ENSCANG00000001326
piliocolobus_tephrosceles ENSPTEG00000018198
papio_anubis ENSPANG00000011551
mandrillus_leucophaeus ENSMLEG00000027956
theropithecus_gelada ENSTGEG00000027417
cercocebus_atys ENSCATG00000016838
chlorocebus_sabaeus ENSCSAG00000000123
macaca_mulatta ENSMMUG00000046259
macaca_nemestrina ENSMNEG00000016687
urocitellus_parryii ENSUPAG00010000171
bos_mutus ENSBMUG00000022357
bos_taurus ENSBTAG00000039090
capra_hircus ENSCHIG00000020251
ovis_aries ENSOARG00000005573
tursiops_truncatus ENSTTRG00000012663
sus_scrofa ENSSSCG00000012350
pteropus_vampyrus ENSPVAG00000004008
equus_caballus ENSECAG00000004355
equus_asinus_asinus ENSEASG00005002155
ursus_americanus ENSUAMG00000004954
ursus_maritimus ENSUMAG00000024102
ailuropoda_melanoleuca ENSAMEG00000019084
neovison_vison ENSNVIG00000003450
mustela_putorius_furo ENSMPUG00000020003
canis_lupus_familiaris ENSCAFG00000016486
canis_lupus_dingo ENSCAFG00020013788
vulpes_vulpes ENSVVUG00000006036
panthera_pardus ENSPPRG00000012567
panthera_tigris_altaica ENSPTIG00000007877
felis_catus ENSFCAG00000044732
felis_catus ENSFCAG00000043335
dasypus_novemcinctus ENSDNOG00000036018
loxodonta_africana ENSLAFG00000028261
