petromyzon_marinus ENSPMAG00000008469
eptatretus_burgeri ENSEBUG00000008992
mastacembelus_armatus ENSMAMG00000014877
xenopus_tropicalis ENSXETG00000001314
phascolarctos_cinereus ENSPCIG00000010496
notamacropus_eugenii ENSMEUG00000011490
monodelphis_domestica ENSMODG00000007360
sarcophilus_harrisii ENSSHAG00000016289
pan_troglodytes ENSPTRG00000003327
pan_paniscus ENSPPAG00000032798
homo_sapiens ENSG00000166402
gorilla_gorilla ENSGGOG00000006073
pongo_abelii ENSPPYG00000003510
nomascus_leucogenys ENSNLEG00000017515
rhinopithecus_roxellana ENSRROG00000030322
rhinopithecus_bieti ENSRBIG00000035326
colobus_angolensis_palliatus ENSCANG00000014836
piliocolobus_tephrosceles ENSPTEG00000001389
mandrillus_leucophaeus ENSMLEG00000020084
papio_anubis ENSPANG00000008346
theropithecus_gelada ENSTGEG00000018850
cercocebus_atys ENSCATG00000044953
macaca_fascicularis ENSMFAG00000031850
macaca_mulatta ENSMMUG00000015012
macaca_nemestrina ENSMNEG00000045168
chlorocebus_sabaeus ENSCSAG00000004435
callithrix_jacchus ENSCJAG00000011854
saimiri_boliviensis_boliviensis ENSSBOG00000031996
cebus_capucinus ENSCCAG00000024328
aotus_nancymaae ENSANAG00000004527
carlito_syrichta ENSTSYG00000012227
prolemur_simus ENSPSMG00000022108
microcebus_murinus ENSMICG00000005425
propithecus_coquereli ENSPCOG00000014766
otolemur_garnettii ENSOGAG00000013158
oryctolagus_cuniculus ENSOCUG00000017198
ochotona_princeps ENSOPRG00000014567
castor_canadensis ENSCCNG00000026369
dipodomys_ordii ENSDORG00000003539
urocitellus_parryii ENSUPAG00010023252
ictidomys_tridecemlineatus ENSSTOG00000005857
spermophilus_dauricus ENSSDAG00000022457
marmota_marmota_marmota ENSMMMG00000016165
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031418
mus_musculus ENSMUSG00000031028
mus_spicilegus ENSMSIG00000027173
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030304
mus_pahari MGP_PahariEiJ_G0013516
rattus_norvegicus ENSRNOG00000046566
meriones_unguiculatus ENSMUGG00000025762
peromyscus_maniculatus_bairdii ENSPEMG00000004517
microtus_ochrogaster ENSMOCG00000009897
cricetulus_griseus_chok1gshd ENSCGRG00001015707
cricetulus_griseus_crigri-picr ENSCGRG00015003744
cricetulus_griseus_crigri ENSCGRG00000003876
mesocricetus_auratus ENSMAUG00000011737
nannospalax_galili ENSNGAG00000007443
jaculus_jaculus ENSJJAG00000019957
heterocephalus_glaber_female ENSHGLG00000010255
heterocephalus_glaber_male ENSHGLG00100007676
fukomys_damarensis ENSFDAG00000014320
chinchilla_lanigera ENSCLAG00000016590
octodon_degus ENSODEG00000001584
cavia_aperea ENSCAPG00000004127
cavia_porcellus ENSCPOG00000010358
dasypus_novemcinctus ENSDNOG00000002110
erinaceus_europaeus ENSEEUG00000000341
tupaia_belangeri ENSTBEG00000008315
mustela_putorius_furo ENSMPUG00000012454
neovison_vison ENSNVIG00000012049
ursus_americanus ENSUAMG00000017424
ursus_maritimus ENSUMAG00000014031
ailuropoda_melanoleuca ENSAMEG00000004291
canis_lupus_familiaris ENSCAFG00000006892
canis_lupus_dingo ENSCAFG00020010300
vulpes_vulpes ENSVVUG00000027881
panthera_pardus ENSPPRG00000014112
panthera_tigris_altaica ENSPTIG00000011059
felis_catus ENSFCAG00000000730
equus_asinus_asinus ENSEASG00005003249
equus_caballus ENSECAG00000019305
bos_mutus ENSBMUG00000015118
bos_taurus ENSBTAG00000004862
bison_bison_bison ENSBBBG00000002683
ovis_aries ENSOARG00000015152
capra_hircus ENSCHIG00000024174
sus_scrofa ENSSSCG00000014581
tursiops_truncatus ENSTTRG00000016587
pteropus_vampyrus ENSPVAG00000015765
myotis_lucifugus ENSMLUG00000000846
loxodonta_africana ENSLAFG00000000327
procavia_capensis ENSPCAG00000014822
echinops_telfairi ENSETEG00000009703
ornithorhynchus_anatinus ENSOANG00000009946
xenopus_tropicalis ENSXETG00000019686
pogona_vitticeps ENSPVIG00000003519
anolis_carolinensis ENSACAG00000012730
notechis_scutatus ENSNSUG00000018432
salvator_merianae ENSSMRG00000014990
sphenodon_punctatus ENSSPUG00000016726
meleagris_gallopavo ENSMGAG00000006534
coturnix_japonica ENSCJPG00005004714
gallus_gallus ENSGALG00000005986
numida_meleagris ENSNMEG00000010447
taeniopygia_guttata ENSTGUG00000014579
manacus_vitellinus ENSMVIG00005012082
lepidothrix_coronata ENSLCOG00000015336
junco_hyemalis ENSJHYG00000002548
zonotrichia_albicollis ENSZALG00000017098
taeniopygia_guttata ENSTGUG00000008407
lonchura_striata_domestica ENSLSDG00000018018
serinus_canaria ENSSCAG00000005342
ficedula_albicollis ENSFALG00000000897
cyanistes_caeruleus ENSCCEG00000017004
parus_major ENSPMJG00000006294
anser_brachyrhynchus ENSABRG00000013769
anas_platyrhynchos_platyrhynchos ENSAPLG00000013637
calidris_pygmaea ENSCPGG00000003614
calidris_pugnax ENSCPUG00000017510
melopsittacus_undulatus ENSMUNG00000014355
nothoprocta_perdicaria ENSNPEG00000011940
nothoprocta_perdicaria ENSNPEG00000011942
apteryx_haastii ENSAHAG00000008599
apteryx_owenii ENSAOWG00000013366
apteryx_rowi ENSARWG00000011218
dromaius_novaehollandiae ENSDNVG00000006623
crocodylus_porosus ENSCPRG00005001429
gopherus_agassizii ENSGAGG00000021348
chelonoidis_abingdonii ENSCABG00000017569
chrysemys_picta_bellii ENSCPBG00000022725
pelodiscus_sinensis ENSPSIG00000015249
latimeria_chalumnae ENSLACG00000014501
mola_mola ENSMMOG00000017171
periophthalmus_magnuspinnatus ENSPMGG00000019668
hippocampus_comes ENSHCOG00000002052
cynoglossus_semilaevis ENSCSEG00000009890
mastacembelus_armatus ENSMAMG00000021864
monopterus_albus ENSMALG00000019776
anabas_testudineus ENSATEG00000007238
seriola_lalandi_dorsalis ENSSLDG00000015076
seriola_dumerili ENSSDUG00000023166
scophthalmus_maximus ENSSMAG00000021407
labrus_bergylta ENSLBEG00000000106
gasterosteus_aculeatus ENSGACG00000015648
cyprinodon_variegatus ENSCVAG00000004646
fundulus_heteroclitus ENSFHEG00000020615
xiphophorus_couchianus ENSXCOG00000011248
xiphophorus_maculatus ENSXMAG00000027543
gambusia_affinis ENSGAFG00000016912
poecilia_formosa ENSPFOG00000007528
poecilia_formosa ENSPFOG00000007651
poecilia_mexicana ENSPMEG00000002481
poecilia_latipinna ENSPLAG00000010250
poecilia_reticulata ENSPREG00000023041
kryptolebias_marmoratus ENSKMAG00000004274
oryzias_latipes ENSORLG00000006838
oryzias_latipes ENSORLG00020011602
oryzias_latipes_asm223469v1 ENSORLG00015009810
oryzias_melastigma ENSOMEG00000021800
astatotilapia_calliptera ENSACLG00000027049
haplochromis_burtoni ENSHBUG00000016564
pundamilia_nyererei ENSPNYG00000007978
maylandia_zebra ENSMZEG00005015392
neolamprologus_brichardi ENSNBRG00000012942
oreochromis_niloticus ENSONIG00000006117
amphilophus_citrinellus ENSACIG00000001506
amphiprion_percula ENSAPEG00000009006
amphiprion_ocellaris ENSAOCG00000009654
acanthochromis_polyacanthus ENSAPOG00000004128
stegastes_partitus ENSSPAG00000015039
takifugu_rubripes ENSTRUG00000017386
tetraodon_nigroviridis ENSTNIG00000009378
gadus_morhua ENSGMOG00000001319
esox_lucius ENSELUG00000008558
pygocentrus_nattereri ENSPNAG00000016113
astyanax_mexicanus ENSAMXG00000010003
ictalurus_punctatus ENSIPUG00000003834
danio_rerio ENSDARG00000062165
scleropages_formosus ENSSFOG00015012717
paramormyrops_kingsleyae ENSPKIG00000016182
paramormyrops_kingsleyae ENSPKIG00000023477
scleropages_formosus ENSSFOG00015014362
lepisosteus_oculatus ENSLOCG00000003233
latimeria_chalumnae ENSLACG00000001098
