fundulus_heteroclitus ENSFHEG00000017156
cyprinodon_variegatus ENSCVAG00000018018
poecilia_latipinna ENSPLAG00000004688
poecilia_formosa ENSPFOG00000005987
poecilia_mexicana ENSPMEG00000009224
poecilia_reticulata ENSPREG00000017047
xiphophorus_couchianus ENSXCOG00000003167
xiphophorus_maculatus ENSXMAG00000029970
gambusia_affinis ENSGAFG00000018807
oryzias_latipes_asm223469v1 ENSORLG00015008448
oryzias_latipes ENSORLG00000014118
oryzias_latipes ENSORLG00020020351
oryzias_melastigma ENSOMEG00000006696
gasterosteus_aculeatus ENSGACG00000009140
mastacembelus_armatus ENSMAMG00000004417
monopterus_albus ENSMALG00000001683
anabas_testudineus ENSATEG00000007467
amphiprion_ocellaris ENSAOCG00000005730
amphiprion_percula ENSAPEG00000003326
acanthochromis_polyacanthus ENSAPOG00000002640
stegastes_partitus ENSSPAG00000000734
astatotilapia_calliptera ENSACLG00000013551
maylandia_zebra ENSMZEG00005000722
haplochromis_burtoni ENSHBUG00000010985
pundamilia_nyererei ENSPNYG00000004511
oreochromis_niloticus ENSONIG00000007714
neolamprologus_brichardi ENSNBRG00000022277
amphilophus_citrinellus ENSACIG00000000688
mola_mola ENSMMOG00000021220
labrus_bergylta ENSLBEG00000009973
seriola_dumerili ENSSDUG00000001604
seriola_lalandi_dorsalis ENSSLDG00000005083
scophthalmus_maximus ENSSMAG00000020604
tetraodon_nigroviridis ENSTNIG00000009273
takifugu_rubripes ENSTRUG00000010457
cynoglossus_semilaevis ENSCSEG00000009219
kryptolebias_marmoratus ENSKMAG00000001487
hippocampus_comes ENSHCOG00000020449
periophthalmus_magnuspinnatus ENSPMGG00000021543
seriola_lalandi_dorsalis ENSSLDG00000011937
gadus_morhua ENSGMOG00000003326
esox_lucius ENSELUG00000000795
pygocentrus_nattereri ENSPNAG00000029794
astyanax_mexicanus ENSAMXG00000030690
ictalurus_punctatus ENSIPUG00000014357
danio_rerio ENSDARG00000077037
scleropages_formosus ENSSFOG00015005418
paramormyrops_kingsleyae ENSPKIG00000024727
lepisosteus_oculatus ENSLOCG00000002359
serinus_canaria ENSSCAG00000004987
junco_hyemalis ENSJHYG00000006999
lonchura_striata_domestica ENSLSDG00000004740
cyanistes_caeruleus ENSCCEG00000018737
parus_major ENSPMJG00000006079
zonotrichia_albicollis ENSZALG00000012204
ficedula_albicollis ENSFALG00000000611
manacus_vitellinus ENSMVIG00005012028
melopsittacus_undulatus ENSMUNG00000016395
anser_brachyrhynchus ENSABRG00000020324
anas_platyrhynchos_platyrhynchos ENSAPLG00000013293
gallus_gallus ENSGALG00000048775
coturnix_japonica ENSCJPG00005000623
meleagris_gallopavo ENSMGAG00000004843
numida_meleagris ENSNMEG00000007384
calidris_pygmaea ENSCPGG00000014546
calidris_pugnax ENSCPUG00000018237
apteryx_owenii ENSAOWG00000002178
apteryx_haastii ENSAHAG00000008060
apteryx_rowi ENSARWG00000009649
nothoprocta_perdicaria ENSNPEG00000009293
dromaius_novaehollandiae ENSDNVG00000010079
crocodylus_porosus ENSCPRG00005002234
gopherus_agassizii ENSGAGG00000023759
chelonoidis_abingdonii ENSCABG00000018808
chrysemys_picta_bellii ENSCPBG00000011054
pelodiscus_sinensis ENSPSIG00000010524
sphenodon_punctatus ENSSPUG00000000039
taeniopygia_guttata ENSTGUG00000001389
pogona_vitticeps ENSPVIG00000013799
anolis_carolinensis ENSACAG00000004595
notechis_scutatus ENSNSUG00000012067
salvator_merianae ENSSMRG00000015932
ornithorhynchus_anatinus ENSOANG00000003837
echinops_telfairi ENSETEG00000010507
sorex_araneus ENSSARG00000013536
myotis_lucifugus ENSMLUG00000017480
pteropus_vampyrus ENSPVAG00000013301
sus_scrofa ENSSSCG00000003617
vicugna_pacos ENSVPAG00000006970
capra_hircus ENSCHIG00000026604
ovis_aries ENSOARG00000000490
bos_mutus ENSBMUG00000008713
bos_taurus ENSBTAG00000012867
bison_bison_bison ENSBBBG00000012545
tursiops_truncatus ENSTTRG00000009711
ursus_maritimus ENSUMAG00000008458
ursus_americanus ENSUAMG00000014295
ailuropoda_melanoleuca ENSAMEG00000007842
mustela_putorius_furo ENSMPUG00000015304
neovison_vison ENSNVIG00000024259
canis_lupus_dingo ENSCAFG00020025332
canis_lupus_familiaris ENSCAFG00000010715
vulpes_vulpes ENSVVUG00000015057
panthera_pardus ENSPPRG00000010535
panthera_tigris_altaica ENSPTIG00000011523
felis_catus ENSFCAG00000027741
equus_asinus_asinus ENSEASG00005010943
equus_caballus ENSECAG00000019321
erinaceus_europaeus ENSEEUG00000002251
choloepus_hoffmanni ENSCHOG00000001331
dasypus_novemcinctus ENSDNOG00000015153
loxodonta_africana ENSLAFG00000014937
procavia_capensis ENSPCAG00000004582
callithrix_jacchus ENSCJAG00000006728
saimiri_boliviensis_boliviensis ENSSBOG00000035001
cebus_capucinus ENSCCAG00000034796
aotus_nancymaae ENSANAG00000026724
pan_paniscus ENSPPAG00000003695
pan_troglodytes ENSPTRG00000000472
homo_sapiens ENSG00000084652
gorilla_gorilla ENSGGOG00000001571
pongo_abelii ENSPPYG00000001602
nomascus_leucogenys ENSNLEG00000002301
papio_anubis ENSPANG00000020220
theropithecus_gelada ENSTGEG00000015304
cercocebus_atys ENSCATG00000043679
mandrillus_leucophaeus ENSMLEG00000035260
macaca_mulatta ENSMMUG00000015580
macaca_nemestrina ENSMNEG00000042689
macaca_fascicularis ENSMFAG00000041015
chlorocebus_sabaeus ENSCSAG00000001046
piliocolobus_tephrosceles ENSPTEG00000024211
colobus_angolensis_palliatus ENSCANG00000016638
rhinopithecus_roxellana ENSRROG00000004597
rhinopithecus_bieti ENSRBIG00000044142
carlito_syrichta ENSTSYG00000000340
prolemur_simus ENSPSMG00000020242
propithecus_coquereli ENSPCOG00000023840
microcebus_murinus ENSMICG00000043957
otolemur_garnettii ENSOGAG00000009458
oryctolagus_cuniculus ENSOCUG00000007530
ochotona_princeps ENSOPRG00000000784
tupaia_belangeri ENSTBEG00000007911
castor_canadensis ENSCCNG00000018526
dipodomys_ordii ENSDORG00000000197
jaculus_jaculus ENSJJAG00000007353
chinchilla_lanigera ENSCLAG00000011184
octodon_degus ENSODEG00000003515
cavia_porcellus ENSCPOG00000011977
cavia_aperea ENSCAPG00000000706
heterocephalus_glaber_male ENSHGLG00100002667
heterocephalus_glaber_female ENSHGLG00000011869
fukomys_damarensis ENSFDAG00000018084
urocitellus_parryii ENSUPAG00010005189
ictidomys_tridecemlineatus ENSSTOG00000019412
spermophilus_dauricus ENSSDAG00000012359
marmota_marmota_marmota ENSMMMG00000009034
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027511
mus_musculus ENSMUSG00000053841
mus_spicilegus ENSMSIG00000001252
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026531
mus_pahari MGP_PahariEiJ_G0028863
rattus_norvegicus ENSRNOG00000048242
meriones_unguiculatus ENSMUGG00000003342
microtus_ochrogaster ENSMOCG00000012537
peromyscus_maniculatus_bairdii ENSPEMG00000017204
cricetulus_griseus_chok1gshd ENSCGRG00001000523
cricetulus_griseus_crigri ENSCGRG00000006594
cricetulus_griseus_crigri-picr ENSCGRG00015009652
mesocricetus_auratus ENSMAUG00000017494
nannospalax_galili ENSNGAG00000005336
mesocricetus_auratus ENSMAUG00000011780
zonotrichia_albicollis ENSZALG00000012203
phascolarctos_cinereus ENSPCIG00000022346
notamacropus_eugenii ENSMEUG00000005188
monodelphis_domestica ENSMODG00000017491
sarcophilus_harrisii ENSSHAG00000007944
bos_taurus ENSBTAG00000048869
lepidothrix_coronata ENSLCOG00000008976
xenopus_tropicalis ENSXETG00000005241
latimeria_chalumnae ENSLACG00000011608
petromyzon_marinus ENSPMAG00000007240
eptatretus_burgeri ENSEBUG00000015109
