sarcophilus_harrisii ENSSHAG00000011848
ornithorhynchus_anatinus ENSOANG00000003864
sphenodon_punctatus ENSSPUG00000009392
nomascus_leucogenys ENSNLEG00000033534
rhinopithecus_bieti ENSRBIG00000041536
propithecus_coquereli ENSPCOG00000015893
mus_spicilegus ENSMSIG00000001666
microtus_ochrogaster ENSMOCG00000012646
spermophilus_dauricus ENSSDAG00000000181
castor_canadensis ENSCCNG00000005676
jaculus_jaculus ENSJJAG00000019032
octodon_degus ENSODEG00000000320
neovison_vison ENSNVIG00000003314
ursus_americanus ENSUAMG00000010245
bos_mutus ENSBMUG00000000842
monodelphis_domestica ENSMODG00000027527
gopherus_agassizii ENSGAGG00000019070
pogona_vitticeps ENSPVIG00000008915
anolis_carolinensis ENSACAG00000011205
salvator_merianae ENSSMRG00000018901
notechis_scutatus ENSNSUG00000017344
apteryx_rowi ENSARWG00000015212
apteryx_haastii ENSAHAG00000018105
apteryx_owenii ENSAOWG00000009404
dromaius_novaehollandiae ENSDNVG00000004181
nothoprocta_perdicaria ENSNPEG00000000993
calidris_pygmaea ENSCPGG00000006588
calidris_pugnax ENSCPUG00000015154
melopsittacus_undulatus ENSMUNG00000013601
lonchura_striata_domestica ENSLSDG00000005755
taeniopygia_guttata ENSTGUG00000002345
serinus_canaria ENSSCAG00000008579
zonotrichia_albicollis ENSZALG00000011389
parus_major ENSPMJG00000015872
cyanistes_caeruleus ENSCCEG00000015877
ficedula_albicollis ENSFALG00000011232
lepidothrix_coronata ENSLCOG00000007162
manacus_vitellinus ENSMVIG00005009115
gallus_gallus ENSGALG00000014875
coturnix_japonica ENSCJPG00005011007
numida_meleagris ENSNMEG00000006249
anas_platyrhynchos_platyrhynchos ENSAPLG00000011715
anser_brachyrhynchus ENSABRG00000011528
crocodylus_porosus ENSCPRG00005016618
chelonoidis_abingdonii ENSCABG00000018058
gopherus_agassizii ENSGAGG00000002551
chrysemys_picta_bellii ENSCPBG00000007628
pelodiscus_sinensis ENSPSIG00000004384
sphenodon_punctatus ENSSPUG00000009353
notamacropus_eugenii ENSMEUG00000012716
phascolarctos_cinereus ENSPCIG00000030065
monodelphis_domestica ENSMODG00000020267
ailuropoda_melanoleuca ENSAMEG00000005837
mustela_putorius_furo ENSMPUG00000014402
canis_lupus_familiaris ENSCAFG00000018508
canis_lupus_dingo ENSCAFG00020023097
vulpes_vulpes ENSVVUG00000025456
panthera_pardus ENSPPRG00000001554
panthera_tigris_altaica ENSPTIG00000016333
felis_catus ENSFCAG00000022760
myotis_lucifugus ENSMLUG00000015787
tursiops_truncatus ENSTTRG00000012154
sus_scrofa ENSSSCG00000026527
vicugna_pacos ENSVPAG00000006601
capra_hircus ENSCHIG00000024729
ovis_aries ENSOARG00000008505
