eptatretus_burgeri ENSEBUG00000003696
petromyzon_marinus ENSPMAG00000008885
ornithorhynchus_anatinus ENSOANG00000030161
latimeria_chalumnae ENSLACG00000000338
periophthalmus_magnuspinnatus ENSPMGG00000016088
periophthalmus_magnuspinnatus ENSPMGG00000016084
mastacembelus_armatus ENSMAMG00000014989
monopterus_albus ENSMALG00000003747
anabas_testudineus ENSATEG00000006781
scophthalmus_maximus ENSSMAG00000007639
cynoglossus_semilaevis ENSCSEG00000003616
seriola_dumerili ENSSDUG00000007345
seriola_lalandi_dorsalis ENSSLDG00000021819
gasterosteus_aculeatus ENSGACG00000016749
mola_mola ENSMMOG00000002627
labrus_bergylta ENSLBEG00000020070
maylandia_zebra ENSMZEG00005003325
astatotilapia_calliptera ENSACLG00000014617
pundamilia_nyererei ENSPNYG00000001916
haplochromis_burtoni ENSHBUG00000020723
oreochromis_niloticus ENSONIG00000001446
neolamprologus_brichardi ENSNBRG00000014492
amphilophus_citrinellus ENSACIG00000000488
xiphophorus_couchianus ENSXCOG00000015488
xiphophorus_couchianus ENSXCOG00000015523
xiphophorus_maculatus ENSXMAG00000018000
gambusia_affinis ENSGAFG00000017762
poecilia_formosa ENSPFOG00000003480
poecilia_mexicana ENSPMEG00000019988
poecilia_latipinna ENSPLAG00000020122
poecilia_reticulata ENSPREG00000006218
cyprinodon_variegatus ENSCVAG00000001520
fundulus_heteroclitus ENSFHEG00000017652
amphiprion_percula ENSAPEG00000001512
amphiprion_ocellaris ENSAOCG00000011256
acanthochromis_polyacanthus ENSAPOG00000019438
stegastes_partitus ENSSPAG00000011565
tetraodon_nigroviridis ENSTNIG00000013073
takifugu_rubripes ENSTRUG00000009831
oryzias_latipes_asm223469v1 ENSORLG00015018251
oryzias_latipes ENSORLG00020009138
oryzias_latipes ENSORLG00000020418
oryzias_melastigma ENSOMEG00000022008
kryptolebias_marmoratus ENSKMAG00000003776
hippocampus_comes ENSHCOG00000013760
gadus_morhua ENSGMOG00000005986
esox_lucius ENSELUG00000022415
pygocentrus_nattereri ENSPNAG00000022424
astyanax_mexicanus ENSAMXG00000004011
ictalurus_punctatus ENSIPUG00000000210
danio_rerio ENSDARG00000014139
paramormyrops_kingsleyae ENSPKIG00000010207
scleropages_formosus ENSSFOG00015002026
lepisosteus_oculatus ENSLOCG00000002628
chelonoidis_abingdonii ENSCABG00000020009
gopherus_agassizii ENSGAGG00000024611
chrysemys_picta_bellii ENSCPBG00000015015
pelodiscus_sinensis ENSPSIG00000003003
apteryx_owenii ENSAOWG00000001726
apteryx_haastii ENSAHAG00000011487
apteryx_rowi ENSARWG00000014863
nothoprocta_perdicaria ENSNPEG00000016205
dromaius_novaehollandiae ENSDNVG00000014079
lepidothrix_coronata ENSLCOG00000004169
manacus_vitellinus ENSMVIG00005015012
junco_hyemalis ENSJHYG00000009278
zonotrichia_albicollis ENSZALG00000004634
serinus_canaria ENSSCAG00000012317
lonchura_striata_domestica ENSLSDG00000004973
taeniopygia_guttata ENSTGUG00000004767
ficedula_albicollis ENSFALG00000006713
parus_major ENSPMJG00000010459
cyanistes_caeruleus ENSCCEG00000011928
melopsittacus_undulatus ENSMUNG00000000052
calidris_pugnax ENSCPUG00000009821
calidris_pygmaea ENSCPGG00000005341
gallus_gallus ENSGALG00000011403
coturnix_japonica ENSCJPG00005010629
meleagris_gallopavo ENSMGAG00000008567
numida_meleagris ENSNMEG00000018862
anser_brachyrhynchus ENSABRG00000008097
anas_platyrhynchos_platyrhynchos ENSAPLG00000008751
pogona_vitticeps ENSPVIG00000014860
anolis_carolinensis ENSACAG00000002381
notechis_scutatus ENSNSUG00000007793
salvator_merianae ENSSMRG00000005985
sphenodon_punctatus ENSSPUG00000009740
crocodylus_porosus ENSCPRG00005006515
chinchilla_lanigera ENSCLAG00000003571
octodon_degus ENSODEG00000012214
cavia_porcellus ENSCPOG00000000218
cavia_aperea ENSCAPG00000016668
heterocephalus_glaber_male ENSHGLG00100006071
fukomys_damarensis ENSFDAG00000012897
fukomys_damarensis ENSFDAG00000002014
fukomys_damarensis ENSFDAG00000020040
heterocephalus_glaber_female ENSHGLG00000018597
heterocephalus_glaber_male ENSHGLG00100009346
heterocephalus_glaber_female ENSHGLG00000003496
fukomys_damarensis ENSFDAG00000009793
heterocephalus_glaber_female ENSHGLG00000005029
heterocephalus_glaber_male ENSHGLG00100011236
heterocephalus_glaber_female ENSHGLG00000010633
heterocephalus_glaber_female ENSHGLG00000003950
heterocephalus_glaber_male ENSHGLG00100017133
heterocephalus_glaber_male ENSHGLG00100009021
heterocephalus_glaber_female ENSHGLG00000009791
heterocephalus_glaber_female ENSHGLG00000002480
heterocephalus_glaber_male ENSHGLG00100006407
fukomys_damarensis ENSFDAG00000014672
urocitellus_parryii ENSUPAG00010021425
ictidomys_tridecemlineatus ENSSTOG00000007305
spermophilus_dauricus ENSSDAG00000012326
marmota_marmota_marmota ENSMMMG00000021224
castor_canadensis ENSCCNG00000007099
dipodomys_ordii ENSDORG00000000171
peromyscus_maniculatus_bairdii ENSPEMG00000012828
microtus_ochrogaster ENSMOCG00000020309
cricetulus_griseus_crigri-picr ENSCGRG00015008129
cricetulus_griseus_chok1gshd ENSCGRG00001013548
cricetulus_griseus_crigri ENSCGRG00000003013
mesocricetus_auratus ENSMAUG00000001237
mus_spicilegus ENSMSIG00000020197
mus_musculus ENSMUSG00000036323
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028317
