cynoglossus_semilaevis ENSCSEG00000002600
periophthalmus_magnuspinnatus ENSPMGG00000000764
hippocampus_comes ENSHCOG00000004202
larimichthys_crocea ENSLCRG00005014549
labrus_bergylta ENSLBEG00000014975
betta_splendens ENSBSLG00000019084
amphiprion_percula ENSAPEG00000007118
amphiprion_ocellaris ENSAOCG00000011561
acanthochromis_polyacanthus ENSAPOG00000000428
stegastes_partitus ENSSPAG00000000682
lates_calcarifer ENSLCAG00010005858
scophthalmus_maximus ENSSMAG00000007169
seriola_lalandi ENSSLDG00000008737
seriola_dumerili ENSSDUG00000015298
cottoperca_gobio ENSCGOG00000020185
gasterosteus_aculeatus ENSGACG00000004575
astatotilapia_calliptera ENSACLG00000013318
haplochromis_burtoni ENSHBUG00000020375
maylandia_zebra ENSMZEG00005021664
neolamprologus_brichardi ENSNBRG00000020862
amphilophus_citrinellus ENSACIG00000015244
parambassis_ranga ENSPRNG00000009972
anabas_testudineus ENSATEG00000003796
mastacembelus_armatus ENSMAMG00000008794
monopterus_albus ENSMALG00000007100
takifugu_rubripes ENSTRUG00000008412
tetraodon_nigroviridis ENSTNIG00000010876
mola_mola ENSMMOG00000015070
oryzias_latipes ENSORLG00020004959
oryzias_latipes ENSORLG00000024698
oryzias_latipes ENSORLG00015019221
oryzias_melastigma ENSOMEG00000015509
gouania_willdenowi ENSGWIG00000001356
poecilia_formosa ENSPFOG00000012591
poecilia_mexicana ENSPMEG00000004835
poecilia_latipinna ENSPLAG00000023583
xiphophorus_maculatus ENSXMAG00000021064
xiphophorus_couchianus ENSXCOG00000001932
poecilia_reticulata ENSPREG00000011895
cyprinodon_variegatus ENSCVAG00000001326
fundulus_heteroclitus ENSFHEG00000010550
kryptolebias_marmoratus ENSKMAG00000005847
gadus_morhua ENSGMOG00000012747
oryzias_latipes ENSORLG00000029839
hucho_hucho ENSHHUG00000009347
erpetoichthys_calabaricus ENSECRG00000005510
