anolis_carolinensis ENSACAG00000005827
pogona_vitticeps ENSPVIG00000003001
salvator_merianae ENSSMRG00000020188
sphenodon_punctatus ENSSPUG00000007999
gopherus_agassizii ENSGAGG00000024326
chelonoidis_abingdonii ENSCABG00000006027
chrysemys_picta_bellii ENSCPBG00000017020
pelodiscus_sinensis ENSPSIG00000010832
crocodylus_porosus ENSCPRG00005017250
notechis_scutatus ENSNSUG00000007598
anas_platyrhynchos_platyrhynchos ENSAPLG00000008770
anser_brachyrhynchus ENSABRG00000018187
gallus_gallus ENSGALG00000009021
coturnix_japonica ENSCJPG00005009042
numida_meleagris ENSNMEG00000021256
calidris_pygmaea ENSCPGG00000010891
calidris_pugnax ENSCPUG00000003149
lonchura_striata_domestica ENSLSDG00000011904
taeniopygia_guttata ENSTGUG00000007050
parus_major ENSPMJG00000019477
junco_hyemalis ENSJHYG00000004299
zonotrichia_albicollis ENSZALG00000007553
lepidothrix_coronata ENSLCOG00000001136
ficedula_albicollis ENSFALG00000005681
serinus_canaria ENSSCAG00000014515
melopsittacus_undulatus ENSMUNG00000009049
meleagris_gallopavo ENSMGAG00000009631
apteryx_haastii ENSAHAG00000013074
apteryx_owenii ENSAOWG00000010313
apteryx_rowi ENSARWG00000001362
dromaius_novaehollandiae ENSDNVG00000001535
nothoprocta_perdicaria ENSNPEG00000013638
manacus_vitellinus ENSMVIG00005020023
ornithorhynchus_anatinus ENSOANG00000015358
spermophilus_dauricus ENSSDAG00000005038
castor_canadensis ENSCCNG00000019711
carlito_syrichta ENSTSYG00000007380
ursus_maritimus ENSUMAG00000006283
ailuropoda_melanoleuca ENSAMEG00000007197
canis_lupus_dingo ENSCAFG00020016961
panthera_tigris_altaica ENSPTIG00000010635
panthera_pardus ENSPPRG00000021198
choloepus_hoffmanni ENSCHOG00000009400
vicugna_pacos ENSVPAG00000001417
sus_scrofa ENSSSCG00000033425
ovis_aries ENSOARG00000012837
capra_hircus ENSCHIG00000016530
bos_mutus ENSBMUG00000020180
bos_taurus ENSBTAG00000007309
bison_bison_bison ENSBBBG00000011963
tursiops_truncatus ENSTTRG00000014394
equus_asinus_asinus ENSEASG00005017180
equus_caballus ENSECAG00000015310
mustela_putorius_furo ENSMPUG00000010840
neovison_vison ENSNVIG00000010229
ursus_americanus ENSUAMG00000022879
canis_lupus_familiaris ENSCAFG00000020386
vulpes_vulpes ENSVVUG00000029930
felis_catus ENSFCAG00000024573
sorex_araneus ENSSARG00000001696
erinaceus_europaeus ENSEEUG00000003291
pteropus_vampyrus ENSPVAG00000017529
mus_spicilegus ENSMSIG00000007009
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026700
mus_musculus ENSMUSG00000039037
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025747
mus_pahari MGP_PahariEiJ_G0027198
rattus_norvegicus ENSRNOG00000049676
meriones_unguiculatus ENSMUGG00000000465
cricetulus_griseus_chok1gshd ENSCGRG00001000655
cricetulus_griseus_crigri-picr ENSCGRG00015020312
cricetulus_griseus_crigri ENSCGRG00000001288
mesocricetus_auratus ENSMAUG00000000623
peromyscus_maniculatus_bairdii ENSPEMG00000021050
microtus_ochrogaster ENSMOCG00000013619
nannospalax_galili ENSNGAG00000019198
jaculus_jaculus ENSJJAG00000017065
ictidomys_tridecemlineatus ENSSTOG00000015222
urocitellus_parryii ENSUPAG00010015077
marmota_marmota_marmota ENSMMMG00000000879
chinchilla_lanigera ENSCLAG00000006546
octodon_degus ENSODEG00000002631
cavia_aperea ENSCAPG00000002431
cavia_porcellus ENSCPOG00000011868
heterocephalus_glaber_female ENSHGLG00000004749
heterocephalus_glaber_male ENSHGLG00100002183
fukomys_damarensis ENSFDAG00000011089
dipodomys_ordii ENSDORG00000001866
oryctolagus_cuniculus ENSOCUG00000005692
tupaia_belangeri ENSTBEG00000002373
microcebus_murinus ENSMICG00000045831
propithecus_coquereli ENSPCOG00000014757
prolemur_simus ENSPSMG00000015972
cercocebus_atys ENSCATG00000030623
mandrillus_leucophaeus ENSMLEG00000035259
theropithecus_gelada ENSTGEG00000016978
papio_anubis ENSPANG00000035428
macaca_fascicularis ENSMFAG00000041884
macaca_mulatta ENSMMUG00000005994
macaca_nemestrina ENSMNEG00000035310
chlorocebus_sabaeus ENSCSAG00000001395
rhinopithecus_roxellana ENSRROG00000045223
rhinopithecus_bieti ENSRBIG00000026022
colobus_angolensis_palliatus ENSCANG00000027889
piliocolobus_tephrosceles ENSPTEG00000034816
pan_paniscus ENSPPAG00000025247
pan_troglodytes ENSPTRG00000000877
homo_sapiens ENSG00000117069
gorilla_gorilla ENSGGOG00000005452
pongo_abelii ENSPPYG00000001226
nomascus_leucogenys ENSNLEG00000009631
callithrix_jacchus ENSCJAG00000006833
saimiri_boliviensis_boliviensis ENSSBOG00000031638
cebus_capucinus ENSCCAG00000022527
aotus_nancymaae ENSANAG00000033049
dasypus_novemcinctus ENSDNOG00000000741
loxodonta_africana ENSLAFG00000001461
echinops_telfairi ENSETEG00000015436
procavia_capensis ENSPCAG00000016338
otolemur_garnettii ENSOGAG00000033187
myotis_lucifugus ENSMLUG00000000039
cyanistes_caeruleus ENSCCEG00000016162
notamacropus_eugenii ENSMEUG00000004845
phascolarctos_cinereus ENSPCIG00000006603
sarcophilus_harrisii ENSSHAG00000005763
monodelphis_domestica ENSMODG00000029420
xenopus_tropicalis ENSXETG00000002971
latimeria_chalumnae ENSLACG00000005766
xiphophorus_maculatus ENSXMAG00000016398
xiphophorus_couchianus ENSXCOG00000019388
poecilia_formosa ENSPFOG00000001453
poecilia_mexicana ENSPMEG00000024426
poecilia_latipinna ENSPLAG00000004244
poecilia_reticulata ENSPREG00000018210
gambusia_affinis ENSGAFG00000020978
cyprinodon_variegatus ENSCVAG00000008030
kryptolebias_marmoratus ENSKMAG00000018598
oryzias_latipes ENSORLG00000003305
oryzias_latipes_asm223469v1 ENSORLG00015009051
oryzias_latipes ENSORLG00020006188
oryzias_melastigma ENSOMEG00000022345
amphiprion_percula ENSAPEG00000011864
amphiprion_ocellaris ENSAOCG00000000664
acanthochromis_polyacanthus ENSAPOG00000000663
scophthalmus_maximus ENSSMAG00000011583
cynoglossus_semilaevis ENSCSEG00000021406
gasterosteus_aculeatus ENSGACG00000016532
labrus_bergylta ENSLBEG00000012251
fundulus_heteroclitus ENSFHEG00000018942
mastacembelus_armatus ENSMAMG00000007726
monopterus_albus ENSMALG00000014932
seriola_dumerili ENSSDUG00000007037
seriola_lalandi_dorsalis ENSSLDG00000023218
anabas_testudineus ENSATEG00000018343
mola_mola ENSMMOG00000019471
maylandia_zebra ENSMZEG00005024284
astatotilapia_calliptera ENSACLG00000006358
haplochromis_burtoni ENSHBUG00000010180
pundamilia_nyererei ENSPNYG00000004180
oreochromis_niloticus ENSONIG00000018361
neolamprologus_brichardi ENSNBRG00000015466
amphilophus_citrinellus ENSACIG00000017205
stegastes_partitus ENSSPAG00000018966
hippocampus_comes ENSHCOG00000020939
periophthalmus_magnuspinnatus ENSPMGG00000020799
gadus_morhua ENSGMOG00000008537
esox_lucius ENSELUG00000008301
pygocentrus_nattereri ENSPNAG00000007111
astyanax_mexicanus ENSAMXG00000041132
ictalurus_punctatus ENSIPUG00000010334
danio_rerio ENSDARG00000039220
tetraodon_nigroviridis ENSTNIG00000010702
takifugu_rubripes ENSTRUG00000017634
gasterosteus_aculeatus ENSGACG00000011969
labrus_bergylta ENSLBEG00000018425
oryzias_latipes_asm223469v1 ENSORLG00015022588
oryzias_latipes ENSORLG00000004027
oryzias_latipes ENSORLG00020004386
oryzias_melastigma ENSOMEG00000005212
xiphophorus_maculatus ENSXMAG00000013162
gambusia_affinis ENSGAFG00000000788
xiphophorus_couchianus ENSXCOG00000010000
poecilia_formosa ENSPFOG00000018155
poecilia_reticulata ENSPREG00000010375
poecilia_latipinna ENSPLAG00000017474
poecilia_mexicana ENSPMEG00000020340
cyprinodon_variegatus ENSCVAG00000003332
fundulus_heteroclitus ENSFHEG00000001543
kryptolebias_marmoratus ENSKMAG00000001796
