paramormyrops_kingsleyae ENSPKIG00000016471
scleropages_formosus ENSSFOG00015022220
tetraodon_nigroviridis ENSTNIG00000002381
tetraodon_nigroviridis ENSTNIG00000003326
takifugu_rubripes ENSTRUG00000017892
gasterosteus_aculeatus ENSGACG00000019364
labrus_bergylta ENSLBEG00000026383
gambusia_affinis ENSGAFG00000020022
xiphophorus_maculatus ENSXMAG00000005132
poecilia_formosa ENSPFOG00000005626
poecilia_mexicana ENSPMEG00000007416
poecilia_latipinna ENSPLAG00000000322
poecilia_reticulata ENSPREG00000017195
fundulus_heteroclitus ENSFHEG00000014746
xiphophorus_couchianus ENSXCOG00000002101
oryzias_latipes_asm223469v1 ENSORLG00015021147
oryzias_latipes ENSORLG00020001242
oryzias_latipes ENSORLG00000012061
oryzias_melastigma ENSOMEG00000016873
cynoglossus_semilaevis ENSCSEG00000016574
monopterus_albus ENSMALG00000013153
anabas_testudineus ENSATEG00000000654
mastacembelus_armatus ENSMAMG00000023411
seriola_lalandi_dorsalis ENSSLDG00000007738
seriola_dumerili ENSSDUG00000017831
scophthalmus_maximus ENSSMAG00000001682
mola_mola ENSMMOG00000009869
haplochromis_burtoni ENSHBUG00000002928
pundamilia_nyererei ENSPNYG00000020048
maylandia_zebra ENSMZEG00005007483
astatotilapia_calliptera ENSACLG00000013119
neolamprologus_brichardi ENSNBRG00000019544
oreochromis_niloticus ENSONIG00000011950
amphilophus_citrinellus ENSACIG00000024450
amphiprion_ocellaris ENSAOCG00000017183
amphiprion_percula ENSAPEG00000024046
acanthochromis_polyacanthus ENSAPOG00000004926
stegastes_partitus ENSSPAG00000009119
hippocampus_comes ENSHCOG00000009897
periophthalmus_magnuspinnatus ENSPMGG00000016533
gadus_morhua ENSGMOG00000002571
esox_lucius ENSELUG00000005016
pygocentrus_nattereri ENSPNAG00000001265
astyanax_mexicanus ENSAMXG00000010056
ictalurus_punctatus ENSIPUG00000019094
danio_rerio ENSDARG00000057942
lepisosteus_oculatus ENSLOCG00000015027
calidris_pygmaea ENSCPGG00000011162
calidris_pugnax ENSCPUG00000008301
melopsittacus_undulatus ENSMUNG00000001876
taeniopygia_guttata ENSTGUG00000011166
lonchura_striata_domestica ENSLSDG00000014739
serinus_canaria ENSSCAG00000002630
junco_hyemalis ENSJHYG00000008957
zonotrichia_albicollis ENSZALG00000001619
ficedula_albicollis ENSFALG00000000570
cyanistes_caeruleus ENSCCEG00000008320
parus_major ENSPMJG00000008835
manacus_vitellinus ENSMVIG00005017645
lepidothrix_coronata ENSLCOG00000009327
anas_platyrhynchos_platyrhynchos ENSAPLG00000006875
anser_brachyrhynchus ENSABRG00000005924
gallus_gallus ENSGALG00000034078
coturnix_japonica ENSCJPG00005018305
meleagris_gallopavo ENSMGAG00000012974
numida_meleagris ENSNMEG00000011991
apteryx_haastii ENSAHAG00000008735
apteryx_owenii ENSAOWG00000002745
apteryx_rowi ENSARWG00000007245
dromaius_novaehollandiae ENSDNVG00000007049
nothoprocta_perdicaria ENSNPEG00000015730
crocodylus_porosus ENSCPRG00005018294
gopherus_agassizii ENSGAGG00000003277
chelonoidis_abingdonii ENSCABG00000011519
chrysemys_picta_bellii ENSCPBG00000010773
pelodiscus_sinensis ENSPSIG00000009016
anolis_carolinensis ENSACAG00000016095
pogona_vitticeps ENSPVIG00000014417
notechis_scutatus ENSNSUG00000013370
salvator_merianae ENSSMRG00000015961
sphenodon_punctatus ENSSPUG00000001026
phascolarctos_cinereus ENSPCIG00000022772
notamacropus_eugenii ENSMEUG00000001029
sarcophilus_harrisii ENSSHAG00000003984
monodelphis_domestica ENSMODG00000002194
prolemur_simus ENSPSMG00000011893
microcebus_murinus ENSMICG00000002035
otolemur_garnettii ENSOGAG00000017017
carlito_syrichta ENSTSYG00000000413
mus_spicilegus ENSMSIG00000002052
mus_musculus ENSMUSG00000020251
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015663
mus_pahari MGP_PahariEiJ_G0031421
