anser_brachyrhynchus ENSABRG00000019569
anas_platyrhynchos_platyrhynchos ENSAPLG00000016405
meleagris_gallopavo ENSMGAG00000010914
coturnix_japonica ENSCJPG00005011328
gallus_gallus ENSGALG00000027871
calidris_pygmaea ENSCPGG00000003291
calidris_pugnax ENSCPUG00000002230
parus_major ENSPMJG00000000572
cyanistes_caeruleus ENSCCEG00000006087
ficedula_albicollis ENSFALG00000012156
junco_hyemalis ENSJHYG00000003366
zonotrichia_albicollis ENSZALG00000016349
serinus_canaria ENSSCAG00000011236
lonchura_striata_domestica ENSLSDG00000004569
taeniopygia_guttata ENSTGUG00000009214
lepidothrix_coronata ENSLCOG00000001705
manacus_vitellinus ENSMVIG00005007046
melopsittacus_undulatus ENSMUNG00000007988
apteryx_rowi ENSARWG00000004628
apteryx_owenii ENSAOWG00000003824
apteryx_haastii ENSAHAG00000017151
dromaius_novaehollandiae ENSDNVG00000007698
nothoprocta_perdicaria ENSNPEG00000007636
crocodylus_porosus ENSCPRG00005011837
chelonoidis_abingdonii ENSCABG00000019817
gopherus_agassizii ENSGAGG00000017975
chrysemys_picta_bellii ENSCPBG00000025229
pelodiscus_sinensis ENSPSIG00000001105
anolis_carolinensis ENSACAG00000010099
notechis_scutatus ENSNSUG00000008547
salvator_merianae ENSSMRG00000006189
sphenodon_punctatus ENSSPUG00000011617
numida_meleagris ENSNMEG00000016493
loxodonta_africana ENSLAFG00000025941
echinops_telfairi ENSETEG00000019646
pteropus_vampyrus ENSPVAG00000005700
myotis_lucifugus ENSMLUG00000016690
sus_scrofa ENSSSCG00000016346
vicugna_pacos ENSVPAG00000002754
bos_mutus ENSBMUG00000012054
bos_taurus ENSBTAG00000009548
bison_bison_bison ENSBBBG00000004843
ovis_aries ENSOARG00000008010
capra_hircus ENSCHIG00000008563
tursiops_truncatus ENSTTRG00000006352
neovison_vison ENSNVIG00000010045
mustela_putorius_furo ENSMPUG00000012889
ursus_americanus ENSUAMG00000013766
ursus_maritimus ENSUMAG00000005918
ailuropoda_melanoleuca ENSAMEG00000012140
canis_lupus_dingo ENSCAFG00020012055
canis_lupus_familiaris ENSCAFG00000001922
vulpes_vulpes ENSVVUG00000029089
panthera_pardus ENSPPRG00000007127
panthera_tigris_altaica ENSPTIG00000006700
felis_catus ENSFCAG00000009744
equus_caballus ENSECAG00000025158
equus_asinus_asinus ENSEASG00005003479
spermophilus_dauricus ENSSDAG00000000894
marmota_marmota_marmota ENSMMMG00000024562
spermophilus_dauricus ENSSDAG00000007423
spermophilus_dauricus ENSSDAG00000007331
marmota_marmota_marmota ENSMMMG00000016517
urocitellus_parryii ENSUPAG00010018636
ictidomys_tridecemlineatus ENSSTOG00000028891
chinchilla_lanigera ENSCLAG00000011121
octodon_degus ENSODEG00000015761
cavia_porcellus ENSCPOG00000036430
heterocephalus_glaber_female ENSHGLG00000014709
heterocephalus_glaber_male ENSHGLG00100015677
fukomys_damarensis ENSFDAG00000009648
castor_canadensis ENSCCNG00000016065
dipodomys_ordii ENSDORG00000027056
peromyscus_maniculatus_bairdii ENSPEMG00000003113
microtus_ochrogaster ENSMOCG00000010147
cricetulus_griseus_chok1gshd ENSCGRG00001000765
cricetulus_griseus_crigri ENSCGRG00000009089
cricetulus_griseus_crigri ENSCGRG00000009835
cricetulus_griseus_chok1gshd ENSCGRG00001017942
cricetulus_griseus_crigri-picr ENSCGRG00015019201
mesocricetus_auratus ENSMAUG00000011492
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022570
mus_musculus ENSMUSG00000034509
mus_spicilegus ENSMSIG00000012546
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021658
mus_pahari MGP_PahariEiJ_G0020650
rattus_norvegicus ENSRNOG00000019463
meriones_unguiculatus ENSMUGG00000021593
nannospalax_galili ENSNGAG00000021195
jaculus_jaculus ENSJJAG00000022925
oryctolagus_cuniculus ENSOCUG00000005532
ochotona_princeps ENSOPRG00000007657
homo_sapiens ENSG00000124688
gorilla_gorilla ENSGGOG00000023906
pan_paniscus ENSPPAG00000041364
pan_troglodytes ENSPTRG00000018207
pongo_abelii ENSPPYG00000017280
nomascus_leucogenys ENSNLEG00000033665
piliocolobus_tephrosceles ENSPTEG00000014949
colobus_angolensis_palliatus ENSCANG00000010378
rhinopithecus_bieti ENSRBIG00000030116
rhinopithecus_roxellana ENSRROG00000032041
macaca_mulatta ENSMMUG00000006363
macaca_nemestrina ENSMNEG00000042395
macaca_fascicularis ENSMFAG00000038892
cercocebus_atys ENSCATG00000042247
papio_anubis ENSPANG00000020360
mandrillus_leucophaeus ENSMLEG00000028705
theropithecus_gelada ENSTGEG00000029661
chlorocebus_sabaeus ENSCSAG00000012107
cebus_capucinus ENSCCAG00000026449
cebus_capucinus ENSCCAG00000002308
saimiri_boliviensis_boliviensis ENSSBOG00000029545
callithrix_jacchus ENSCJAG00000005854
aotus_nancymaae ENSANAG00000031169
carlito_syrichta ENSTSYG00000030339
prolemur_simus ENSPSMG00000018221
propithecus_coquereli ENSPCOG00000018428
