anabas_testudineus ENSATEG00000024510
monopterus_albus ENSMALG00000003502
seriola_dumerili ENSSDUG00000011160
amphiprion_ocellaris ENSAOCG00000006062
stegastes_partitus ENSSPAG00000021412
pundamilia_nyererei ENSPNYG00000012847
scophthalmus_maximus ENSSMAG00000007630
mola_mola ENSMMOG00000003265
gasterosteus_aculeatus ENSGACG00000002525
cynoglossus_semilaevis ENSCSEG00000009604
periophthalmus_magnuspinnatus ENSPMGG00000012963
gadus_morhua ENSGMOG00000013373
esox_lucius ENSELUG00000022402
pygocentrus_nattereri ENSPNAG00000016794
astyanax_mexicanus ENSAMXG00000039889
ictalurus_punctatus ENSIPUG00000004886
