chelonoidis_abingdonii ENSCABG00000015324
gopherus_agassizii ENSGAGG00000000997
chrysemys_picta_bellii ENSCPBG00000023775
pelodiscus_sinensis ENSPSIG00000015884
crocodylus_porosus ENSCPRG00005014942
serinus_canaria ENSSCAG00000016840
ficedula_albicollis ENSFALG00000007921
melopsittacus_undulatus ENSMUNG00000007656
lonchura_striata_domestica ENSLSDG00000009956
lepidothrix_coronata ENSLCOG00000000306
anser_brachyrhynchus ENSABRG00000018497
apteryx_haastii ENSAHAG00000011782
dromaius_novaehollandiae ENSDNVG00000004095
nothoprocta_perdicaria ENSNPEG00000015211
taeniopygia_guttata ENSTGUG00000013882
manacus_vitellinus ENSMVIG00005018258
calidris_pugnax ENSCPUG00000017378
taeniopygia_guttata ENSTGUG00000008924
meleagris_gallopavo ENSMGAG00000009052
pogona_vitticeps ENSPVIG00000021186
notechis_scutatus ENSNSUG00000012869
myotis_lucifugus ENSMLUG00000013333
myotis_lucifugus ENSMLUG00000024763
erinaceus_europaeus ENSEEUG00000003019
ailuropoda_melanoleuca ENSAMEG00000014091
ursus_maritimus ENSUMAG00000002806
colobus_angolensis_palliatus ENSCANG00000031503
piliocolobus_tephrosceles ENSPTEG00000035891
theropithecus_gelada ENSTGEG00000008738
papio_anubis ENSPANG00000021555
cercocebus_atys ENSCATG00000042941
macaca_mulatta ENSMMUG00000011789
macaca_fascicularis ENSMFAG00000003234
macaca_nemestrina ENSMNEG00000037100
chlorocebus_sabaeus ENSCSAG00000006543
rhinopithecus_bieti ENSRBIG00000040104
rhinopithecus_roxellana ENSRROG00000043254
mandrillus_leucophaeus ENSMLEG00000039369
gorilla_gorilla ENSGGOG00000039016
gorilla_gorilla ENSGGOG00000039693
pan_troglodytes ENSPTRG00000002760
pan_paniscus ENSPPAG00000036114
homo_sapiens ENSG00000152804
pongo_abelii ENSPPYG00000002486
nomascus_leucogenys ENSNLEG00000012707
saimiri_boliviensis_boliviensis ENSSBOG00000029168
saimiri_boliviensis_boliviensis ENSSBOG00000029303
callithrix_jacchus ENSCJAG00000008627
aotus_nancymaae ENSANAG00000022409
tupaia_belangeri ENSTBEG00000001339
ochotona_princeps ENSOPRG00000003896
bos_mutus ENSBMUG00000023546
bos_taurus ENSBTAG00000014217
bison_bison_bison ENSBBBG00000016547
capra_hircus ENSCHIG00000006086
sus_scrofa ENSSSCG00000036314
sus_scrofa ENSSSCG00000036773
tursiops_truncatus ENSTTRG00000012365
equus_asinus_asinus ENSEASG00005011129
equus_caballus ENSECAG00000005199
sorex_araneus ENSSARG00000008220
pteropus_vampyrus ENSPVAG00000007094
neovison_vison ENSNVIG00000021194
mustela_putorius_furo ENSMPUG00000017219
ursus_americanus ENSUAMG00000010927
canis_lupus_familiaris ENSCAFG00000007502
canis_lupus_dingo ENSCAFG00020002281
vulpes_vulpes ENSVVUG00000021820
panthera_tigris_altaica ENSPTIG00000013459
panthera_pardus ENSPPRG00000013009
felis_catus ENSFCAG00000023875
propithecus_coquereli ENSPCOG00000008674
prolemur_simus ENSPSMG00000012502
microcebus_murinus ENSMICG00000034608
otolemur_garnettii ENSOGAG00000015201
castor_canadensis ENSCCNG00000026820
dipodomys_ordii ENSDORG00000028544
cricetulus_griseus_crigri ENSCGRG00000000549
rattus_norvegicus ENSRNOG00000016595
nannospalax_galili ENSNGAG00000017053
jaculus_jaculus ENSJJAG00000021438
spermophilus_dauricus ENSSDAG00000012093
ictidomys_tridecemlineatus ENSSTOG00000006255
marmota_marmota_marmota ENSMMMG00000014588
chinchilla_lanigera ENSCLAG00000012119
cavia_porcellus ENSCPOG00000031265
heterocephalus_glaber_female ENSHGLG00000012786
heterocephalus_glaber_male ENSHGLG00100008707
fukomys_damarensis ENSFDAG00000021531
octodon_degus ENSODEG00000006657
loxodonta_africana ENSLAFG00000005359
echinops_telfairi ENSETEG00000009524
procavia_capensis ENSPCAG00000008396
carlito_syrichta ENSTSYG00000028231
dasypus_novemcinctus ENSDNOG00000041940
choloepus_hoffmanni ENSCHOG00000005837
sarcophilus_harrisii ENSSHAG00000018185
xenopus_tropicalis ENSXETG00000012215
latimeria_chalumnae ENSLACG00000014170
paramormyrops_kingsleyae ENSPKIG00000001463
scleropages_formosus ENSSFOG00015010609
esox_lucius ENSELUG00000017028
ictalurus_punctatus ENSIPUG00000004709
cyprinodon_variegatus ENSCVAG00000008782
lepisosteus_oculatus ENSLOCG00000007051
