mola_mola ENSMMOG00000001738
takifugu_rubripes ENSTRUG00000022466
labrus_bergylta ENSLBEG00000016919
gasterosteus_aculeatus ENSGACG00000019823
oryzias_latipes_asm223469v1 ENSORLG00015011964
oryzias_latipes ENSORLG00020000764
oryzias_latipes ENSORLG00000015352
oryzias_melastigma ENSOMEG00000006048
oryzias_melastigma ENSOMEG00000006032
poecilia_latipinna ENSPLAG00000010049
neolamprologus_brichardi ENSNBRG00000007125
pundamilia_nyererei ENSPNYG00000001439
amphilophus_citrinellus ENSACIG00000003171
amphiprion_ocellaris ENSAOCG00000009597
amphiprion_percula ENSAPEG00000007632
acanthochromis_polyacanthus ENSAPOG00000018036
stegastes_partitus ENSSPAG00000012067
seriola_lalandi_dorsalis ENSSLDG00000020544
astyanax_mexicanus ENSAMXG00000005718
