labrus_bergylta ENSLBEG00000000378
mola_mola ENSMMOG00000001365
cynoglossus_semilaevis ENSCSEG00000000620
amphiprion_ocellaris ENSAOCG00000004815
amphiprion_percula ENSAPEG00000012334
acanthochromis_polyacanthus ENSAPOG00000003418
stegastes_partitus ENSSPAG00000009354
seriola_dumerili ENSSDUG00000003660
seriola_lalandi ENSSLDG00000021252
scophthalmus_maximus ENSSMAG00000004865
gasterosteus_aculeatus ENSGACG00000007550
mastacembelus_armatus ENSMAMG00000005983
anabas_testudineus ENSATEG00000001549
fundulus_heteroclitus ENSFHEG00000017684
cyprinodon_variegatus ENSCVAG00000022374
xiphophorus_maculatus ENSXMAG00000014700
xiphophorus_couchianus ENSXCOG00000009861
gambusia_affinis ENSGAFG00000017031
poecilia_latipinna ENSPLAG00000009287
poecilia_formosa ENSPFOG00000014703
poecilia_mexicana ENSPMEG00000012183
poecilia_reticulata ENSPREG00000009385
kryptolebias_marmoratus ENSKMAG00000002368
oryzias_latipes ENSORLG00000016572
oryzias_latipes ENSORLG00015005797
oryzias_latipes ENSORLG00020006054
oryzias_melastigma ENSOMEG00000020751
maylandia_zebra ENSMZEG00005020870
astatotilapia_calliptera ENSACLG00000024588
haplochromis_burtoni ENSHBUG00000018591
pundamilia_nyererei ENSPNYG00000021561
neolamprologus_brichardi ENSNBRG00000003925
amphilophus_citrinellus ENSACIG00000008236
stegastes_partitus ENSSPAG00000014084
monopterus_albus ENSMALG00000004784
takifugu_rubripes ENSTRUG00000018345
tetraodon_nigroviridis ENSTNIG00000017411
hippocampus_comes ENSHCOG00000014060
periophthalmus_magnuspinnatus ENSPMGG00000018983
gadus_morhua ENSGMOG00000015229
esox_lucius ENSELUG00000007156
pygocentrus_nattereri ENSPNAG00000009704
astyanax_mexicanus ENSAMXG00000014420
ictalurus_punctatus ENSIPUG00000007710
paramormyrops_kingsleyae ENSPKIG00000003158
scleropages_formosus ENSSFOG00015023942
lepisosteus_oculatus ENSLOCG00000010599
pogona_vitticeps ENSPVIG00000020143
anolis_carolinensis ENSACAG00000017053
salvator_merianae ENSSMRG00000012543
sphenodon_punctatus ENSSPUG00000014221
apteryx_haastii ENSAHAG00000009407
apteryx_owenii ENSAOWG00000003612
apteryx_rowi ENSARWG00000011940
nothoprocta_perdicaria ENSNPEG00000007818
dromaius_novaehollandiae ENSDNVG00000002781
meleagris_gallopavo ENSMGAG00000012792
coturnix_japonica ENSCJPG00005019266
gallus_gallus ENSGALG00000020415
numida_meleagris ENSNMEG00000022386
anser_brachyrhynchus ENSABRG00000002376
zonotrichia_albicollis ENSZALG00000000354
lonchura_striata ENSLSDG00000002828
ficedula_albicollis ENSFALG00000006417
taeniopygia_guttata ENSTGUG00000012246
junco_hyemalis ENSJHYG00000011745
serinus_canaria ENSSCAG00000009609
parus_major ENSPMJG00000016830
lepidothrix_coronata ENSLCOG00000015644
manacus_vitellinus ENSMVIG00005003766
calidris_pugnax ENSCPUG00000000168
calidris_pygmaea ENSCPGG00000003003
crocodylus_porosus ENSCPRG00005005170
chrysemys_picta ENSCPBG00000026270
gopherus_agassizii ENSGAGG00000012403
pelodiscus_sinensis ENSPSIG00000017883
ovis_aries ENSOARG00000002065
capra_hircus ENSCHIG00000011518
bos_mutus ENSBMUG00000025700
bos_taurus ENSBTAG00000012005
bison_bison ENSBBBG00000021452
sus_scrofa ENSSSCG00000002386
equus_asinus ENSEASG00005020000
equus_caballus ENSECAG00000036728
ursus_maritimus ENSUMAG00000007535
ailuropoda_melanoleuca ENSAMEG00000018353
mustela_putorius ENSMPUG00000009048
neovison_vison ENSNVIG00000014884
canis_lupus ENSCAFG00000017116
canis_lupus ENSCAFG00020001777
vulpes_vulpes ENSVVUG00000006561
panthera_tigris ENSPTIG00000015242
panthera_pardus ENSPPRG00000007836
felis_catus ENSFCAG00000040391
heterocephalus_glaber ENSHGLG00000006159
heterocephalus_glaber ENSHGLG00100002670
fukomys_damarensis ENSFDAG00000007944
cavia_porcellus ENSCPOG00000035589
cavia_aperea ENSCAPG00000012168
chinchilla_lanigera ENSCLAG00000012424
octodon_degus ENSODEG00000013768
urocitellus_parryii ENSUPAG00010013527
ictidomys_tridecemlineatus ENSSTOG00000014423
marmota_marmota ENSMMMG00000019160
spermophilus_dauricus ENSSDAG00000020507
cricetulus_griseus ENSCGRG00001005198
cricetulus_griseus ENSCGRG00015001845
cricetulus_griseus ENSCGRG00000012212
peromyscus_maniculatus ENSPEMG00000021440
microtus_ochrogaster ENSMOCG00000010189
mus_spretus MGP_SPRETEiJ_G0018820
mus_musculus ENSMUSG00000007867
mus_spicilegus ENSMSIG00000011649
mus_caroli MGP_CAROLIEiJ_G0017974
mus_pahari MGP_PahariEiJ_G0029733
rattus_norvegicus ENSRNOG00000010194
meriones_unguiculatus ENSMUGG00000021007
nannospalax_galili ENSNGAG00000015338
dipodomys_ordii ENSDORG00000012899
jaculus_jaculus ENSJJAG00000023944
oryctolagus_cuniculus ENSOCUG00000011421
ochotona_princeps ENSOPRG00000002448
carlito_syrichta ENSTSYG00000000491
dasypus_novemcinctus ENSDNOG00000043800
prolemur_simus ENSPSMG00000010769
propithecus_coquereli ENSPCOG00000013874
microcebus_murinus ENSMICG00000006352
pan_paniscus ENSPPAG00000035630
pan_troglodytes ENSPTRG00000006563
homo_sapiens ENSG00000119650
gorilla_gorilla ENSGGOG00000001483
pongo_abelii ENSPPYG00000006010
nomascus_leucogenys ENSNLEG00000016594
macaca_fascicularis ENSMFAG00000033645
macaca_nemestrina ENSMNEG00000043689
theropithecus_gelada ENSTGEG00000025606
papio_anubis ENSPANG00000024302
cercocebus_atys ENSCATG00000043000
mandrillus_leucophaeus ENSMLEG00000042350
rhinopithecus_roxellana ENSRROG00000036349
rhinopithecus_bieti ENSRBIG00000043094
piliocolobus_tephrosceles ENSPTEG00000024870
macaca_mulatta ENSMMUG00000012070
chlorocebus_sabaeus ENSCSAG00000011996
colobus_angolensis ENSCANG00000039321
cebus_capucinus ENSCCAG00000019476
saimiri_boliviensis ENSSBOG00000021074
callithrix_jacchus ENSCJAG00000020692
aotus_nancymaae ENSANAG00000033839
pteropus_vampyrus ENSPVAG00000000683
choloepus_hoffmanni ENSCHOG00000008892
phascolarctos_cinereus ENSPCIG00000002595
monodelphis_domestica ENSMODG00000005632
ciona_savignyi ENSCSAVG00000002774
ciona_intestinalis ENSCING00000022218
