eptatretus_burgeri ENSEBUG00000010657
petromyzon_marinus ENSPMAG00000008497
tetraodon_nigroviridis ENSTNIG00000005644
takifugu_rubripes ENSTRUG00000001050
mola_mola ENSMMOG00000002500
oryzias_latipes ENSORLG00000017631
oryzias_latipes ENSORLG00020017155
oryzias_latipes_asm223469v1 ENSORLG00015013753
oryzias_melastigma ENSOMEG00000012044
kryptolebias_marmoratus ENSKMAG00000006492
poecilia_formosa ENSPFOG00000001508
poecilia_mexicana ENSPMEG00000019456
poecilia_latipinna ENSPLAG00000004650
poecilia_reticulata ENSPREG00000002399
xiphophorus_maculatus ENSXMAG00000004959
xiphophorus_couchianus ENSXCOG00000013177
gambusia_affinis ENSGAFG00000001404
fundulus_heteroclitus ENSFHEG00000004323
cyprinodon_variegatus ENSCVAG00000017590
gasterosteus_aculeatus ENSGACG00000005564
amphiprion_ocellaris ENSAOCG00000006800
amphiprion_percula ENSAPEG00000017390
acanthochromis_polyacanthus ENSAPOG00000019765
stegastes_partitus ENSSPAG00000008869
maylandia_zebra ENSMZEG00005007351
astatotilapia_calliptera ENSACLG00000022202
pundamilia_nyererei ENSPNYG00000003782
haplochromis_burtoni ENSHBUG00000004444
oreochromis_niloticus ENSONIG00000019484
neolamprologus_brichardi ENSNBRG00000009370
amphilophus_citrinellus ENSACIG00000010947
seriola_dumerili ENSSDUG00000013933
seriola_lalandi_dorsalis ENSSLDG00000005691
scophthalmus_maximus ENSSMAG00000010768
mastacembelus_armatus ENSMAMG00000012391
monopterus_albus ENSMALG00000009554
anabas_testudineus ENSATEG00000008805
labrus_bergylta ENSLBEG00000020622
cynoglossus_semilaevis ENSCSEG00000000099
periophthalmus_magnuspinnatus ENSPMGG00000022671
hippocampus_comes ENSHCOG00000006440
gadus_morhua ENSGMOG00000007544
esox_lucius ENSELUG00000013873
paramormyrops_kingsleyae ENSPKIG00000001859
scleropages_formosus ENSSFOG00015012939
pygocentrus_nattereri ENSPNAG00000015616
astyanax_mexicanus ENSAMXG00000017485
ictalurus_punctatus ENSIPUG00000007366
danio_rerio ENSDARG00000011837
lepisosteus_oculatus ENSLOCG00000012179
pogona_vitticeps ENSPVIG00000004492
anolis_carolinensis ENSACAG00000010697
notechis_scutatus ENSNSUG00000007233
salvator_merianae ENSSMRG00000020909
sphenodon_punctatus ENSSPUG00000018374
calidris_pygmaea ENSCPGG00000007870
calidris_pugnax ENSCPUG00000017485
melopsittacus_undulatus ENSMUNG00000004219
zonotrichia_albicollis ENSZALG00000013828
serinus_canaria ENSSCAG00000011366
lonchura_striata_domestica ENSLSDG00000017822
lonchura_striata_domestica ENSLSDG00000017824
taeniopygia_guttata ENSTGUG00000001401
cyanistes_caeruleus ENSCCEG00000003822
parus_major ENSPMJG00000004926
ficedula_albicollis ENSFALG00000001245
manacus_vitellinus ENSMVIG00005019769
lepidothrix_coronata ENSLCOG00000014396
anser_brachyrhynchus ENSABRG00000014691
anas_platyrhynchos_platyrhynchos ENSAPLG00000004240
meleagris_gallopavo ENSMGAG00000008704
meleagris_gallopavo ENSMGAG00000008707
gallus_gallus ENSGALG00000001864
coturnix_japonica ENSCJPG00005003638
numida_meleagris ENSNMEG00000010132
apteryx_haastii ENSAHAG00000004836
apteryx_rowi ENSARWG00000008683
apteryx_owenii ENSAOWG00000006717
dromaius_novaehollandiae ENSDNVG00000015747
nothoprocta_perdicaria ENSNPEG00000009787
crocodylus_porosus ENSCPRG00005015385
chelonoidis_abingdonii ENSCABG00000014022
chelonoidis_abingdonii ENSCABG00000005397
gopherus_agassizii ENSGAGG00000012478
chrysemys_picta_bellii ENSCPBG00000008016
pelodiscus_sinensis ENSPSIG00000015051
phascolarctos_cinereus ENSPCIG00000002598
notamacropus_eugenii ENSMEUG00000009026
sarcophilus_harrisii ENSSHAG00000003147
monodelphis_domestica ENSMODG00000004328
loxodonta_africana ENSLAFG00000008980
echinops_telfairi ENSETEG00000019606
procavia_capensis ENSPCAG00000008676
choloepus_hoffmanni ENSCHOG00000010350
dasypus_novemcinctus ENSDNOG00000016987
ursus_maritimus ENSUMAG00000005785
ailuropoda_melanoleuca ENSAMEG00000001825
mustela_putorius_furo ENSMPUG00000015924
neovison_vison ENSNVIG00000011758
canis_lupus_dingo ENSCAFG00020014504
canis_lupus_familiaris ENSCAFG00000001720
vulpes_vulpes ENSVVUG00000021203
panthera_tigris_altaica ENSPTIG00000020018
panthera_pardus ENSPPRG00000007614
felis_catus ENSFCAG00000001914
equus_caballus ENSECAG00000022028
equus_asinus_asinus ENSEASG00005004632
bison_bison_bison ENSBBBG00000017654
bos_taurus ENSBTAG00000010059
bos_mutus ENSBMUG00000000520
ovis_aries ENSOARG00000014678
capra_hircus ENSCHIG00000014755
tursiops_truncatus ENSTTRG00000005486
sus_scrofa ENSSSCG00000011010
vicugna_pacos ENSVPAG00000006408
pteropus_vampyrus ENSPVAG00000009664
myotis_lucifugus ENSMLUG00000009492
sorex_araneus ENSSARG00000010192
dipodomys_ordii ENSDORG00000006734
castor_canadensis ENSCCNG00000021971
cricetulus_griseus_chok1gshd ENSCGRG00001013910
cricetulus_griseus_crigri-picr ENSCGRG00015006010
