takifugu_rubripes ENSTRUG00000014909
tetraodon_nigroviridis ENSTNIG00000008258
labrus_bergylta ENSLBEG00000008862
gasterosteus_aculeatus ENSGACG00000016515
mastacembelus_armatus ENSMAMG00000007123
anabas_testudineus ENSATEG00000005319
scophthalmus_maximus ENSSMAG00000000584
cynoglossus_semilaevis ENSCSEG00000002122
seriola_lalandi_dorsalis ENSSLDG00000016310
seriola_dumerili ENSSDUG00000014952
gambusia_affinis ENSGAFG00000013521
xiphophorus_maculatus ENSXMAG00000012858
poecilia_formosa ENSPFOG00000011557
poecilia_latipinna ENSPLAG00000006152
poecilia_mexicana ENSPMEG00000019955
poecilia_reticulata ENSPREG00000000075
cyprinodon_variegatus ENSCVAG00000018723
kryptolebias_marmoratus ENSKMAG00000009273
oryzias_latipes_asm223469v1 ENSORLG00015000670
oryzias_latipes ENSORLG00000009629
oryzias_latipes ENSORLG00020010641
oryzias_melastigma ENSOMEG00000019896
astatotilapia_calliptera ENSACLG00000004313
maylandia_zebra ENSMZEG00005013511
haplochromis_burtoni ENSHBUG00000015341
oreochromis_niloticus ENSONIG00000000175
amphiprion_percula ENSAPEG00000011080
amphiprion_ocellaris ENSAOCG00000022962
acanthochromis_polyacanthus ENSAPOG00000000795
stegastes_partitus ENSSPAG00000002304
hippocampus_comes ENSHCOG00000011339
gadus_morhua ENSGMOG00000017891
esox_lucius ENSELUG00000011115
danio_rerio ENSDARG00000089930
paramormyrops_kingsleyae ENSPKIG00000011959
lepisosteus_oculatus ENSLOCG00000001483
salvator_merianae ENSSMRG00000020294
pogona_vitticeps ENSPVIG00000005243
sphenodon_punctatus ENSSPUG00000002162
apteryx_haastii ENSAHAG00000009522
apteryx_owenii ENSAOWG00000017331
apteryx_rowi ENSARWG00000017691
dromaius_novaehollandiae ENSDNVG00000010705
lepidothrix_coronata ENSLCOG00000001298
manacus_vitellinus ENSMVIG00005002215
junco_hyemalis ENSJHYG00000006853
zonotrichia_albicollis ENSZALG00000005746
lonchura_striata_domestica ENSLSDG00000001032
parus_major ENSPMJG00000017375
ficedula_albicollis ENSFALG00000013888
calidris_pugnax ENSCPUG00000003074
melopsittacus_undulatus ENSMUNG00000004580
meleagris_gallopavo ENSMGAG00000002871
coturnix_japonica ENSCJPG00005014208
numida_meleagris ENSNMEG00000009089
anas_platyrhynchos_platyrhynchos ENSAPLG00000003199
crocodylus_porosus ENSCPRG00005016381
chrysemys_picta_bellii ENSCPBG00000020715
gopherus_agassizii ENSGAGG00000022021
pelodiscus_sinensis ENSPSIG00000007004
monodelphis_domestica ENSMODG00000000162
sarcophilus_harrisii ENSSHAG00000010079
mus_musculus ENSMUSG00000036555
mus_spicilegus ENSMSIG00000029767
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028957
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027953
mus_pahari MGP_PahariEiJ_G0024525
meriones_unguiculatus ENSMUGG00000025409
cricetulus_griseus_crigri ENSCGRG00000009395
cricetulus_griseus_crigri-picr ENSCGRG00015013114
cricetulus_griseus_chok1gshd ENSCGRG00001008747
mesocricetus_auratus ENSMAUG00000019981
peromyscus_maniculatus_bairdii ENSPEMG00000022210
jaculus_jaculus ENSJJAG00000000506
castor_canadensis ENSCCNG00000006742
dipodomys_ordii ENSDORG00000000824
cavia_porcellus ENSCPOG00000036310
chinchilla_lanigera ENSCLAG00000008881
fukomys_damarensis ENSFDAG00000008505
heterocephalus_glaber_female ENSHGLG00000010902
ictidomys_tridecemlineatus ENSSTOG00000004604
spermophilus_dauricus ENSSDAG00000015760
oryctolagus_cuniculus ENSOCUG00000009496
bos_taurus ENSBTAG00000014503
ornithorhynchus_anatinus ENSOANG00000004322
xenopus_tropicalis ENSXETG00000021761
latimeria_chalumnae ENSLACG00000016197
