petromyzon_marinus ENSPMAG00000002612
eptatretus_burgeri ENSEBUG00000010489
eptatretus_burgeri ENSEBUG00000002372
scleropages_formosus ENSSFOG00015016934
paramormyrops_kingsleyae ENSPKIG00000018057
hippocampus_comes ENSHCOG00000016318
periophthalmus_magnuspinnatus ENSPMGG00000010655
oryzias_latipes_asm223469v1 ENSORLG00015001706
oryzias_latipes ENSORLG00000019007
gambusia_affinis ENSGAFG00000020379
gambusia_affinis ENSGAFG00000020380
kryptolebias_marmoratus ENSKMAG00000019298
mastacembelus_armatus ENSMAMG00000010358
astatotilapia_calliptera ENSACLG00000007507
maylandia_zebra ENSMZEG00005013592
haplochromis_burtoni ENSHBUG00000006604
oreochromis_niloticus ENSONIG00000005458
neolamprologus_brichardi ENSNBRG00000024360
pundamilia_nyererei ENSPNYG00000004474
amphilophus_citrinellus ENSACIG00000005645
poecilia_mexicana ENSPMEG00000003014
poecilia_latipinna ENSPLAG00000010225
poecilia_formosa ENSPFOG00000006951
xiphophorus_couchianus ENSXCOG00000013147
gambusia_affinis ENSGAFG00000020376
xiphophorus_maculatus ENSXMAG00000002107
fundulus_heteroclitus ENSFHEG00000023276
cyprinodon_variegatus ENSCVAG00000017812
amphiprion_ocellaris ENSAOCG00000019745
amphiprion_percula ENSAPEG00000020404
acanthochromis_polyacanthus ENSAPOG00000011250
scophthalmus_maximus ENSSMAG00000017995
cynoglossus_semilaevis ENSCSEG00000005246
seriola_dumerili ENSSDUG00000017739
anabas_testudineus ENSATEG00000015383
monopterus_albus ENSMALG00000004912
seriola_lalandi_dorsalis ENSSLDG00000018640
mola_mola ENSMMOG00000011143
xiphophorus_couchianus ENSXCOG00000013145
xiphophorus_couchianus ENSXCOG00000013146
oryzias_melastigma ENSOMEG00000006651
maylandia_zebra ENSMZEG00005025894
oryzias_melastigma ENSOMEG00000006683
haplochromis_burtoni ENSHBUG00000017634
tetraodon_nigroviridis ENSTNIG00000003113
esox_lucius ENSELUG00000010282
astyanax_mexicanus ENSAMXG00000004363
pygocentrus_nattereri ENSPNAG00000005365
ictalurus_punctatus ENSIPUG00000003632
danio_rerio ENSDARG00000101281
lepisosteus_oculatus ENSLOCG00000012013
ornithorhynchus_anatinus ENSOANG00000006851
ornithorhynchus_anatinus ENSOANG00000031707
xenopus_tropicalis ENSXETG00000009837
ornithorhynchus_anatinus ENSOANG00000030029
haplochromis_burtoni ENSHBUG00000017663
anser_brachyrhynchus ENSABRG00000015186
anas_platyrhynchos_platyrhynchos ENSAPLG00000010874
coturnix_japonica ENSCJPG00005016592
meleagris_gallopavo ENSMGAG00000012044
gallus_gallus ENSGALG00000014144
numida_meleagris ENSNMEG00000017821
calidris_pygmaea ENSCPGG00000019342
calidris_pugnax ENSCPUG00000004354
melopsittacus_undulatus ENSMUNG00000006758
lepidothrix_coronata ENSLCOG00000006238
manacus_vitellinus ENSMVIG00005009738
parus_major ENSPMJG00000015542
cyanistes_caeruleus ENSCCEG00000021621
ficedula_albicollis ENSFALG00000003050
taeniopygia_guttata ENSTGUG00000008187
lonchura_striata_domestica ENSLSDG00000001291
zonotrichia_albicollis ENSZALG00000014097
junco_hyemalis ENSJHYG00000006797
serinus_canaria ENSSCAG00000007634
apteryx_rowi ENSARWG00000001879
apteryx_owenii ENSAOWG00000016991
apteryx_haastii ENSAHAG00000015635
dromaius_novaehollandiae ENSDNVG00000008519
nothoprocta_perdicaria ENSNPEG00000004511
crocodylus_porosus ENSCPRG00005009646
gopherus_agassizii ENSGAGG00000015961
chelonoidis_abingdonii ENSCABG00000016083
chrysemys_picta_bellii ENSCPBG00000027875
pelodiscus_sinensis ENSPSIG00000006086
anolis_carolinensis ENSACAG00000006661
pogona_vitticeps ENSPVIG00000000312
notechis_scutatus ENSNSUG00000003980
salvator_merianae ENSSMRG00000004292
sphenodon_punctatus ENSSPUG00000016762
apteryx_owenii ENSAOWG00000011599
apteryx_haastii ENSAHAG00000011110
chrysemys_picta_bellii ENSCPBG00000024920
notamacropus_eugenii ENSMEUG00000008525
phascolarctos_cinereus ENSPCIG00000037372
monodelphis_domestica ENSMODG00000020619
sarcophilus_harrisii ENSSHAG00000000377
capra_hircus ENSCHIG00000007759
ovis_aries ENSOARG00000016215
bos_mutus ENSBMUG00000013536
bos_taurus ENSBTAG00000002199
bison_bison_bison ENSBBBG00000018963
tursiops_truncatus ENSTTRG00000003272
vicugna_pacos ENSVPAG00000008627
sus_scrofa ENSSSCG00000008813
equus_caballus ENSECAG00000005039
equus_asinus_asinus ENSEASG00005008798
pteropus_vampyrus ENSPVAG00000011458
myotis_lucifugus ENSMLUG00000006709
ursus_maritimus ENSUMAG00000002040
ursus_americanus ENSUAMG00000011169
ailuropoda_melanoleuca ENSAMEG00000003272
mustela_putorius_furo ENSMPUG00000005053
neovison_vison ENSNVIG00000012727
canis_lupus_dingo ENSCAFG00020002573
canis_lupus_familiaris ENSCAFG00000001907
