gopherus_agassizii ENSGAGG00000001423
chelonoidis_abingdonii ENSCABG00000003661
chrysemys_picta ENSCPBG00000009102
pelodiscus_sinensis ENSPSIG00000013335
anser_brachyrhynchus ENSABRG00000009343
anas_platyrhynchos ENSAPLG00000008828
gallus_gallus ENSGALG00000043185
meleagris_gallopavo ENSMGAG00000000702
coturnix_japonica ENSCJPG00005015473
numida_meleagris ENSNMEG00000003604
calidris_pygmaea ENSCPGG00000004036
calidris_pugnax ENSCPUG00000014545
lepidothrix_coronata ENSLCOG00000005457
manacus_vitellinus ENSMVIG00005019286
lonchura_striata ENSLSDG00000005013
taeniopygia_guttata ENSTGUG00000000798
serinus_canaria ENSSCAG00000014613
ficedula_albicollis ENSFALG00000001260
cyanistes_caeruleus ENSCCEG00000015319
junco_hyemalis ENSJHYG00000003578
melopsittacus_undulatus ENSMUNG00000005237
apteryx_owenii ENSAOWG00000015575
apteryx_haastii ENSAHAG00000005074
apteryx_rowi ENSARWG00000002380
dromaius_novaehollandiae ENSDNVG00000000906
nothoprocta_perdicaria ENSNPEG00000011813
crocodylus_porosus ENSCPRG00005004313
pogona_vitticeps ENSPVIG00000002273
anolis_carolinensis ENSACAG00000000957
notechis_scutatus ENSNSUG00000011892
salvator_merianae ENSSMRG00000003296
phascolarctos_cinereus ENSPCIG00000017737
vombatus_ursinus ENSVURG00010019256
notamacropus_eugenii ENSMEUG00000012652
sarcophilus_harrisii ENSSHAG00000013621
monodelphis_domestica ENSMODG00000017050
equus_asinus ENSEASG00005010809
equus_caballus ENSECAG00000008747
panthera_tigris ENSPTIG00000004971
vulpes_vulpes ENSVVUG00000014610
ochotona_princeps ENSOPRG00000001730
cavia_aperea ENSCAPG00000010526
echinops_telfairi ENSETEG00000002041
octodon_degus ENSODEG00000003275
cavia_porcellus ENSCPOG00000010146
chinchilla_lanigera ENSCLAG00000008049
heterocephalus_glaber ENSHGLG00000018463
heterocephalus_glaber ENSHGLG00100010012
fukomys_damarensis ENSFDAG00000016448
urocitellus_parryii ENSUPAG00010019827
ictidomys_tridecemlineatus ENSSTOG00000014709
castor_canadensis ENSCCNG00000022984
dipodomys_ordii ENSDORG00000009341
cricetulus_griseus ENSCGRG00000015314
cricetulus_griseus ENSCGRG00001019479
cricetulus_griseus ENSCGRG00015012160
mesocricetus_auratus ENSMAUG00000019156
microtus_ochrogaster ENSMOCG00000011816
peromyscus_maniculatus ENSPEMG00000017513
mus_musculus ENSMUSG00000040533
mus_spicilegus ENSMSIG00000031917
mus_spretus MGP_SPRETEiJ_G0027532
mus_caroli MGP_CAROLIEiJ_G0026552
mus_pahari MGP_PahariEiJ_G0028884
rattus_norvegicus ENSRNOG00000010932
meriones_unguiculatus ENSMUGG00000001249
nannospalax_galili ENSNGAG00000004266
jaculus_jaculus ENSJJAG00000019819
otolemur_garnettii ENSOGAG00000014950
bos_indicus ENSBIXG00005001095
bos_indicus ENSBIXG00000020618
bos_mutus ENSBMUG00000007280
bos_taurus ENSBTAG00000003479
bison_bison ENSBBBG00000013670
capra_hircus ENSCHIG00000008350
ovis_aries ENSOARG00000002114
sus_scrofa ENSSSCG00000022554
tursiops_truncatus ENSTTRG00000010105
