astyanax_mexicanus ENSAMXG00000034129
pygocentrus_nattereri ENSPNAG00000012925
ictalurus_punctatus ENSIPUG00000011439
mola_mola ENSMMOG00000012302
labrus_bergylta ENSLBEG00000002780
seriola_lalandi_dorsalis ENSSLDG00000025010
seriola_dumerili ENSSDUG00000017967
scophthalmus_maximus ENSSMAG00000014821
anabas_testudineus ENSATEG00000019983
monopterus_albus ENSMALG00000004030
amphiprion_ocellaris ENSAOCG00000007162
amphiprion_percula ENSAPEG00000016282
acanthochromis_polyacanthus ENSAPOG00000000465
stegastes_partitus ENSSPAG00000009462
stegastes_partitus ENSSPAG00000000052
oryzias_melastigma ENSOMEG00000003941
pundamilia_nyererei ENSPNYG00000019524
poecilia_latipinna ENSPLAG00000016492
poecilia_mexicana ENSPMEG00000012776
xiphophorus_couchianus ENSXCOG00000005725
gambusia_affinis ENSGAFG00000003335
fundulus_heteroclitus ENSFHEG00000022263
takifugu_rubripes ENSTRUG00000022261
hippocampus_comes ENSHCOG00000003218
esox_lucius ENSELUG00000013710
scleropages_formosus ENSSFOG00015021551
