apteryx_owenii ENSAOWG00000016626
apteryx_haastii ENSAHAG00000014638
apteryx_rowi ENSARWG00000017462
dromaius_novaehollandiae ENSDNVG00000012142
calidris_pygmaea ENSCPGG00000006047
calidris_pugnax ENSCPUG00000010546
melopsittacus_undulatus ENSMUNG00000004922
lepidothrix_coronata ENSLCOG00000000381
manacus_vitellinus ENSMVIG00005015268
lonchura_striata_domestica ENSLSDG00000006958
taeniopygia_guttata ENSTGUG00000007658
serinus_canaria ENSSCAG00000009048
junco_hyemalis ENSJHYG00000006099
zonotrichia_albicollis ENSZALG00000007663
ficedula_albicollis ENSFALG00000013825
parus_major ENSPMJG00000017402
cyanistes_caeruleus ENSCCEG00000022542
anser_brachyrhynchus ENSABRG00000001919
anas_platyrhynchos_platyrhynchos ENSAPLG00000010364
meleagris_gallopavo ENSMGAG00000003930
meleagris_gallopavo ENSMGAG00000016921
coturnix_japonica ENSCJPG00005000414
gallus_gallus ENSGALG00000004629
numida_meleagris ENSNMEG00000009172
nothoprocta_perdicaria ENSNPEG00000000301
crocodylus_porosus ENSCPRG00005016190
gopherus_agassizii ENSGAGG00000025087
chelonoidis_abingdonii ENSCABG00000005893
chrysemys_picta_bellii ENSCPBG00000020812
pelodiscus_sinensis ENSPSIG00000010937
sphenodon_punctatus ENSSPUG00000002931
sphenodon_punctatus ENSSPUG00000002901
anolis_carolinensis ENSACAG00000011713
pogona_vitticeps ENSPVIG00000005646
salvator_merianae ENSSMRG00000020248
notechis_scutatus ENSNSUG00000014123
monodelphis_domestica ENSMODG00000027915
monodelphis_domestica ENSMODG00000001052
notamacropus_eugenii ENSMEUG00000015606
phascolarctos_cinereus ENSPCIG00000032734
sarcophilus_harrisii ENSSHAG00000005785
ornithorhynchus_anatinus ENSOANG00000007717
dasypus_novemcinctus ENSDNOG00000004843
choloepus_hoffmanni ENSCHOG00000013207
loxodonta_africana ENSLAFG00000017088
procavia_capensis ENSPCAG00000014558
echinops_telfairi ENSETEG00000016305
myotis_lucifugus ENSMLUG00000015738
pteropus_vampyrus ENSPVAG00000014420
equus_caballus ENSECAG00000013171
equus_asinus_asinus ENSEASG00005000044
ursus_americanus ENSUAMG00000023613
ursus_maritimus ENSUMAG00000008432
ailuropoda_melanoleuca ENSAMEG00000006634
neovison_vison ENSNVIG00000005665
mustela_putorius_furo ENSMPUG00000016610
canis_lupus_familiaris ENSCAFG00000015990
canis_lupus_dingo ENSCAFG00020017169
vulpes_vulpes ENSVVUG00000006387
panthera_pardus ENSPPRG00000003482
panthera_tigris_altaica ENSPTIG00000021179
felis_catus ENSFCAG00000013381
vicugna_pacos ENSVPAG00000004183
tursiops_truncatus ENSTTRG00000010772
