paramormyrops_kingsleyae ENSPKIG00000007133
scleropages_formosus ENSSFOG00015003643
monopterus_albus ENSMALG00000019367
hippocampus_comes ENSHCOG00000015059
tetraodon_nigroviridis ENSTNIG00000001681
takifugu_rubripes ENSTRUG00000008938
periophthalmus_magnuspinnatus ENSPMGG00000016607
amphiprion_percula ENSAPEG00000014563
amphiprion_ocellaris ENSAOCG00000013962
acanthochromis_polyacanthus ENSAPOG00000018401
acanthochromis_polyacanthus ENSAPOG00000015552
stegastes_partitus ENSSPAG00000011205
fundulus_heteroclitus ENSFHEG00000019379
cyprinodon_variegatus ENSCVAG00000014830
poecilia_mexicana ENSPMEG00000003575
poecilia_formosa ENSPFOG00000006053
poecilia_latipinna ENSPLAG00000006966
poecilia_reticulata ENSPREG00000015843
xiphophorus_couchianus ENSXCOG00000018035
xiphophorus_maculatus ENSXMAG00000012234
gambusia_affinis ENSGAFG00000006063
oryzias_latipes_asm223469v1 ENSORLG00015022633
oryzias_latipes ENSORLG00020011871
oryzias_latipes ENSORLG00000012345
oryzias_melastigma ENSOMEG00000019209
maylandia_zebra ENSMZEG00005008606
astatotilapia_calliptera ENSACLG00000008448
pundamilia_nyererei ENSPNYG00000017534
haplochromis_burtoni ENSHBUG00000000609
neolamprologus_brichardi ENSNBRG00000001700
oreochromis_niloticus ENSONIG00000019436
amphilophus_citrinellus ENSACIG00000006329
anabas_testudineus ENSATEG00000004271
seriola_lalandi_dorsalis ENSSLDG00000017758
scophthalmus_maximus ENSSMAG00000009259
mola_mola ENSMMOG00000012455
gasterosteus_aculeatus ENSGACG00000013346
labrus_bergylta ENSLBEG00000023085
cynoglossus_semilaevis ENSCSEG00000017809
kryptolebias_marmoratus ENSKMAG00000008883
mastacembelus_armatus ENSMAMG00000003084
seriola_dumerili ENSSDUG00000016124
gadus_morhua ENSGMOG00000009906
esox_lucius ENSELUG00000017129
pygocentrus_nattereri ENSPNAG00000013074
astyanax_mexicanus ENSAMXG00000032154
ictalurus_punctatus ENSIPUG00000009511
danio_rerio ENSDARG00000116806
takifugu_rubripes ENSTRUG00000004244
tetraodon_nigroviridis ENSTNIG00000014138
gasterosteus_aculeatus ENSGACG00000018184
hippocampus_comes ENSHCOG00000013955
oryzias_latipes ENSORLG00000001675
oryzias_latipes_asm223469v1 ENSORLG00015014838
oryzias_latipes ENSORLG00020015313
oryzias_melastigma ENSOMEG00000006825
periophthalmus_magnuspinnatus ENSPMGG00000012988
seriola_dumerili ENSSDUG00000003960
seriola_lalandi_dorsalis ENSSLDG00000001487
scophthalmus_maximus ENSSMAG00000011215
monopterus_albus ENSMALG00000006082
labrus_bergylta ENSLBEG00000013018
fundulus_heteroclitus ENSFHEG00000002943
cyprinodon_variegatus ENSCVAG00000007551
poecilia_mexicana ENSPMEG00000023405
poecilia_formosa ENSPFOG00000016955
poecilia_latipinna ENSPLAG00000014552
poecilia_reticulata ENSPREG00000003373
xiphophorus_couchianus ENSXCOG00000011560
xiphophorus_maculatus ENSXMAG00000028146
gambusia_affinis ENSGAFG00000007658
kryptolebias_marmoratus ENSKMAG00000011822
anabas_testudineus ENSATEG00000000363
mastacembelus_armatus ENSMAMG00000005477
mola_mola ENSMMOG00000007045
pundamilia_nyererei ENSPNYG00000002901
maylandia_zebra ENSMZEG00005012088
haplochromis_burtoni ENSHBUG00000001457
astatotilapia_calliptera ENSACLG00000010191
neolamprologus_brichardi ENSNBRG00000017478
oreochromis_niloticus ENSONIG00000003309
amphilophus_citrinellus ENSACIG00000020316
cynoglossus_semilaevis ENSCSEG00000015412
amphiprion_ocellaris ENSAOCG00000014708
amphiprion_percula ENSAPEG00000014175
acanthochromis_polyacanthus ENSAPOG00000000006
stegastes_partitus ENSSPAG00000016542
gadus_morhua ENSGMOG00000013131
esox_lucius ENSELUG00000008802
pygocentrus_nattereri ENSPNAG00000027869
astyanax_mexicanus ENSAMXG00000032737
ictalurus_punctatus ENSIPUG00000022392
danio_rerio ENSDARG00000100504
scleropages_formosus ENSSFOG00015003997
lepisosteus_oculatus ENSLOCG00000013900
pogona_vitticeps ENSPVIG00000013938
anolis_carolinensis ENSACAG00000010634
notechis_scutatus ENSNSUG00000010625
salvator_merianae ENSSMRG00000023357
sphenodon_punctatus ENSSPUG00000010964
lonchura_striata_domestica ENSLSDG00000002978
taeniopygia_guttata ENSTGUG00000010374
serinus_canaria ENSSCAG00000011194
parus_major ENSPMJG00000015263
cyanistes_caeruleus ENSCCEG00000020218
ficedula_albicollis ENSFALG00000014330
lepidothrix_coronata ENSLCOG00000012616
manacus_vitellinus ENSMVIG00005014705
calidris_pugnax ENSCPUG00000001316
gallus_gallus ENSGALG00000035913
coturnix_japonica ENSCJPG00005021162
meleagris_gallopavo ENSMGAG00000005431
anser_brachyrhynchus ENSABRG00000011240
numida_meleagris ENSNMEG00000000195
junco_hyemalis ENSJHYG00000007915
melopsittacus_undulatus ENSMUNG00000009736
apteryx_rowi ENSARWG00000007368
apteryx_haastii ENSAHAG00000003245
apteryx_owenii ENSAOWG00000002393
nothoprocta_perdicaria ENSNPEG00000009997
gopherus_agassizii ENSGAGG00000007084
chelonoidis_abingdonii ENSCABG00000009641
chrysemys_picta_bellii ENSCPBG00000011488
bos_mutus ENSBMUG00000026385
bos_taurus ENSBTAG00000024929
bison_bison_bison ENSBBBG00000015692
capra_hircus ENSCHIG00000013059
ovis_aries ENSOARG00000018093
tursiops_truncatus ENSTTRG00000012272
sus_scrofa ENSSSCG00000037039
pteropus_vampyrus ENSPVAG00000017863
ursus_americanus ENSUAMG00000016937
ursus_maritimus ENSUMAG00000016353
ailuropoda_melanoleuca ENSAMEG00000017493
neovison_vison ENSNVIG00000016333
canis_lupus_familiaris ENSCAFG00000005853
canis_lupus_dingo ENSCAFG00020009781
vulpes_vulpes ENSVVUG00000020072
panthera_tigris_altaica ENSPTIG00000002627
panthera_pardus ENSPPRG00000007209
felis_catus ENSFCAG00000026641
equus_asinus_asinus ENSEASG00005005812
equus_caballus ENSECAG00000008044
erinaceus_europaeus ENSEEUG00000007912
pan_paniscus ENSPPAG00000043740
pan_troglodytes ENSPTRG00000009771
homo_sapiens ENSG00000182676
gorilla_gorilla ENSGGOG00000006880
pongo_abelii ENSPPYG00000008746
nomascus_leucogenys ENSNLEG00000010287
rhinopithecus_bieti ENSRBIG00000041442
rhinopithecus_roxellana ENSRROG00000038895
piliocolobus_tephrosceles ENSPTEG00000031121
