salvator_merianae ENSSMRG00000001597
pogona_vitticeps ENSPVIG00000021528
chrysemys_picta_bellii ENSCPBG00000009812
pelodiscus_sinensis ENSPSIG00000016224
chelonoidis_abingdonii ENSCABG00000019566
gopherus_agassizii ENSGAGG00000018657
pelodiscus_sinensis ENSPSIG00000006301
apteryx_rowi ENSARWG00000008504
apteryx_haastii ENSAHAG00000003166
apteryx_owenii ENSAOWG00000000498
dromaius_novaehollandiae ENSDNVG00000003137
nothoprocta_perdicaria ENSNPEG00000016172
gallus_gallus ENSGALG00000043137
meleagris_gallopavo ENSMGAG00000010726
coturnix_japonica ENSCJPG00005006521
numida_meleagris ENSNMEG00000003403
anser_brachyrhynchus ENSABRG00000006559
anas_platyrhynchos_platyrhynchos ENSAPLG00000008538
cyanistes_caeruleus ENSCCEG00000012293
parus_major ENSPMJG00000003920
junco_hyemalis ENSJHYG00000008427
zonotrichia_albicollis ENSZALG00000004901
serinus_canaria ENSSCAG00000010113
lonchura_striata_domestica ENSLSDG00000013427
ficedula_albicollis ENSFALG00000013206
lepidothrix_coronata ENSLCOG00000003104
manacus_vitellinus ENSMVIG00005009055
calidris_pygmaea ENSCPGG00000015125
calidris_pugnax ENSCPUG00000007084
melopsittacus_undulatus ENSMUNG00000008568
sphenodon_punctatus ENSSPUG00000013249
mus_spicilegus ENSMSIG00000016483
mus_musculus ENSMUSG00000028949
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028016
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027020
mus_pahari MGP_PahariEiJ_G0021793
rattus_norvegicus ENSRNOG00000010077
meriones_unguiculatus ENSMUGG00000017507
cricetulus_griseus_chok1gshd ENSCGRG00001012201
cricetulus_griseus_crigri-picr ENSCGRG00015006324
cricetulus_griseus_crigri ENSCGRG00000017617
mesocricetus_auratus ENSMAUG00000012670
microtus_ochrogaster ENSMOCG00000010890
peromyscus_maniculatus_bairdii ENSPEMG00000017902
nannospalax_galili ENSNGAG00000020148
jaculus_jaculus ENSJJAG00000007835
urocitellus_parryii ENSUPAG00010007449
ictidomys_tridecemlineatus ENSSTOG00000009660
marmota_marmota_marmota ENSMMMG00000005566
spermophilus_dauricus ENSSDAG00000019655
heterocephalus_glaber_female ENSHGLG00000003237
heterocephalus_glaber_male ENSHGLG00100017492
fukomys_damarensis ENSFDAG00000005432
cavia_porcellus ENSCPOG00000020971
cavia_aperea ENSCAPG00000007316
chinchilla_lanigera ENSCLAG00000001124
octodon_degus ENSODEG00000009877
castor_canadensis ENSCCNG00000027651
dipodomys_ordii ENSDORG00000012674
ochotona_princeps ENSOPRG00000016984
ochotona_princeps ENSOPRG00000004101
oryctolagus_cuniculus ENSOCUG00000000249
propithecus_coquereli ENSPCOG00000026843
microcebus_murinus ENSMICG00000004795
prolemur_simus ENSPSMG00000009707
otolemur_garnettii ENSOGAG00000028429
pan_troglodytes ENSPTRG00000050051
pan_troglodytes ENSPTRG00000019882
pan_paniscus ENSPPAG00000039233
gorilla_gorilla ENSGGOG00000001089
homo_sapiens ENSG00000082014
pongo_abelii ENSPPYG00000018191
nomascus_leucogenys ENSNLEG00000004360
macaca_fascicularis ENSMFAG00000032295
macaca_mulatta ENSMMUG00000006687
mandrillus_leucophaeus ENSMLEG00000039656
theropithecus_gelada ENSTGEG00000005239
papio_anubis ENSPANG00000026411
cercocebus_atys ENSCATG00000031276
macaca_nemestrina ENSMNEG00000033122
chlorocebus_sabaeus ENSCSAG00000006634
rhinopithecus_roxellana ENSRROG00000038917
rhinopithecus_bieti ENSRBIG00000039785
colobus_angolensis_palliatus ENSCANG00000040972
piliocolobus_tephrosceles ENSPTEG00000039279
saimiri_boliviensis_boliviensis ENSSBOG00000021515
cebus_capucinus ENSCCAG00000022778
callithrix_jacchus ENSCJAG00000020387
aotus_nancymaae ENSANAG00000018566
carlito_syrichta ENSTSYG00000009136
equus_asinus_asinus ENSEASG00005002024
equus_caballus ENSECAG00000017544
vicugna_pacos ENSVPAG00000004468
myotis_lucifugus ENSMLUG00000003550
canis_lupus_dingo ENSCAFG00020005525
canis_lupus_familiaris ENSCAFG00000004865
ailuropoda_melanoleuca ENSAMEG00000013533
