petromyzon_marinus ENSPMAG00000005025
eptatretus_burgeri ENSEBUG00000004748
pogona_vitticeps ENSPVIG00000021248
notechis_scutatus ENSNSUG00000012918
salvator_merianae ENSSMRG00000008069
sphenodon_punctatus ENSSPUG00000018814
apteryx_haastii ENSAHAG00000012571
apteryx_owenii ENSAOWG00000003015
apteryx_rowi ENSARWG00000010426
dromaius_novaehollandiae ENSDNVG00000011285
nothoprocta_perdicaria ENSNPEG00000013147
anser_brachyrhynchus ENSABRG00000022203
anas_platyrhynchos_platyrhynchos ENSAPLG00000005342
meleagris_gallopavo ENSMGAG00000007784
gallus_gallus ENSGALG00000001446
coturnix_japonica ENSCJPG00005010169
numida_meleagris ENSNMEG00000011404
calidris_pygmaea ENSCPGG00000012325
calidris_pugnax ENSCPUG00000016074
lonchura_striata_domestica ENSLSDG00000003985
taeniopygia_guttata ENSTGUG00000006681
serinus_canaria ENSSCAG00000000789
parus_major ENSPMJG00000000652
cyanistes_caeruleus ENSCCEG00000009609
ficedula_albicollis ENSFALG00000001837
junco_hyemalis ENSJHYG00000003826
zonotrichia_albicollis ENSZALG00000012163
lepidothrix_coronata ENSLCOG00000014234
manacus_vitellinus ENSMVIG00005010701
melopsittacus_undulatus ENSMUNG00000009944
crocodylus_porosus ENSCPRG00005010213
chelonoidis_abingdonii ENSCABG00000001704
gopherus_agassizii ENSGAGG00000004982
chrysemys_picta_bellii ENSCPBG00000009937
pelodiscus_sinensis ENSPSIG00000015103
notamacropus_eugenii ENSMEUG00000009152
phascolarctos_cinereus ENSPCIG00000025472
monodelphis_domestica ENSMODG00000019652
sarcophilus_harrisii ENSSHAG00000017910
pan_troglodytes ENSPTRG00000021313
pan_paniscus ENSPPAG00000033077
homo_sapiens ENSG00000148180
gorilla_gorilla ENSGGOG00000010202
pongo_abelii ENSPPYG00000019562
nomascus_leucogenys ENSNLEG00000017119
papio_anubis ENSPANG00000025832
theropithecus_gelada ENSTGEG00000026160
macaca_mulatta ENSMMUG00000013020
macaca_nemestrina ENSMNEG00000038101
macaca_fascicularis ENSMFAG00000045940
