pan_paniscus ENSPPAG00000039158
pan_troglodytes ENSPTRG00000015830
homo_sapiens ENSG00000163945
gorilla_gorilla ENSGGOG00000004872
pongo_abelii ENSPPYG00000014526
nomascus_leucogenys ENSNLEG00000001082
colobus_angolensis_palliatus ENSCANG00000030058
piliocolobus_tephrosceles ENSPTEG00000021673
rhinopithecus_bieti ENSRBIG00000036016
rhinopithecus_roxellana ENSRROG00000029381
cercocebus_atys ENSCATG00000010984
mandrillus_leucophaeus ENSMLEG00000007158
papio_anubis ENSPANG00000019190
theropithecus_gelada ENSTGEG00000020451
macaca_nemestrina ENSMNEG00000034877
macaca_fascicularis ENSMFAG00000045124
chlorocebus_sabaeus ENSCSAG00000015594
cebus_capucinus ENSCCAG00000032486
saimiri_boliviensis_boliviensis ENSSBOG00000029534
callithrix_jacchus ENSCJAG00000041289
aotus_nancymaae ENSANAG00000020676
carlito_syrichta ENSTSYG00000025901
prolemur_simus ENSPSMG00000002286
propithecus_coquereli ENSPCOG00000026955
microcebus_murinus ENSMICG00000012963
otolemur_garnettii ENSOGAG00000006373
tupaia_belangeri ENSTBEG00000015142
castor_canadensis ENSCCNG00000012140
dipodomys_ordii ENSDORG00000001679
peromyscus_maniculatus_bairdii ENSPEMG00000010756
microtus_ochrogaster ENSMOCG00000021608
cricetulus_griseus_crigri ENSCGRG00000003416
cricetulus_griseus_crigri-picr ENSCGRG00015027154
cricetulus_griseus_chok1gshd ENSCGRG00001002995
mesocricetus_auratus ENSMAUG00000017816
mus_spicilegus ENSMSIG00000020327
mus_musculus ENSMUSG00000037355
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028109
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027113
mus_pahari MGP_PahariEiJ_G0016897
rattus_norvegicus ENSRNOG00000005122
meriones_unguiculatus ENSMUGG00000017566
nannospalax_galili ENSNGAG00000012000
jaculus_jaculus ENSJJAG00000000552
chinchilla_lanigera ENSCLAG00000008812
octodon_degus ENSODEG00000011757
cavia_porcellus ENSCPOG00000013735
cavia_aperea ENSCAPG00000007089
heterocephalus_glaber_female ENSHGLG00000007378
heterocephalus_glaber_male ENSHGLG00100017058
fukomys_damarensis ENSFDAG00000011275
urocitellus_parryii ENSUPAG00010023065
marmota_marmota_marmota ENSMMMG00000009148
ictidomys_tridecemlineatus ENSSTOG00000005729
spermophilus_dauricus ENSSDAG00000013968
ochotona_princeps ENSOPRG00000001471
capra_hircus ENSCHIG00000019552
ovis_aries ENSOARG00000016644
bos_taurus ENSBTAG00000012577
bos_mutus ENSBMUG00000021556
bison_bison_bison ENSBBBG00000022375
tursiops_truncatus ENSTTRG00000009596
sus_scrofa ENSSSCG00000037035
sorex_araneus ENSSARG00000010459
equus_caballus ENSECAG00000012127
equus_asinus_asinus ENSEASG00005022702
ursus_americanus ENSUAMG00000021283
ursus_maritimus ENSUMAG00000006091
ailuropoda_melanoleuca ENSAMEG00000016899
neovison_vison ENSNVIG00000022388
mustela_putorius_furo ENSMPUG00000011171
canis_lupus_dingo ENSCAFG00020012302
canis_lupus_familiaris ENSCAFG00000015039
vulpes_vulpes ENSVVUG00000015547
felis_catus ENSFCAG00000002951
panthera_pardus ENSPPRG00000016323
myotis_lucifugus ENSMLUG00000013304
pteropus_vampyrus ENSPVAG00000003358
echinops_telfairi ENSETEG00000004134
loxodonta_africana ENSLAFG00000013335
procavia_capensis ENSPCAG00000011104
dasypus_novemcinctus ENSDNOG00000013102
