monopterus_albus ENSMALG00000000307
cynoglossus_semilaevis ENSCSEG00000020997
tetraodon_nigroviridis ENSTNIG00000017869
takifugu_rubripes ENSTRUG00000001576
mola_mola ENSMMOG00000020398
labrus_bergylta ENSLBEG00000012737
gasterosteus_aculeatus ENSGACG00000002558
periophthalmus_magnuspinnatus ENSPMGG00000008920
seriola_dumerili ENSSDUG00000016298
seriola_lalandi_dorsalis ENSSLDG00000025299
mastacembelus_armatus ENSMAMG00000010657
amphiprion_ocellaris ENSAOCG00000013106
amphiprion_percula ENSAPEG00000008186
acanthochromis_polyacanthus ENSAPOG00000010196
stegastes_partitus ENSSPAG00000006923
xiphophorus_maculatus ENSXMAG00000015549
xiphophorus_couchianus ENSXCOG00000008031
gambusia_affinis ENSGAFG00000021113
poecilia_formosa ENSPFOG00000007020
poecilia_latipinna ENSPLAG00000014511
poecilia_mexicana ENSPMEG00000022343
poecilia_reticulata ENSPREG00000018068
cyprinodon_variegatus ENSCVAG00000010444
fundulus_heteroclitus ENSFHEG00000022766
kryptolebias_marmoratus ENSKMAG00000017966
oryzias_latipes_asm223469v1 ENSORLG00015018888
oryzias_latipes ENSORLG00000009537
oryzias_latipes ENSORLG00020001497
oryzias_melastigma ENSOMEG00000012313
astatotilapia_calliptera ENSACLG00000025959
maylandia_zebra ENSMZEG00005026549
pundamilia_nyererei ENSPNYG00000001787
haplochromis_burtoni ENSHBUG00000005342
neolamprologus_brichardi ENSNBRG00000014869
oreochromis_niloticus ENSONIG00000017417
amphilophus_citrinellus ENSACIG00000009939
anabas_testudineus ENSATEG00000005481
scophthalmus_maximus ENSSMAG00000008304
hippocampus_comes ENSHCOG00000011580
gadus_morhua ENSGMOG00000019067
esox_lucius ENSELUG00000001964
pygocentrus_nattereri ENSPNAG00000023387
astyanax_mexicanus ENSAMXG00000000696
ictalurus_punctatus ENSIPUG00000017150
danio_rerio ENSDARG00000020699
scleropages_formosus ENSSFOG00015021941
paramormyrops_kingsleyae ENSPKIG00000005514
lepisosteus_oculatus ENSLOCG00000004737
