vombatus_ursinus ENSVURG00010009926
monodelphis_domestica ENSMODG00000037266
pan_troglodytes ENSPTRG00000048079
pan_paniscus ENSPPAG00000030118
pongo_abelii ENSPPYG00000014851
theropithecus_gelada ENSTGEG00000002342
papio_anubis ENSPANG00000032829
mandrillus_leucophaeus ENSMLEG00000037332
macaca_fascicularis ENSMFAG00000036677
cercocebus_atys ENSCATG00000045206
piliocolobus_tephrosceles ENSPTEG00000029079
cebus_capucinus ENSCCAG00000020582
prolemur_simus ENSPSMG00000021609
canis_lupus ENSCAFG00000048614
canis_lupus ENSCAFG00020010684
canis_lupus ENSCAFG00000043638
canis_lupus ENSCAFG00020010704
vulpes_vulpes ENSVVUG00000008911
felis_catus ENSFCAG00000037948
panthera_pardus ENSPPRG00000010736
prolemur_simus ENSPSMG00000012412
propithecus_coquereli ENSPCOG00000027086
pan_troglodytes ENSPTRG00000052209
pan_paniscus ENSPPAG00000041155
gorilla_gorilla ENSGGOG00000027929
nomascus_leucogenys ENSNLEG00000008036
colobus_angolensis ENSCANG00000042837
piliocolobus_tephrosceles ENSPTEG00000025706
rhinopithecus_roxellana ENSRROG00000043773
rhinopithecus_bieti ENSRBIG00000037088
macaca_fascicularis ENSMFAG00000044646
macaca_nemestrina ENSMNEG00000025669
cercocebus_atys ENSCATG00000029565
theropithecus_gelada ENSTGEG00000013416
papio_anubis ENSPANG00000000354
mandrillus_leucophaeus ENSMLEG00000041829
saimiri_boliviensis ENSSBOG00000021225
cebus_capucinus ENSCCAG00000021489
callithrix_jacchus ENSCJAG00000038293
aotus_nancymaae ENSANAG00000020994
marmota_marmota ENSMMMG00000006662
spermophilus_dauricus ENSSDAG00000008123
urocitellus_parryii ENSUPAG00010009261
dipodomys_ordii ENSDORG00000029350
jaculus_jaculus ENSJJAG00000021661
cavia_porcellus ENSCPOG00000038891
cavia_aperea ENSCAPG00000011262
fukomys_damarensis ENSFDAG00000008397
castor_canadensis ENSCCNG00000000460
oryctolagus_cuniculus ENSOCUG00000035668
carlito_syrichta ENSTSYG00000028622
canis_lupus ENSCAFG00020011610
canis_lupus ENSCAFG00000049707
ursus_americanus ENSUAMG00000024131
ursus_maritimus ENSUMAG00000006833
neovison_vison ENSNVIG00000014274
panthera_pardus ENSPPRG00000012197
panthera_tigris ENSPTIG00000021364
felis_catus ENSFCAG00000039639
equus_caballus ENSECAG00000032258
equus_asinus ENSEASG00005016493
erinaceus_europaeus ENSEEUG00000013401
echinops_telfairi ENSETEG00000004806
dasypus_novemcinctus ENSDNOG00000039376
microcebus_murinus ENSMICG00000006676
