ciona_intestinalis ENSCING00000004834
ciona_savignyi ENSCSAVG00000003392
caenorhabditis_elegans WBGene00011705
caenorhabditis_elegans WBGene00021041
petromyzon_marinus ENSPMAG00000004340
eptatretus_burgeri ENSEBUG00000004074
procavia_capensis ENSPCAG00000013382
loxodonta_africana ENSLAFG00000029213
echinops_telfairi ENSETEG00000010335
dasypus_novemcinctus ENSDNOG00000035064
pan_paniscus ENSPPAG00000036297
pan_troglodytes ENSPTRG00000045173
homo_sapiens ENSG00000103326
gorilla_gorilla ENSGGOG00000007870
pongo_abelii ENSPPYG00000006911
nomascus_leucogenys ENSNLEG00000008089
papio_anubis ENSPANG00000000690
theropithecus_gelada ENSTGEG00000007826
mandrillus_leucophaeus ENSMLEG00000029528
chlorocebus_sabaeus ENSCSAG00000012760
cercocebus_atys ENSCATG00000000186
macaca_nemestrina ENSMNEG00000028758
macaca_mulatta ENSMMUG00000000615
macaca_fascicularis ENSMFAG00000002424
rhinopithecus_roxellana ENSRROG00000042835
rhinopithecus_bieti ENSRBIG00000000520
colobus_angolensis ENSCANG00000003247
piliocolobus_tephrosceles ENSPTEG00000005034
saimiri_boliviensis ENSSBOG00000032477
callithrix_jacchus ENSCJAG00000011919
cebus_capucinus ENSCCAG00000037869
aotus_nancymaae ENSANAG00000021066
carlito_syrichta ENSTSYG00000025477
propithecus_coquereli ENSPCOG00000028371
prolemur_simus ENSPSMG00000022411
microcebus_murinus ENSMICG00000027225
otolemur_garnettii ENSOGAG00000006238
mus_spicilegus ENSMSIG00000013557
mus_spretus MGP_SPRETEiJ_G0022179
mus_musculus ENSMUSG00000037326
mus_caroli MGP_CAROLIEiJ_G0021268
mus_pahari MGP_PahariEiJ_G0023586
rattus_norvegicus ENSRNOG00000020239
meriones_unguiculatus ENSMUGG00000014528
cricetulus_griseus ENSCGRG00000015285
cricetulus_griseus ENSCGRG00001019635
cricetulus_griseus ENSCGRG00015018653
mesocricetus_auratus ENSMAUG00000011871
