monopterus_albus ENSMALG00000003819
mastacembelus_armatus ENSMAMG00000017363
anabas_testudineus ENSATEG00000007909
seriola_lalandi_dorsalis ENSSLDG00000019296
seriola_dumerili ENSSDUG00000008089
cynoglossus_semilaevis ENSCSEG00000008330
amphiprion_percula ENSAPEG00000005352
acanthochromis_polyacanthus ENSAPOG00000007627
stegastes_partitus ENSSPAG00000006315
maylandia_zebra ENSMZEG00005021806
astatotilapia_calliptera ENSACLG00000027036
haplochromis_burtoni ENSHBUG00000007972
neolamprologus_brichardi ENSNBRG00000002762
amphilophus_citrinellus ENSACIG00000021601
xiphophorus_couchianus ENSXCOG00000018702
xiphophorus_maculatus ENSXMAG00000011189
poecilia_mexicana ENSPMEG00000010272
poecilia_formosa ENSPFOG00000008761
poecilia_latipinna ENSPLAG00000020751
fundulus_heteroclitus ENSFHEG00000011538
cyprinodon_variegatus ENSCVAG00000014966
oryzias_latipes_asm223469v1 ENSORLG00015015948
oryzias_melastigma ENSOMEG00000013044
periophthalmus_magnuspinnatus ENSPMGG00000008119
takifugu_rubripes ENSTRUG00000022160
hippocampus_comes ENSHCOG00000020287
esox_lucius ENSELUG00000019150
pygocentrus_nattereri ENSPNAG00000007831
astyanax_mexicanus ENSAMXG00000033814
ictalurus_punctatus ENSIPUG00000011102
danio_rerio ENSDARG00000086911
scleropages_formosus ENSSFOG00015001985
paramormyrops_kingsleyae ENSPKIG00000020948
lepisosteus_oculatus ENSLOCG00000007951
latimeria_chalumnae ENSLACG00000012099
ciona_intestinalis ENSCING00000009739
