gopherus_agassizii ENSGAGG00000000042
chelonoidis_abingdonii ENSCABG00000022510
chrysemys_picta_bellii ENSCPBG00000012045
pelodiscus_sinensis ENSPSIG00000009737
apteryx_rowi ENSARWG00000003366
dromaius_novaehollandiae ENSDNVG00000014756
coturnix_japonica ENSCJPG00005003850
gallus_gallus ENSGALG00000051206
meleagris_gallopavo ENSMGAG00000001801
anas_platyrhynchos_platyrhynchos ENSAPLG00000010127
anser_brachyrhynchus ENSABRG00000001395
calidris_pygmaea ENSCPGG00000000098
calidris_pugnax ENSCPUG00000008234
lonchura_striata_domestica ENSLSDG00000001798
taeniopygia_guttata ENSTGUG00000005239
serinus_canaria ENSSCAG00000015986
cyanistes_caeruleus ENSCCEG00000019772
zonotrichia_albicollis ENSZALG00000013698
manacus_vitellinus ENSMVIG00005010677
melopsittacus_undulatus ENSMUNG00000015027
pogona_vitticeps ENSPVIG00000005785
anolis_carolinensis ENSACAG00000008819
notechis_scutatus ENSNSUG00000002083
salvator_merianae ENSSMRG00000013182
oryctolagus_cuniculus ENSOCUG00000011809
ochotona_princeps ENSOPRG00000009181
meriones_unguiculatus ENSMUGG00000010551
mus_pahari MGP_PahariEiJ_G0031593
microtus_ochrogaster ENSMOCG00000000487
pan_troglodytes ENSPTRG00000022269
pan_paniscus ENSPPAG00000042194
homo_sapiens ENSG00000134597
gorilla_gorilla ENSGGOG00000023687
pongo_abelii ENSPPYG00000020717
nomascus_leucogenys ENSNLEG00000015325
macaca_nemestrina ENSMNEG00000030574
macaca_mulatta ENSMMUG00000008389
macaca_fascicularis ENSMFAG00000041017
cercocebus_atys ENSCATG00000005967
theropithecus_gelada ENSTGEG00000023223
papio_anubis ENSPANG00000021545
mandrillus_leucophaeus ENSMLEG00000028723
chlorocebus_sabaeus ENSCSAG00000007947
rhinopithecus_bieti ENSRBIG00000043718
rhinopithecus_roxellana ENSRROG00000044360
colobus_angolensis_palliatus ENSCANG00000032597
piliocolobus_tephrosceles ENSPTEG00000033579
pan_troglodytes ENSPTRG00000042769
pan_paniscus ENSPPAG00000028959
gorilla_gorilla ENSGGOG00000016146
nomascus_leucogenys ENSNLEG00000033746
macaca_mulatta ENSMMUG00000020845
macaca_nemestrina ENSMNEG00000043833
macaca_fascicularis ENSMFAG00000024381
cercocebus_atys ENSCATG00000030668
theropithecus_gelada ENSTGEG00000024918
papio_anubis ENSPANG00000006608
mandrillus_leucophaeus ENSMLEG00000005751
rhinopithecus_bieti ENSRBIG00000037215
rhinopithecus_roxellana ENSRROG00000042238
colobus_angolensis_palliatus ENSCANG00000040265
piliocolobus_tephrosceles ENSPTEG00000036063
cebus_capucinus ENSCCAG00000026471
cebus_capucinus ENSCCAG00000024017
saimiri_boliviensis_boliviensis ENSSBOG00000023007
callithrix_jacchus ENSCJAG00000002436
aotus_nancymaae ENSANAG00000032814
gorilla_gorilla ENSGGOG00000026106
pan_paniscus ENSPPAG00000027227
macaca_nemestrina ENSMNEG00000028264
cercocebus_atys ENSCATG00000033320
saimiri_boliviensis_boliviensis ENSSBOG00000018568
cebus_capucinus ENSCCAG00000033009
carlito_syrichta ENSTSYG00000010611
microcebus_murinus ENSMICG00000015139
propithecus_coquereli ENSPCOG00000026182
prolemur_simus ENSPSMG00000018583
prolemur_simus ENSPSMG00000016408
otolemur_garnettii ENSOGAG00000006237
cricetulus_griseus_chok1gshd ENSCGRG00001019209
cricetulus_griseus_crigri ENSCGRG00000015474
cricetulus_griseus_crigri-picr ENSCGRG00015013177
mesocricetus_auratus ENSMAUG00000019202
peromyscus_maniculatus_bairdii ENSPEMG00000015660
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034206
mus_musculus ENSMUSG00000031107
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0033048
rattus_norvegicus ENSRNOG00000007371
nannospalax_galili ENSNGAG00000020108
jaculus_jaculus ENSJJAG00000019621
castor_canadensis ENSCCNG00000031803
octodon_degus ENSODEG00000012495
cavia_porcellus ENSCPOG00000032744
chinchilla_lanigera ENSCLAG00000001141
heterocephalus_glaber_male ENSHGLG00100002516
heterocephalus_glaber_female ENSHGLG00000008080
